,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
CD4_T_cells_FoxP3+_glandfront_ERa,0.0,0.0,0.011119388949682948,0.0,0.030875141784491904,0.016763299672360732,0.05163480560914914,0.03084833289046336,0.12332254392547859,0.07942514063045741
CD4_T_cells_FoxP3+_glandfront_PR,0.0,0.0,0.004518767063928369,0.0,0.012377663231101241,0.005458522299683574,0.023375576428258032,0.012380396531398864,0.07594580603625109,0.04170664384109851
CD4_T_cells_FoxP3+_glandfront_pP38,0.0,0.0,5.3395123707720574e-05,0.0,0.008824730598704129,0.005478246259398109,0.019294220174944584,0.009702388754332629,0.06589303154465279,0.03692578807316997
CD4_T_cells_FoxP3+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.002105312967785337,0.0012875050271253905,0.007703551945401709,0.002506669383459719,0.03983258547372032,0.01801815464600679
CD4_T_cells_FoxP3+_glandfront_GranzymeB,0.0,0.0,0.0025618296656425453,0.0,0.00923632972944077,0.0030274510334781374,0.017974550242075508,0.009029051330295858,0.06686167757174591,0.03485924237795862
CD4_T_cells_FoxP3+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.0007090126869203331,0.0,0.00818065058796042,0.001731228360016001,0.04900856113826621,0.021979835701703743
CD4_T_cells_FoxP3+_glandfront_TIM3,0.0,0.0,0.0004773427400657173,0.0,0.005223075100450656,0.002913859459416156,0.008816710072055787,0.005291615188143937,0.041817320893080906,0.016976127130648118
CD4_T_cells_FoxP3+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.001047790672809738,0.0,0.004243948240494758,0.0011323405335884385,0.036357876408107975,0.013818878991153121
CD4_T_cells_FoxP3+_stromal_ERa,0.0,0.0,0.00195341659679253,0.0,0.006165934359963174,0.0032627484089256106,0.010678415567299435,0.006161623404446789,0.029750085962685264,0.015985629340410114
CD4_T_cells_FoxP3+_stromal_PR,0.0,0.0,0.012104644845611984,0.0,0.021046307446397034,0.013946575947465935,0.032756485010174044,0.020730299896377688,0.0676444804712171,0.04488961231738743
CD4_T_cells_FoxP3+_stromal_pP38,0.0,0.0,0.0,0.0,0.0013140308546589336,0.00014652814919685855,0.006064974535025124,0.0023564726299581612,0.02859375337201337,0.013226089245496613
CD4_T_cells_FoxP3+_stromal_VEGF,0.0,0.0,0.0,0.0,0.001094248494703496,3.3422768861423895e-05,0.002411978612208517,0.0011832930964948206,0.018345580669234845,0.006024072982271834
CD4_T_cells_FoxP3+_stromal_GranzymeB,0.0,0.0,0.0,0.0,0.002144761544753501,0.0,0.006907557893980772,0.0020462493093318683,0.028699348248345753,0.014032008611404807
CD4_T_cells_FoxP3+_stromal_Ki67,0.0,0.0,0.0,0.0,0.0007330348172443728,3.855250168708537e-05,0.0036858619146347277,0.0007451915708585685,0.033892752597647485,0.011082586411409153
CD4_T_cells_FoxP3+_stromal_HLA-DR,0.0,0.0,0.0,0.0,0.00011073008133262819,0.0,0.0019995472826444655,0.0007547578745340612,0.024801955616829005,0.006497561432539593
CD8_T_cells_FoxP3+_glandfront_ERa,0.0,0.0,0.0,0.0,0.001670416078875621,0.00045756466101454815,0.0062580980142697504,0.0022546844532862747,0.05346420792818563,0.01957735256627682
CD8_T_cells_FoxP3+_glandfront_PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0026555135139589665,3.284883830491611e-05,0.04981351609772282,0.014983684023578544
CD8_T_cells_FoxP3+_glandfront_pP38,0.0,0.0,0.0025174518551868428,0.0,0.0629709903004153,0.030010804815174853,0.11754552418015844,0.06836770598697978,0.26033032137286943,0.1822295682022847
CD8_T_cells_FoxP3+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0038202423991853117,9.453740535327862e-05,0.061364778503508986,0.017556227987715216
CD8_T_cells_FoxP3+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006938147037417193,0.001397555429479941
CD8_T_cells_FoxP3+_glandfront_Ki67,0.0,0.0,0.0008941355510631481,0.0,0.0025293638238435396,0.001451986283176535,0.003794734121919371,0.0021929499192162947,0.018683026599838767,0.007210312970124803
CD8_T_cells_FoxP3+_glandfront_TIM3,0.0,0.0,0.0,0.0,0.00023936031564246734,0.0,0.0014028251876924184,0.0005134458048247241,0.016969156071580963,0.0036027399683055124
CD8_T_cells_FoxP3+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.0006646387730208817,0.0,0.0037794766564871666,0.0008148073433318218,0.04174674295005594,0.01571008089506183
CD8_T_cells_FoxP3+_intragland_ERa,0.0,0.0,0.0,0.0,0.0018610455094428332,0.0009990550738993636,0.007120785574050043,0.00167478350191509,0.031138475524379008,0.014347002237135678
CD8_T_cells_FoxP3+_intragland_PR,0.0,0.0,0.0007120385361025796,0.0,0.003653856960545363,0.0012051670187191753,0.006962173391252283,0.003226625028678965,0.03135307869652005,0.014296526567613916
CD8_T_cells_FoxP3+_intragland_VEGF,0.0,0.0,0.0,0.0,0.0007346425221235255,4.428510430813753e-05,0.003330486030375108,0.0006569433593875354,0.032864876698906156,0.01276751513546284
CD8_T_cells_FoxP3+_intragland_GranzymeB,0.0,0.0,0.0,0.0,0.0002726126530131109,0.0,0.004247120824632806,0.00020288312791803944,0.03869766442027234,0.016063012919360724
CD8_T_cells_FoxP3+_intragland_HLA-DR,0.0,0.0,0.0008421929054958251,0.0,0.0037852642719343062,0.0017836173270445552,0.007378146796464793,0.003645962177138224,0.032766690295422625,0.014078110118823236
CD8_T_cells_FoxP3+_stromal_ERa,0.0,0.0,0.0,0.0,0.00011633219822477567,0.0,0.00024028638517415332,0.00012081805566424582,0.0077879610498725405,0.001883213410377192
CD8_T_cells_FoxP3+_stromal_PR,0.0,0.0,0.0,0.0,0.00042367040695180116,0.0,0.0010999424903681261,0.0004630496342010678,0.008402990497739462,0.0019049017148223006
CD8_T_cells_FoxP3+_stromal_pP38,0.0,0.0,0.0,0.0,0.0,0.0,0.00111740262969869,0.0,0.030012252949987862,0.006397301509335552
CD8_T_cells_FoxP3+_stromal_VEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0002919119624601422,0.0,0.007802281141132336,0.0013028438271976445
CD8_T_cells_FoxP3+_stromal_GranzymeB,0.0,0.0,0.004724586038978038,0.0011667163612211582,0.006687496836286333,0.004240306145691973,0.012795735370008441,0.006805458669718769,0.05960928028042473,0.026953566261857215
CD8_T_cells_FoxP3+_stromal_Ki67,0.0,0.0,0.0018330654261889683,0.0,0.0040936645972245505,0.0013714744434988489,0.007005170148710922,0.003524952099671384,0.026405476748361918,0.011986733260438514
CD8_T_cells_FoxP3+_stromal_HLA-DR,0.0,0.0,0.0,0.0,0.0008590386056186221,0.0,0.0030328655206263507,0.0012633018396756737,0.023060922217557078,0.008023807723374847
CD4_T_cells_HLA-DR+_glandfront_ERa,0.0,0.0,0.0,0.0,0.0032707477532557677,0.00021814029134462661,0.014199759908350077,0.0052775892718417506,0.0569900224478006,0.029164230958002718
CD4_T_cells_HLA-DR+_glandfront_PR,0.0,0.0,0.0,0.0,0.0014169887569540846,6.318806772360535e-05,0.004318629224934989,0.0019252560173071002,0.02478319250989631,0.009098160795032156
CD4_T_cells_HLA-DR+_glandfront_pP38,0.0,0.0,0.0,0.0,0.0061061790739633005,0.0025829822798363396,0.012288586982302294,0.006519547654114437,0.038647832527141025,0.02259929134744732
CD4_T_cells_HLA-DR+_glandfront_VEGF,0.0,0.0,0.00019086209573792576,0.0,0.024171279905522768,0.014296206451674226,0.04713208127065343,0.028279570133813686,0.13141909699198304,0.08112005602712655
CD4_T_cells_HLA-DR+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0,0.0,0.0006389685537930576,0.0,0.018560572985642853,0.00436183377435807
CD4_T_cells_HLA-DR+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.004867778673567394,0.0018944230468315286,0.01939760392027027,0.007110507712939509,0.08471730883176394,0.04266860913774166
CD4_T_cells_HLA-DR+_glandfront_TIM3,0.0,0.0,0.0,0.0,0.0022207263569495477,0.0004160018409139844,0.00531306619459814,0.0025297236548789573,0.0273884656040578,0.010664380775704533
CD4_T_cells_HLA-DR+_glandfront_HLA-DR,0.0,0.0,0.0005316906888745007,0.0,0.002590089549992711,0.000815864302187093,0.005725386979567685,0.0029191080392241575,0.03129996136861706,0.012164347291865229
CD4_T_cells_HLA-DR+_stromal_ERa,0.0,0.0,0.035206245188989314,0.01009174330315125,0.02052841982648707,0.01478305483912994,0.027463741573988665,0.01709084345561445,0.07607397747257383,0.04491456615993447
CD4_T_cells_HLA-DR+_stromal_PR,0.0,0.0,0.027377861283871673,0.0,0.029988195266890852,0.018484173973945656,0.046117153869675756,0.027593390661560826,0.10596084301842221,0.06987646179477448
CD4_T_cells_HLA-DR+_stromal_pP38,0.0,0.0,0.0029641140984035153,0.0,0.006386000502680158,0.0023506801922639404,0.013223541695274257,0.0061886454924904005,0.055267595006032906,0.027010101815311983
CD4_T_cells_HLA-DR+_stromal_VEGF,0.0,0.0,0.003208478918603766,0.0,0.0033759254541736164,0.0010431902175614654,0.007292204147517692,0.003219267230505626,0.026561506188368958,0.01179341604633815
CD4_T_cells_HLA-DR+_stromal_GranzymeB,0.0,0.0,0.017704479381018955,0.00482828998169951,0.01703432359072714,0.013845794731219328,0.024240746778178834,0.01546661092889658,0.06577309803999591,0.03663654182739959
CD4_T_cells_HLA-DR+_stromal_Ki67,0.0,0.0,0.04016777628705287,0.01088639646915354,0.03691279694573051,0.022646919171940918,0.05071177848424399,0.03271665282396451,0.11975310046653012,0.07665021213945283
CD4_T_cells_HLA-DR+_stromal_TIM3,0.0,0.0,0.010398487917356146,0.0024645891618883583,0.018342244811674194,0.01134268367376456,0.027232594208427482,0.018067275507534408,0.06734141939563083,0.04098730972634184
CD4_T_cells_HLA-DR+_stromal_HLA-DR,0.0,0.0,0.003434456686970505,0.0,0.006771144822949251,0.0036206270281721686,0.011750891499230854,0.006540315107471437,0.04660058085956112,0.0232993044163681
CD8_T_cells_HLA-DR+_glandfront_ERa,0.0,0.0,0.0017871266605060416,0.0,0.011744855970314884,0.006388720887195369,0.028298388114090117,0.013656920539826601,0.11066060182049321,0.0615110082806027
CD8_T_cells_HLA-DR+_glandfront_PR,0.0,0.0,0.0,0.0,0.0057304719023466245,0.0009573318044368555,0.02063548146208121,0.007600682430809528,0.08554513025827253,0.04498969170412607
CD8_T_cells_HLA-DR+_glandfront_pP38,0.0,0.0,0.001314472168324628,0.0,0.04128712907635653,0.023802003003454714,0.06735691994459751,0.043141901966224104,0.1491982285553122,0.10057894287736514
CD8_T_cells_HLA-DR+_glandfront_VEGF,0.0,0.0,0.0,0.0,0.0026274271197388207,0.0001370423345319555,0.00894241231052807,0.0029449265029536814,0.06012087045122142,0.025142620504904442
CD8_T_cells_HLA-DR+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0,0.0,0.0011782611889953282,1.655322030245743e-05,0.02003551841354802,0.005453646481787003
CD8_T_cells_HLA-DR+_glandfront_Ki67,0.0,0.0,0.0,0.0,0.00019546710727532914,7.2206783913365095e-06,0.0006787575623714892,0.00011987291234058893,0.006080794627573027,0.0019047093591886015
CD8_T_cells_HLA-DR+_glandfront_TIM3,0.0,0.0,0.006688626697977719,0.0,0.02087584535760711,0.012234784027224834,0.04036044944161949,0.023419349756021668,0.11178717252757484,0.06950586799322364
CD8_T_cells_HLA-DR+_glandfront_HLA-DR,0.0,0.0,0.0,0.0,0.0,0.0,0.0003099354505047217,0.0,0.018531287179414116,0.004201245062831036
CD8_T_cells_HLA-DR+_intragland_ERa,0.0,0.0,0.0,0.0,0.0024054323623222272,0.0011883175519489877,0.00807897078659332,0.0025641920293240673,0.03121023582404579,0.01638782325301034
CD8_T_cells_HLA-DR+_intragland_PR,0.0,0.0,0.0014560372667552248,0.0,0.004999277551319357,0.003554551037098113,0.013042608910363608,0.005536867345586128,0.044291801563260055,0.023543122215314054
CD8_T_cells_HLA-DR+_intragland_VEGF,0.0,0.0,0.005112985441470504,0.0,0.017277441117729924,0.00964702624135874,0.02858310188951749,0.0176121035082951,0.0724425979377305,0.04565042696089497
CD8_T_cells_HLA-DR+_intragland_GranzymeB,0.0,0.0,0.003933005461646701,0.0,0.022121670299216436,0.013474832149264681,0.035572285260412055,0.0207192938630537,0.07974369972685873,0.05291257829534375
CD8_T_cells_HLA-DR+_intragland_HLA-DR,0.0,0.0,0.0,0.0,0.004741564274098643,0.0012660417276726434,0.011564340712106559,0.005387039283391152,0.04527196056312495,0.023579234096244163
CD8_T_cells_HLA-DR+_stromal_ERa,0.0,0.0,0.0,0.0,4.204485024242663e-05,0.0,0.0005761882024507074,0.00016058409696922897,0.01438988830319079,0.0036719522885358875
CD8_T_cells_HLA-DR+_stromal_PR,0.0,0.0,0.0,0.0,0.00042586121703176873,0.0,0.0011767164080900665,0.000625960324451206,0.013357293548955759,0.003168990188685191
CD8_T_cells_HLA-DR+_stromal_pP38,0.0,0.0,0.0,0.0,0.0006752939204052509,0.0001505222353746873,0.006902423770722665,0.0009989393031046867,0.05567641396655949,0.022610045686341236
CD8_T_cells_HLA-DR+_stromal_VEGF,0.0,0.0,0.0,0.0,0.001545255026035699,0.00012703806308988756,0.007458562779873582,0.002623855384925816,0.0517091020268237,0.022245719851406894
CD8_T_cells_HLA-DR+_stromal_GranzymeB,0.0,0.0,0.001970882239839704,0.0,0.001023685657148652,0.0006224324815033432,0.0032830746655156395,0.0005313334294802979,0.02676356108277932,0.010236488928543789
CD8_T_cells_HLA-DR+_stromal_Ki67,0.0,0.0,0.007302834771482581,0.0,0.01705148885123806,0.012131787311584017,0.02686137783741903,0.01710723146076949,0.05726706496911645,0.037806122626081094
CD8_T_cells_HLA-DR+_stromal_TIM3,0.0,0.0,0.0,0.0,0.0005274037205258388,0.0,0.003370444151188265,0.0009193668862573782,0.027461040117653154,0.010136763241445523
CD8_T_cells_HLA-DR+_stromal_HLA-DR,0.0,0.0,0.0009514374373667269,0.0,0.0013619399762642515,0.00036937118081138264,0.0025202442066970566,0.0010396645185817733,0.013464193272617903,0.004238186604706536
CD4_T_cells_CD80_CD86+_glandfront_ERa,0.0,0.0,0.0,0.0,0.007460401843567131,0.004556690104212864,0.020386017648258817,0.008443902532348259,0.07818247117026833,0.03992916160854344
CD4_T_cells_CD80_CD86+_glandfront_PR,0.0,0.0,0.0,0.0,0.0011216055516718722,0.0006915706342164942,0.0032980076785613433,0.0011344292569383098,0.02721106401720007,0.00969853102260477
CD4_T_cells_CD80_CD86+_glandfront_pP38,0.0,0.0,0.0011334273930790493,0.0,0.003076695060516668,0.0018064735644435388,0.004658494537571706,0.0020955596988881026,0.025899067731473976,0.011097851520217392
CD4_T_cells_CD80_CD86+_glandfront_VEGF,0.0,0.0,0.0017666496018112511,0.0,0.002793487498673547,0.0010019778573829117,0.005612971572322015,0.0026358698656432995,0.03848625634335121,0.01475351506729031
CD4_T_cells_CD80_CD86+_glandfront_GranzymeB,0.0,0.0,0.0,0.0,0.0010372208734363007,0.0,0.006110945510257071,0.0016407062122913204,0.03292096570125241,0.014093412063300441
CD4_T_cells_CD80_CD86+_glandfront_Ki67,0.0,0.0,0.004555873363873797,0.0,0.02025948275863895,0.012140349211408382,0.03331014200011763,0.020110999889352964,0.07956064318458299,0.050570204811994805
