,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
mDCs_HLADR_IFNa,0.392,0.338,0.258,0.152,0.025,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_IFNa,0.095,0.088,0.065,0.024,0.002,0.0,0.0,0.0,0.0,0.0
MDSCs_pCREB_IFNa,0.256,0.248,0.22,0.158,0.058,0.0,0.0,0.0,0.0,0.0
cMCs_pCREB_IFNa,0.082,0.087,0.081,0.068,0.042,0.003,0.0,0.0,0.0,0.0
intMCs_pCREB_IFNa,0.273,0.273,0.252,0.196,0.078,0.008,0.0,0.0,0.0,0.0
Bcells_pNFkB_IFNa,0.018,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IFNa,0.119,0.083,0.035,0.011,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IFNa,0.028,0.007,0.007,0.007,0.002,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_IFNa,0.375,0.292,0.208,0.096,0.016,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IFNa,0.298,0.235,0.185,0.141,0.064,0.003,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IFNa,0.154,0.118,0.05,0.006,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_IFNa,0.034,0.02,0.013,0.006,0.005,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IFNa,0.308,0.232,0.102,0.017,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IFNa,0.162,0.136,0.125,0.122,0.051,0.002,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IFNa,0.095,0.05,0.017,0.01,0.005,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IFNa,0.012,0.004,0.002,0.005,0.008,0.001,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_IFNa,0.107,0.071,0.037,0.019,0.01,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IFNa,0.015,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IFNa,0.033,0.024,0.023,0.027,0.029,0.002,0.0,0.0,0.0,0.0
NKT_pNFkB_IFNa,0.084,0.049,0.022,0.011,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pNFkB_IFNa,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IFNa,0.015,0.004,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IFNa,0.215,0.181,0.103,0.023,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IFNa,0.358,0.311,0.204,0.049,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pp38_IFNa,0.083,0.05,0.018,0.003,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_IFNa,0.158,0.126,0.081,0.053,0.008,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_IFNa,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IFNa,0.032,0.02,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_IFNa,0.027,0.019,0.017,0.01,0.001,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IFNa,0.029,0.021,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_IFNa,0.052,0.034,0.011,0.003,0.002,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_IFNa,0.012,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_IFNa,0.105,0.077,0.051,0.021,0.005,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_IFNa,0.067,0.053,0.042,0.022,0.006,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT1_IFNa,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT1_IFNa,0.063,0.026,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT1_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT1_IFNa,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT3_IFNa,0.062,0.041,0.026,0.009,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_IFNa,0.768,0.754,0.692,0.495,0.147,0.001,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT3_IFNa,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT3_IFNa,0.311,0.279,0.174,0.053,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT3_IFNa,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT3_IFNa,0.015,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT3_IFNa,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_IFNa,0.342,0.287,0.184,0.048,0.002,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_IFNa,0.242,0.225,0.22,0.185,0.117,0.02,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT3_IFNa,0.016,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT3_IFNa,0.007,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT3_IFNa,0.038,0.019,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT3_IFNa,0.034,0.02,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT5_IFNa,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT5_IFNa,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pSTAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT5_IFNa,0.021,0.012,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT5_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT5_IFNa,0.931,0.945,0.946,0.884,0.488,0.021,0.0,0.0,0.0,0.0
CD4Tregs_pSTAT5_IFNa,0.09,0.048,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT5_IFNa,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT5_IFNa,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT5_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT5_IFNa,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pSTAT5_IFNa,0.059,0.039,0.018,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_IFNa,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT5_IFNa,0.299,0.301,0.289,0.232,0.077,0.001,0.0,0.0,0.0,0.0
intMCs_pSTAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
