,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
CD4Tcm_CCR2pos_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pSTAT6_IFNa,0.109,0.083,0.045,0.016,0.002,0.0,0.0,0.0,0.0,0.0
CD4Tem_pSTAT6_IFNa,0.03,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT6_IFNa,0.082,0.052,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pSTAT6_IFNa,0.282,0.23,0.149,0.067,0.013,0.003,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pSTAT6_IFNa,0.044,0.03,0.019,0.009,0.003,0.001,0.0,0.0,0.0,0.0
CD8Tcm_pSTAT6_IFNa,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pSTAT6_IFNa,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pSTAT6_IFNa,0.051,0.039,0.022,0.01,0.004,0.0,0.0,0.0,0.0,0.0
CD8Tem_pSTAT6_IFNa,0.027,0.02,0.009,0.006,0.004,0.001,0.0,0.0,0.0,0.0
CD8Tnaive_pSTAT6_IFNa,0.01,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_IFNa,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_pSTAT6_IFNa,0.288,0.233,0.162,0.068,0.005,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_IFNa,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
