,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.29,0.329,0.291,0.234,0.15,0.045,0.0,0.0,0.0,0.0,0.0
artificial.30,0.325,0.243,0.122,0.038,0.002,0.0,0.0,0.0,0.0,0.0
artificial.31,0.251,0.186,0.105,0.035,0.004,0.0,0.0,0.0,0.0,0.0
artificial.32,0.259,0.159,0.053,0.012,0.003,0.001,0.0,0.0,0.0,0.0
artificial.33,0.441,0.38,0.304,0.215,0.095,0.001,0.0,0.0,0.0,0.0
artificial.34,0.729,0.675,0.54,0.271,0.066,0.013,0.0,0.0,0.0,0.0
artificial.35,0.238,0.159,0.064,0.018,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.176,0.121,0.076,0.045,0.029,0.007,0.0,0.0,0.0,0.0
artificial.37,0.458,0.402,0.324,0.233,0.131,0.019,0.0,0.0,0.0,0.0
artificial.38,0.53,0.448,0.341,0.193,0.058,0.011,0.0,0.0,0.0,0.0
artificial.39,0.314,0.249,0.151,0.055,0.001,0.0,0.0,0.0,0.0,0.0
artificial.40,0.293,0.221,0.139,0.066,0.024,0.006,0.0,0.0,0.0,0.0
artificial.41,0.4,0.324,0.222,0.079,0.007,0.0,0.0,0.0,0.0,0.0
artificial.42,0.278,0.198,0.118,0.042,0.008,0.001,0.0,0.0,0.0,0.0
artificial.43,0.28,0.203,0.112,0.048,0.007,0.0,0.0,0.0,0.0,0.0
artificial.44,0.341,0.284,0.182,0.057,0.002,0.0,0.0,0.0,0.0,0.0
artificial.45,0.316,0.265,0.169,0.079,0.022,0.0,0.0,0.0,0.0,0.0
artificial.46,0.223,0.161,0.082,0.018,0.002,0.002,0.0,0.0,0.0,0.0
artificial.47,0.497,0.425,0.328,0.203,0.066,0.001,0.0,0.0,0.0,0.0
artificial.48,0.228,0.155,0.085,0.032,0.004,0.0,0.0,0.0,0.0,0.0
artificial.49,0.241,0.18,0.113,0.048,0.008,0.003,0.0,0.0,0.0,0.0
artificial.50,0.169,0.098,0.04,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.51,0.318,0.239,0.163,0.1,0.036,0.0,0.0,0.0,0.0,0.0
artificial.52,0.547,0.495,0.358,0.145,0.007,0.0,0.0,0.0,0.0,0.0
artificial.53,0.713,0.628,0.494,0.277,0.049,0.001,0.0,0.0,0.0,0.0
artificial.54,0.353,0.301,0.244,0.156,0.058,0.027,0.0,0.0,0.0,0.0
artificial.55,0.315,0.227,0.125,0.037,0.006,0.001,0.0,0.0,0.0,0.0
artificial.56,0.287,0.222,0.144,0.06,0.005,0.0,0.0,0.0,0.0,0.0
artificial.57,0.466,0.418,0.31,0.143,0.054,0.015,0.0,0.0,0.0,0.0
artificial.58,0.22,0.148,0.059,0.014,0.002,0.0,0.0,0.0,0.0,0.0
artificial.59,0.214,0.15,0.072,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.60,0.339,0.231,0.103,0.033,0.011,0.001,0.0,0.0,0.0,0.0
artificial.61,0.249,0.164,0.093,0.021,0.006,0.002,0.0,0.0,0.0,0.0
artificial.62,0.32,0.221,0.092,0.024,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.424,0.384,0.292,0.132,0.053,0.01,0.0,0.0,0.0,0.0
artificial.64,0.25,0.184,0.124,0.05,0.002,0.0,0.0,0.0,0.0,0.0
artificial.65,0.202,0.133,0.047,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.173,0.126,0.075,0.027,0.003,0.001,0.0,0.0,0.0,0.0
artificial.67,0.301,0.217,0.115,0.04,0.01,0.001,0.0,0.0,0.0,0.0
artificial.68,0.239,0.179,0.108,0.044,0.012,0.003,0.0,0.0,0.0,0.0
artificial.69,0.521,0.47,0.348,0.172,0.033,0.0,0.0,0.0,0.0,0.0
artificial.70,0.21,0.133,0.065,0.02,0.002,0.0,0.0,0.0,0.0,0.0
artificial.71,0.302,0.223,0.123,0.038,0.005,0.0,0.0,0.0,0.0,0.0
artificial.72,0.288,0.21,0.116,0.029,0.003,0.0,0.0,0.0,0.0,0.0
artificial.73,0.328,0.261,0.169,0.072,0.012,0.0,0.0,0.0,0.0,0.0
artificial.74,0.297,0.23,0.154,0.059,0.014,0.004,0.0,0.0,0.0,0.0
artificial.75,0.269,0.183,0.093,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.76,0.227,0.17,0.08,0.03,0.011,0.0,0.0,0.0,0.0,0.0
artificial.77,0.203,0.142,0.069,0.017,0.006,0.0,0.0,0.0,0.0,0.0
artificial.78,0.395,0.322,0.198,0.058,0.007,0.0,0.0,0.0,0.0,0.0
artificial.79,0.351,0.307,0.204,0.073,0.009,0.0,0.0,0.0,0.0,0.0
artificial.80,0.219,0.153,0.058,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.207,0.16,0.113,0.06,0.021,0.002,0.0,0.0,0.0,0.0
artificial.82,0.326,0.252,0.144,0.033,0.001,0.0,0.0,0.0,0.0,0.0
artificial.83,0.187,0.12,0.058,0.018,0.005,0.0,0.0,0.0,0.0,0.0
artificial.84,0.304,0.223,0.131,0.055,0.011,0.003,0.0,0.0,0.0,0.0
artificial.85,0.69,0.607,0.484,0.274,0.047,0.001,0.0,0.0,0.0,0.0
artificial.86,0.217,0.154,0.082,0.026,0.003,0.0,0.0,0.0,0.0,0.0
artificial.87,0.206,0.137,0.071,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.88,0.241,0.156,0.074,0.018,0.002,0.0,0.0,0.0,0.0,0.0
artificial.89,0.221,0.144,0.069,0.026,0.005,0.0,0.0,0.0,0.0,0.0
artificial.90,0.273,0.184,0.083,0.02,0.005,0.003,0.0,0.0,0.0,0.0
artificial.91,0.272,0.198,0.118,0.044,0.005,0.0,0.0,0.0,0.0,0.0
artificial.92,0.308,0.256,0.179,0.085,0.022,0.004,0.0,0.0,0.0,0.0
artificial.93,0.284,0.219,0.146,0.064,0.007,0.0,0.0,0.0,0.0,0.0
artificial.94,0.345,0.278,0.141,0.034,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.501,0.516,0.484,0.413,0.236,0.069,0.0,0.0,0.0,0.0
artificial.96,0.317,0.232,0.123,0.055,0.009,0.0,0.0,0.0,0.0,0.0
artificial.97,0.207,0.164,0.101,0.021,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.313,0.243,0.15,0.058,0.009,0.0,0.0,0.0,0.0,0.0
artificial.99,0.614,0.598,0.515,0.346,0.134,0.009,0.0,0.0,0.0,0.0
artificial.100,0.252,0.166,0.076,0.025,0.001,0.0,0.0,0.0,0.0,0.0
artificial.101,0.623,0.557,0.426,0.189,0.022,0.0,0.0,0.0,0.0,0.0
artificial.102,0.237,0.153,0.068,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.241,0.17,0.097,0.044,0.01,0.002,0.0,0.0,0.0,0.0
artificial.104,0.212,0.139,0.067,0.016,0.003,0.0,0.0,0.0,0.0,0.0
artificial.105,0.25,0.185,0.1,0.028,0.007,0.001,0.0,0.0,0.0,0.0
artificial.106,0.2,0.132,0.059,0.022,0.002,0.0,0.0,0.0,0.0,0.0
artificial.107,0.266,0.196,0.113,0.052,0.01,0.004,0.0,0.0,0.0,0.0
artificial.108,0.139,0.095,0.047,0.013,0.002,0.001,0.0,0.0,0.0,0.0
artificial.109,0.676,0.612,0.52,0.38,0.175,0.008,0.0,0.0,0.0,0.0
artificial.110,0.412,0.391,0.361,0.277,0.136,0.049,0.001,0.0,0.0,0.0
artificial.111,0.754,0.743,0.685,0.527,0.226,0.066,0.0,0.0,0.0,0.0
artificial.112,0.274,0.245,0.183,0.099,0.014,0.001,0.0,0.0,0.0,0.0
artificial.113,0.432,0.373,0.282,0.164,0.071,0.017,0.0,0.0,0.0,0.0
artificial.114,0.287,0.242,0.192,0.137,0.029,0.0,0.0,0.0,0.0,0.0
artificial.115,0.169,0.09,0.032,0.005,0.002,0.001,0.0,0.0,0.0,0.0
artificial.116,0.205,0.138,0.083,0.059,0.047,0.003,0.0,0.0,0.0,0.0
artificial.117,0.313,0.22,0.117,0.028,0.001,0.0,0.0,0.0,0.0,0.0
artificial.118,0.233,0.198,0.133,0.111,0.076,0.008,0.0,0.0,0.0,0.0
artificial.119,0.282,0.201,0.114,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.120,0.242,0.194,0.128,0.065,0.02,0.004,0.0,0.0,0.0,0.0
artificial.121,0.273,0.183,0.083,0.013,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.26,0.231,0.197,0.119,0.043,0.014,0.0,0.0,0.0,0.0
artificial.123,0.22,0.144,0.092,0.051,0.013,0.0,0.0,0.0,0.0,0.0
artificial.124,0.377,0.252,0.13,0.052,0.012,0.0,0.0,0.0,0.0,0.0
artificial.125,0.343,0.271,0.182,0.082,0.01,0.0,0.0,0.0,0.0,0.0
artificial.126,0.443,0.422,0.357,0.242,0.086,0.036,0.0,0.0,0.0,0.0
artificial.127,0.238,0.166,0.087,0.018,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.412,0.337,0.23,0.119,0.024,0.0,0.0,0.0,0.0,0.0
artificial.129,0.416,0.377,0.304,0.172,0.049,0.013,0.0,0.0,0.0,0.0
artificial.130,0.201,0.124,0.062,0.01,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.21,0.151,0.088,0.028,0.007,0.002,0.0,0.0,0.0,0.0
artificial.132,0.285,0.236,0.155,0.065,0.013,0.0,0.0,0.0,0.0,0.0
artificial.133,0.277,0.178,0.083,0.022,0.005,0.0,0.0,0.0,0.0,0.0
