,{'C': np.float64(0.01)},{'C': np.float64(0.12)},{'C': np.float64(0.23)},{'C': np.float64(0.34)},{'C': np.float64(0.45)},{'C': np.float64(0.56)},{'C': np.float64(0.67)},{'C': np.float64(0.78)},{'C': np.float64(0.89)},{'C': np.float64(1.0)}
AARSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
ABHD14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
ACE2,0.0,0.008,0.021,0.024,0.03,0.032,0.033,0.037,0.038,0.034
ACOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP5,0.0,0.028,0.059,0.058,0.061,0.069,0.071,0.075,0.074,0.08
ACP6,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.001
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACY1,0.0,0.014,0.029,0.029,0.029,0.032,0.029,0.03,0.033,0.034
ADA,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.001
ADA2,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.002,0.002,0.002
ADAM15,0.0,0.0,0.004,0.01,0.011,0.014,0.016,0.02,0.019,0.021
ADAM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS13,0.0,0.001,0.006,0.007,0.011,0.011,0.014,0.013,0.017,0.019
ADAMTS15,0.0,0.001,0.001,0.006,0.01,0.011,0.015,0.015,0.013,0.016
ADAMTS16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
