,Fold selected features,Fold nb of features
Fold 0,"['CCL20', 'MZB1', 'PON3']",3
Fold 1,"['CCL20', 'CD1C', 'JUN', 'MDGA1', 'MZB1', 'PON3', 'SDC1', 'TNFRSF8']",8
Fold 2,"['MZB1', 'PON3', 'SIGLEC9']",3
Fold 3,"['CPA2', 'CTSH', 'DSG4', 'MZB1']",4
Fold 4,"['CCL20', 'CRTAC1', 'DDX58', 'LGALS1', 'LGALS9', 'LILRA5', 'MDGA1', 'MZB1', 'NCAM2', 'SSB', 'TFPI2', 'VWA1']",12
Fold 5,"['CCL20', 'CCL7', 'CRTAC1', 'CTSH', 'FBP1', 'LGALS9', 'MDGA1', 'MZB1', 'NOMO1']",9
Fold 6,"['MUC13', 'MZB1']",2
Fold 7,"['CCL20', 'CRTAC1', 'JUN', 'MDGA1', 'MZB1', 'S100A11', 'SSB', 'TMPRSS5']",8
Fold 8,"['CTSH', 'LGALS1', 'MDGA1', 'MZB1', 'TNFRSF8']",5
Fold 9,"['ADGRG1', 'ANGPTL2', 'CCL15', 'CCL20', 'CHI3L1', 'CXCL8', 'DSG4', 'FBP1', 'FCAR', 'FOSB', 'GDF15', 'LGALS1', 'LGALS9', 'LILRB1', 'LRRC25', 'MDGA1', 'MZB1', 'PON3', 'S100A16', 'TFPI2']",20
Fold 10,"['CCL20', 'CRTAC1', 'FOSB', 'GNLY', 'IL5RA', 'MDGA1', 'MZB1', 'PON3']",8
Fold 11,"['CRTAC1', 'MZB1', 'XPNPEP2']",3
Fold 12,"['APOM', 'C19orf12', 'CA6', 'CCL15', 'CCL7', 'CD74', 'CDCP1', 'CEACAM5', 'CHI3L1', 'CRTAC1', 'CTSH', 'CXCL8', 'DSG4', 'FBP1', 'FGF21', 'GDF15', 'HPGDS', 'IL16', 'LEP', 'LGALS1', 'LGALS9', 'LILRA5', 'LY9', 'MDGA1', 'MSLN', 'MZB1', 'NOMO1', 'POLR2F', 'PON3', 'REN', 'SDC1', 'SPINT1', 'SRP14', 'THBS2', 'TNC', 'TNFRSF8', 'VWF']",37
Fold 13,"['ANGPTL2', 'BAIAP2', 'CA5A', 'CALB2', 'CCL15', 'CCL19', 'CCL20', 'CDHR1', 'CES2', 'CPA2', 'CRTAC1', 'CSTB', 'CXCL8', 'DSG4', 'FABP4', 'FBP1', 'FCAR', 'FGF21', 'GDF15', 'HDGF', 'HLA-DRA', 'IL2RA', 'IL5RA', 'JUN', 'LEP', 'LGALS1', 'LGALS9', 'LILRA5', 'LRRC25', 'LY96', 'MDGA1', 'MSR1', 'MZB1', 'NOMO1', 'NTRK3', 'PON3', 'S100A16', 'TFPI2', 'TINAGL1', 'TMPRSS5', 'TNFRSF11B', 'TNFRSF8', 'XPNPEP2']",43
Fold 14,"['CCL20', 'CCL7', 'CTSH', 'CXCL8', 'DSG4', 'FOSB', 'JUN', 'LGALS1', 'MDGA1', 'MZB1', 'SIGLEC7', 'VWA1']",12
Fold 15,"['CRTAC1', 'FCAR', 'PON3', 'TNFRSF8']",4
Fold 16,"['CCL20', 'FOSB', 'LGALS1', 'MSLN', 'MZB1', 'TFPI2']",6
Fold 17,"['CCL20', 'CPA2', 'CTSH', 'DSG4', 'MZB1', 'NOMO1', 'PON3', 'SDC1']",8
Fold 18,"['ADGRG2', 'CEACAM5', 'CRTAC1', 'FBP1', 'LGALS9', 'MDGA1', 'MZB1', 'PON3', 'TNFRSF8']",9
Fold 19,"['CCL20', 'CRTAC1', 'IL2RA', 'JUN', 'LGALS1', 'MZB1']",6
Fold 20,"['CCL15', 'CCL20', 'CRTAC1', 'MZB1']",4
Fold 21,"['CCL20', 'CCL7', 'CRTAC1', 'CXCL8', 'FBP1', 'FCAR', 'FGF21', 'FOSB', 'GRN', 'LGALS1', 'LGALS9', 'LILRB1', 'MDGA1', 'MSLN', 'MZB1', 'NOMO1', 'PON3', 'TFPI2', 'VWA1']",19
Fold 22,"['CA6', 'CCL20', 'CNTN5', 'CRTAC1', 'CTSH', 'FCAR', 'IL2RA', 'JUN', 'LGALS1', 'LRRC25', 'LY96', 'MSR1', 'MZB1', 'PLAUR', 'SIGLEC9', 'TNFRSF8']",16
