,Fold selected features,Fold nb of features
Fold 0,"['CCL20', 'CD1C', 'FCRLB', 'PON3', 'PRSS8']",5
Fold 1,"['CD1C', 'JUN', 'LTBP3', 'MDGA1', 'MZB1', 'PON3', 'SDC1', 'TNFRSF8']",8
Fold 2,"['CD1C', 'DPEP2', 'FCRLB', 'MZB1', 'SIGLEC9']",5
Fold 3,"['CD1C', 'CTSH', 'DSG4', 'FCRLB', 'PILRB']",5
Fold 4,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'FCRLB', 'LGALS1', 'MZB1', 'NCAM2', 'RETN', 'TFPI2']",10
Fold 5,"['CCL20', 'CD1C', 'CRTAC1', 'CTSF', 'FBP1', 'FCRLB', 'LGALS9', 'LTBP3', 'MDGA1', 'MZB1', 'NOMO1']",11
Fold 6,"['CD1C', 'PRSS8']",2
Fold 7,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'MDGA1', 'MZB1', 'NCAM2', 'RETN', 'S100A11', 'SSB', 'TMPRSS5']",11
Fold 8,"['CD1C', 'CRTAC1', 'CTSH', 'DPEP2', 'FCRLB', 'LGALS1', 'MDGA1', 'MZB1', 'PON3', 'SDC1', 'TNFRSF8']",11
Fold 9,"['CCL15', 'CCL20', 'CD1C', 'CXCL8', 'DSG4', 'FCRLB', 'FOSB', 'LGALS1', 'LILRB1', 'LRRC25', 'LTBP3', 'MDGA1', 'MZB1', 'NCAM2', 'PILRB', 'POLR2F', 'PON3', 'RETN', 'S100A16', 'TFPI2']",20
Fold 10,"['CCL20', 'CD1C', 'CRTAC1', 'CTSF', 'DPEP2', 'FCRLB', 'FOSB', 'GNLY', 'IL5RA', 'JUN', 'MDGA1', 'MZB1', 'PON3']",13
Fold 11,"['CD1C', 'CRTAC1', 'FCRLB', 'MZB1']",4
Fold 12,"['CA6', 'CD1C', 'FCRLB', 'LEP', 'LTBP3', 'MZB1', 'PILRB', 'PON3', 'PRSS8', 'TNC']",10
Fold 13,"['CCL20', 'CD1C', 'CRTAC1', 'HLA-DRA', 'LEP', 'MZB1', 'RETN', 'TMPRSS5']",8
Fold 14,"['CCL20', 'CD1C', 'CTSH', 'CXCL8', 'DSG4', 'FCRLB', 'LGALS1', 'MDGA1', 'MZB1', 'SIGLEC7']",10
Fold 15,"['CD1C', 'CRTAC1', 'PON3']",3
Fold 16,"['CD1C', 'FCRLB', 'PRSS8']",3
Fold 17,"['CCL20', 'CD1C', 'CPA2', 'CTSH', 'DPEP2', 'DSG4', 'FCRLB', 'IL32', 'IL5RA', 'LTBP3', 'MDGA1', 'MZB1', 'NOMO1', 'PON3', 'SDC1']",15
Fold 18,"['CD1C', 'FCRLB', 'MDGA1', 'MZB1', 'PON3']",5
Fold 19,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'FCRLB', 'IL2RA', 'JUN', 'LGALS1', 'LTBP3', 'MZB1', 'POLR2F', 'RETN']",12
Fold 20,"['CD1C', 'CRTAC1', 'MZB1']",3
Fold 21,"['CCL20', 'CD1C', 'CRTAC1', 'FCRLB', 'LGALS1']",5
Fold 22,"['CCL20', 'CD1C', 'JUN', 'MZB1', 'TNFRSF8']",5
Fold 23,"['CD1C', 'DPEP2', 'IL5RA', 'MDGA1', 'MZB1', 'PON3']",6
Fold 24,"['CAPG', 'CD1C', 'CTSH', 'DSG4', 'FCRLB', 'IL32', 'MDGA1', 'MZB1', 'POLR2F', 'PON3', 'TNC']",11
Fold 25,"['CD1C', 'CRTAC1', 'FCRLB', 'MZB1']",4
Fold 26,"['CD1C', 'DSG4', 'LILRB1', 'MZB1', 'PON3', 'RETN']",6
Fold 27,"['CCL20', 'CD1C', 'CXCL13', 'FCRLB', 'MZB1', 'TNFRSF8']",6
Fold 28,"['CCL15', 'CCL7', 'CD1C', 'CRTAC1', 'CTSH', 'FCRLB', 'GNLY', 'HLA-DRA', 'LGALS1', 'LGALS9', 'LTBP3', 'MDGA1', 'MZB1', 'NCAM2', 'SDC1']",15
Fold 29,"['CCL20', 'FCAR', 'FCRLB', 'IL5RA', 'MZB1', 'PRSS8']",6
Fold 30,"['CD1C', 'FCRLB', 'PON3']",3
Fold 31,"['CD1C', 'CTSH', 'MDGA1', 'MZB1', 'POLR2F', 'TNFRSF8']",6
Fold 32,"['CCL20', 'CD1C', 'CRTAC1', 'FCRLB', 'MZB1', 'PRSS8']",6
Fold 33,"['CD1C', 'CXCL8', 'FCRLB', 'FOSB', 'MDGA1', 'MZB1', 'PON3']",7
Fold 34,"['CD1C', 'CRTAC1', 'MZB1']",3
Fold 35,"['CD1C', 'FCRLB']",2
Fold 36,"['CCL15', 'CCL20', 'CD1C', 'CNTN1', 'CPA2', 'CRTAC1', 'CTSH', 'FBP1', 'FCRLB', 'IL5RA', 'LTBP3', 'MZB1']",12
Fold 37,"['BAIAP2', 'CCL20', 'CD1C', 'CNTN5', 'CXCL8', 'DSG4', 'FCAR', 'FCRLB', 'IL5RA', 'LEP', 'LGALS1', 'LTBP3', 'MZB1', 'PILRB', 'PLAUR', 'PON3', 'PRSS8', 'RETN', 'TIMP1', 'TNFRSF8']",20
Fold 38,"['CD1C', 'CRTAC1', 'DPEP2', 'FCRLB', 'FOSB', 'GZMA', 'HLA-DRA', 'MDGA1', 'MZB1', 'NCAM2', 'PON3', 'SSB', 'TNFRSF8']",13
Fold 39,"['CD1C', 'GNLY', 'MZB1']",3
Fold 40,"['CCL20', 'CD1C', 'CRTAC1', 'CTSH', 'CXCL8', 'DPEP2', 'DSG4', 'FCRLB', 'GNLY', 'IL5RA', 'LGALS1', 'MZB1', 'PON3', 'RETN', 'TFF1']",15
Fold 41,"['CD1C', 'DPEP2', 'FCRLB', 'IL5RA', 'MZB1', 'PON3']",6
Fold 42,"['CD1C', 'CRTAC1', 'FCRLB', 'JUN', 'MDGA1', 'MZB1', 'NCAM2', 'PON3', 'RETN']",9
Fold 43,"['CD1C', 'CES2', 'CRTAC1', 'DPEP2', 'FCRLB', 'MDGA1', 'MZB1']",7
Fold 44,"['CCL20', 'CD1C', 'FCRLB', 'LTBP3']",4
Fold 45,"['CD1C', 'FCRLB', 'LTBP3', 'MZB1', 'PON3']",5
Fold 46,"['CD1C', 'MZB1', 'PON3']",3
Fold 47,"['CD1C', 'FCRLB']",2
Fold 48,"['CD1C', 'CTSH', 'DSG4', 'FCAR', 'FCRLB', 'MDGA1', 'MZB1', 'PON3', 'SIGLEC9', 'TNFRSF8']",10
Fold 49,"['CD1C', 'CXCL8', 'DPEP2', 'FCRLB', 'FOSB', 'IL5RA', 'MDGA1', 'MSLN', 'MZB1', 'NCAM2', 'POLR2F', 'RETN']",12
Fold 50,"['CD1C', 'MDGA1', 'MZB1', 'PON3', 'TMPRSS5']",5
Fold 51,"['CD1C', 'FCRLB']",2
Fold 52,"['CCL15', 'CD1C', 'CRTAC1', 'CTSH', 'DPEP2', 'FCRLB', 'MZB1', 'RETN']",8
Fold 53,"['CD1C', 'FCRLB', 'IL5RA', 'MZB1', 'PON3']",5
Fold 54,"['CD1C', 'FCRLB', 'MZB1']",3
Fold 55,"['CCL20', 'CD1C', 'DSG4', 'IL5RA', 'LGALS1', 'MDGA1', 'MZB1']",7
Fold 56,"['CCL20', 'CD1C', 'FCRLB']",3
Fold 57,"['CA6', 'CD1C', 'CPA2', 'CRTAC1', 'CTSH', 'FCRLB', 'IL5RA', 'MZB1', 'PON3', 'PRSS8', 'SDC1', 'TNC', 'TNFRSF8']",13
Fold 58,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'FCRLB', 'JUN', 'MZB1', 'PON3', 'RETN', 'TMPRSS5', 'TNFRSF8']",11
Fold 59,"['CD1C', 'LTBP3', 'MZB1', 'PON3', 'PRSS8']",5
Fold 60,"['CD1C', 'CRTAC1', 'CTSH', 'FOSB', 'LEP', 'MDGA1', 'MZB1', 'NCAM2', 'PCSK9', 'PON3', 'PRSS8', 'TNFRSF8']",12
Fold 61,"['CD1C', 'DPEP2', 'FCRLB', 'MZB1', 'PON3']",5
Fold 62,"['CCL20', 'CD1C', 'CPA2', 'CRTAC1', 'DPEP2', 'FCRLB', 'JUN', 'MZB1', 'RETN']",9
Fold 63,"['CCL20', 'CD1C', 'CXCL8', 'DSG4', 'FCRLB', 'IL5RA', 'LGALS1', 'MZB1', 'PON3', 'RETN', 'TFF1']",11
Fold 64,"['CCL15', 'CCL20', 'CD1C', 'FCRLB', 'IL5RA', 'MDGA1', 'MZB1']",7
Fold 65,"['CAPG', 'CD1C', 'CTSH', 'DPEP2', 'FCRLB', 'FOSB']",6
Fold 66,"['CD1C', 'LEP', 'MZB1', 'PRSS8']",4
Fold 67,"['CCL20', 'CD1C', 'CRTAC1', 'FCRLB', 'MZB1']",5
Fold 68,"['CD1C', 'CNTN5', 'DSG4', 'FCRLB', 'IL5RA', 'MZB1', 'PON3', 'RETN']",8
Fold 69,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'JUN', 'LTBP3', 'MZB1', 'POLR2F', 'PON3', 'RETN']",10
Fold 70,"['CD1C', 'DSG4', 'FCRLB', 'MZB1', 'PON3']",5
Fold 71,"['CD1C', 'FCRLB', 'MZB1']",3
Fold 72,"['CCL20', 'CD1C', 'CRTAC1', 'GNLY', 'IL5RA', 'LGALS1', 'LTBP3', 'MZB1', 'PON3', 'PRSS8', 'TNFRSF8']",11
Fold 73,"['CCL20', 'CD1C', 'CRTAC1', 'MUC13', 'MZB1']",5
Fold 74,"['CRTAC1', 'DPEP2', 'HLA-DRA', 'NCAM2', 'PON3']",5
Fold 75,"['CD1C', 'FCRLB', 'PON3']",3
Fold 76,"['BAIAP2', 'CALB2', 'CCL20', 'CD1C', 'CES2', 'CRTAC1', 'DSG4', 'FABP4', 'FBP1', 'FCAR', 'FCRLB', 'FOSB', 'IL5RA', 'JUN', 'LEP', 'LGALS1', 'LILRA5', 'LTBP3', 'LY96', 'MDGA1', 'MUC13', 'MZB1', 'PDGFC', 'PON3', 'PRSS8', 'SIGLEC9', 'TMPRSS5', 'TNFRSF8']",28
Fold 77,"['CCL20', 'CD1C', 'CRTAC1', 'FCRLB', 'MZB1', 'NOMO1', 'TFPI2']",7
Fold 78,"['CCL15', 'CD1C', 'CRTAC1', 'CTSH', 'CTSV', 'FBP1', 'FCRLB', 'HPGDS', 'MDGA1', 'MZB1', 'SDC1']",11
Fold 79,"['CD1C', 'DPEP2', 'FCRLB', 'MDGA1', 'MZB1', 'PON3']",6
Fold 80,"['CCL20', 'CD1C', 'CES2', 'DLL1', 'DSG4', 'FCRLB', 'FOSB', 'IL5RA', 'LTBP3', 'MDGA1', 'MZB1', 'NOMO1', 'PDGFRA', 'PON3', 'PRSS8']",15
Fold 81,"['CD1C', 'FCRLB', 'MZB1']",3
Fold 82,"['CA6', 'CCL20', 'CD1C', 'COPE', 'CPA2', 'CRTAC1', 'CXCL8', 'FOSB', 'IL5RA', 'LGALS1', 'LTBP3', 'MDGA1', 'MZB1', 'NOMO1', 'PON3', 'PRSS8', 'TNFRSF8']",17
Fold 83,"['CCL20', 'CD1C', 'FCRLB', 'MZB1', 'PON3']",5
Fold 84,"['CAPG', 'CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'FBP1', 'FCRLB', 'HLA-DRA', 'IL16', 'JUN', 'LEP', 'MZB1']",12
Fold 85,"['CD1C', 'DPEP2', 'FCRLB', 'GNLY', 'MDGA1', 'MZB1', 'PON3', 'TMPRSS5']",8
Fold 86,"['FCRLB', 'MZB1']",2
Fold 87,"['CD1C', 'JUN', 'LTBP3', 'MZB1', 'PON3', 'RETN']",6
Fold 88,"['CCL20', 'CCL7', 'CD1C', 'CRTAC1', 'CXCL8', 'DPEP2', 'FCRLB', 'LGALS1', 'MZB1', 'PON3', 'TFPI2']",11
Fold 89,"['CCL15', 'CCL20', 'CD1C', 'CRTAC1', 'CTSH', 'FCRLB', 'GNLY', 'HPGDS', 'IL5RA', 'LGALS1', 'MDGA1', 'MZB1', 'PILRB', 'PON3', 'PRSS8', 'TNFRSF8']",16
Fold 90,"['CD1C', 'DPEP2', 'FOSB', 'LGALS1', 'MDGA1', 'MZB1', 'PON3']",7
Fold 91,"['CCL20', 'CD1C', 'DSG4', 'FCAR', 'FCRLB', 'FOSB', 'IL5RA', 'JUN', 'KLRD1', 'LEP', 'LTBP3', 'MZB1', 'NCAM2', 'POLR2F', 'PON3', 'PRSS8', 'RETN']",17
Fold 92,"['CCL15', 'CD1C', 'CRTAC1', 'DPEP2', 'FCRLB', 'IL2RA', 'LGALS1', 'MDGA1', 'MSLN', 'MZB1', 'PILRB', 'TNFRSF8']",12
Fold 93,"['CD1C', 'CRTAC1', 'FCRLB', 'HLA-DRA', 'LGALS1', 'LTBP3', 'MZB1', 'NOMO1', 'PON3']",9
