,Fold selected features,Fold nb of features
Fold 0,['GDF15'],1
Fold 1,"['MZB1', 'PLAUR']",2
Fold 2,"['GNLY', 'MZB1', 'PLAUR', 'TNFRSF13B']",4
Fold 3,['PLAUR'],1
Fold 4,"['CASP1', 'MZB1', 'TFPI2']",3
Fold 5,"['GNLY', 'NOMO1']",2
Fold 6,"['GNLY', 'MZB1']",2
Fold 7,"['CASP1', 'MZB1', 'PLAUR']",3
Fold 8,"['CTSH', 'MZB1', 'PLAUR']",3
Fold 9,"['IL2RA', 'MZB1', 'PLAUR']",3
Fold 10,"['GNLY', 'PLAUR']",2
Fold 11,"['MZB1', 'PLAUR']",2
Fold 12,"['CCL7', 'CD74', 'MZB1', 'PLAUR']",4
Fold 13,"['MZB1', 'PLAUR']",2
Fold 14,['MZB1'],1
Fold 15,"['ANGPTL2', 'GNLY', 'MZB1', 'PLAUR']",4
Fold 16,[],0
Fold 17,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 18,"['DLL1', 'MZB1']",2
Fold 19,"['GPKOW', 'JUN', 'PLAUR']",3
Fold 20,[],0
Fold 21,['MZB1'],1
Fold 22,"['IL2RA', 'JUN', 'MZB1', 'PLAUR']",4
Fold 23,"['GNLY', 'MZB1']",2
Fold 24,"['CEP164', 'PLAUR']",2
Fold 25,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 26,"['LGALS9', 'PLAUR']",2
Fold 27,"['CCL7', 'CTSS', 'CXCL13', 'MZB1', 'PLAUR']",5
Fold 28,['CCL7'],1
Fold 29,"['GNLY', 'MZB1']",2
Fold 30,"['GNLY', 'MZB1']",2
Fold 31,"['JUN', 'PLAUR']",2
Fold 32,[],0
Fold 33,"['MZB1', 'PLAUR']",2
Fold 34,"['MZB1', 'PLAUR']",2
Fold 35,"['GNLY', 'IL2RA']",2
Fold 36,"['MZB1', 'PLAUR']",2
Fold 37,['PLAUR'],1
Fold 38,"['MZB1', 'PLAUR']",2
Fold 39,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 40,['PLAUR'],1
Fold 41,"['MZB1', 'PLAUR']",2
Fold 42,"['GPKOW', 'JUN', 'MZB1', 'PLAUR', 'TFPI2']",5
Fold 43,[],0
Fold 44,"['IL2RA', 'MZB1']",2
Fold 45,"['CCL7', 'MZB1', 'TFPI2']",3
Fold 46,"['JUN', 'PLAUR']",2
Fold 47,['MZB1'],1
Fold 48,['PLAUR'],1
Fold 49,"['DLL1', 'GNLY', 'MZB1']",3
Fold 50,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 51,['PLAUR'],1
Fold 52,"['MZB1', 'PLAUR']",2
Fold 53,['PLAUR'],1
Fold 54,"['GNLY', 'MZB1']",2
Fold 55,"['MZB1', 'PLAUR']",2
Fold 56,"['GNLY', 'JUN']",2
Fold 57,"['CDCP1', 'MZB1']",2
Fold 58,"['MZB1', 'PLAUR']",2
Fold 59,"['GNLY', 'PLAUR']",2
Fold 60,"['MZB1', 'PLAUR']",2
Fold 61,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 62,"['JUN', 'MZB1']",2
Fold 63,['PLAUR'],1
Fold 64,"['CDCP1', 'GNLY', 'MZB1']",3
Fold 65,"['CAPG', 'PLAUR']",2
Fold 66,['MZB1'],1
Fold 67,"['CCL7', 'MZB1', 'TFPI2']",3
Fold 68,['PLAUR'],1
Fold 69,"['MZB1', 'PLAUR']",2
Fold 70,"['GNLY', 'IL2RA', 'PLAUR']",3
Fold 71,"['CAPG', 'PLAUR']",2
Fold 72,"['GNLY', 'MZB1']",2
Fold 73,"['APBB1IP', 'JUN', 'MZB1']",3
Fold 74,"['DLL1', 'MZB1', 'PLAUR']",3
Fold 75,['PLAUR'],1
Fold 76,['PLAUR'],1
Fold 77,"['MZB1', 'TFPI2']",2
Fold 78,"['MZB1', 'PLAUR']",2
Fold 79,"['MZB1', 'PLAUR']",2
Fold 80,"['DLL1', 'GNLY', 'MZB1', 'TFPI2']",4
Fold 81,"['MZB1', 'PLAUR']",2
Fold 82,"['MZB1', 'PLAUR']",2
Fold 83,"['GNLY', 'PLAUR']",2
Fold 84,"['JUN', 'MZB1', 'PLAUR', 'ULBP2']",4
Fold 85,"['GNLY', 'MZB1', 'PLAUR']",3
Fold 86,['MZB1'],1
Fold 87,"['CCL7', 'JUN', 'MZB1', 'PLAUR']",4
Fold 88,"['CCL7', 'GNLY', 'MZB1']",3
Fold 89,['MZB1'],1
Fold 90,"['GNLY', 'MZB1']",2
Fold 91,"['MZB1', 'PLAUR']",2
Fold 92,"['IL2RA', 'MZB1', 'PLAUR']",3
Fold 93,"['CCL7', 'CDCP1']",2
Fold 94,"['MZB1', 'PLAUR']",2
Fold 95,"['GNLY', 'MZB1', 'TFPI2']",3
Fold 96,"['CASP1', 'GNLY', 'PLAUR']",3
Fold 97,['PLAUR'],1
Fold 98,"['CCL7', 'PLAUR', 'TFPI2']",3
Fold 99,['MZB1'],1
