,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.357,0.269,0.157,0.068,0.012,0.003,0.0,0.0,0.0,0.0
artificial.2,0.242,0.185,0.09,0.035,0.014,0.0,0.0,0.0,0.0,0.0
artificial.3,0.472,0.38,0.24,0.1,0.021,0.01,0.0,0.0,0.0,0.0
artificial.4,0.344,0.253,0.153,0.055,0.002,0.0,0.0,0.0,0.0,0.0
artificial.5,0.407,0.32,0.207,0.092,0.017,0.0,0.0,0.0,0.0,0.0
artificial.6,0.374,0.311,0.207,0.082,0.009,0.001,0.0,0.0,0.0,0.0
artificial.7,0.235,0.144,0.064,0.012,0.001,0.0,0.0,0.0,0.0,0.0
artificial.8,0.336,0.281,0.204,0.105,0.035,0.007,0.0,0.0,0.0,0.0
artificial.9,0.246,0.165,0.088,0.029,0.008,0.0,0.0,0.0,0.0,0.0
artificial.10,0.189,0.139,0.089,0.026,0.005,0.0,0.0,0.0,0.0,0.0
artificial.11,0.22,0.141,0.089,0.048,0.003,0.0,0.0,0.0,0.0,0.0
artificial.12,0.44,0.364,0.264,0.115,0.024,0.001,0.0,0.0,0.0,0.0
artificial.13,0.387,0.321,0.192,0.062,0.007,0.0,0.0,0.0,0.0,0.0
artificial.14,0.289,0.236,0.152,0.053,0.009,0.0,0.0,0.0,0.0,0.0
artificial.15,0.498,0.388,0.219,0.066,0.008,0.0,0.0,0.0,0.0,0.0
artificial.16,0.326,0.251,0.18,0.072,0.01,0.0,0.0,0.0,0.0,0.0
artificial.17,0.293,0.238,0.142,0.06,0.004,0.0,0.0,0.0,0.0,0.0
artificial.18,0.235,0.163,0.101,0.027,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.422,0.35,0.232,0.101,0.017,0.0,0.0,0.0,0.0,0.0
artificial.20,0.119,0.064,0.022,0.006,0.001,0.0,0.0,0.0,0.0,0.0
