,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.21,0.29,0.205,0.115,0.037,0.001,0.0,0.0,0.0,0.0,0.0
artificial.22,0.19,0.128,0.078,0.028,0.005,0.0,0.0,0.0,0.0,0.0
artificial.23,0.643,0.612,0.552,0.399,0.182,0.071,0.0,0.0,0.0,0.0
artificial.24,0.241,0.165,0.113,0.045,0.005,0.0,0.0,0.0,0.0,0.0
artificial.25,0.374,0.297,0.184,0.056,0.009,0.001,0.0,0.0,0.0,0.0
artificial.26,0.199,0.143,0.1,0.045,0.01,0.0,0.0,0.0,0.0,0.0
artificial.27,0.65,0.605,0.522,0.318,0.087,0.016,0.0,0.0,0.0,0.0
artificial.28,0.425,0.333,0.191,0.067,0.01,0.0,0.0,0.0,0.0,0.0
artificial.29,0.277,0.224,0.146,0.059,0.011,0.0,0.0,0.0,0.0,0.0
artificial.30,0.201,0.143,0.078,0.028,0.004,0.0,0.0,0.0,0.0,0.0
artificial.31,0.261,0.199,0.132,0.058,0.008,0.0,0.0,0.0,0.0,0.0
artificial.32,0.299,0.217,0.135,0.049,0.006,0.0,0.0,0.0,0.0,0.0
artificial.33,0.271,0.2,0.114,0.055,0.012,0.0,0.0,0.0,0.0,0.0
artificial.34,0.189,0.117,0.067,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.35,0.245,0.16,0.068,0.013,0.002,0.0,0.0,0.0,0.0,0.0
artificial.36,0.206,0.146,0.094,0.057,0.014,0.0,0.0,0.0,0.0,0.0
artificial.37,0.329,0.266,0.152,0.064,0.01,0.001,0.0,0.0,0.0,0.0
artificial.38,0.46,0.388,0.3,0.159,0.02,0.0,0.0,0.0,0.0,0.0
artificial.39,0.286,0.226,0.143,0.061,0.007,0.0,0.0,0.0,0.0,0.0
artificial.40,0.286,0.189,0.086,0.026,0.002,0.0,0.0,0.0,0.0,0.0
artificial.41,0.276,0.223,0.131,0.05,0.009,0.0,0.0,0.0,0.0,0.0
artificial.42,0.222,0.139,0.07,0.027,0.002,0.0,0.0,0.0,0.0,0.0
artificial.43,0.246,0.192,0.132,0.074,0.018,0.0,0.0,0.0,0.0,0.0
artificial.44,0.369,0.323,0.288,0.211,0.09,0.001,0.0,0.0,0.0,0.0
artificial.45,0.446,0.389,0.275,0.129,0.03,0.0,0.0,0.0,0.0,0.0
artificial.46,0.62,0.539,0.427,0.256,0.072,0.003,0.0,0.0,0.0,0.0
artificial.47,0.378,0.343,0.271,0.162,0.058,0.013,0.0,0.0,0.0,0.0
artificial.48,0.185,0.131,0.083,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.49,0.221,0.129,0.048,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.50,0.203,0.151,0.09,0.041,0.006,0.0,0.0,0.0,0.0,0.0
artificial.51,0.162,0.131,0.112,0.087,0.047,0.0,0.0,0.0,0.0,0.0
artificial.52,0.261,0.203,0.132,0.063,0.015,0.0,0.0,0.0,0.0,0.0
artificial.53,0.24,0.156,0.079,0.023,0.002,0.0,0.0,0.0,0.0,0.0
artificial.54,0.119,0.062,0.02,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.374,0.342,0.317,0.231,0.108,0.001,0.0,0.0,0.0,0.0
artificial.56,0.3,0.226,0.136,0.058,0.012,0.004,0.0,0.0,0.0,0.0
artificial.57,0.163,0.113,0.067,0.025,0.002,0.0,0.0,0.0,0.0,0.0
artificial.58,0.481,0.355,0.188,0.064,0.007,0.0,0.0,0.0,0.0,0.0
artificial.59,0.351,0.313,0.243,0.139,0.021,0.0,0.0,0.0,0.0,0.0
artificial.60,0.174,0.12,0.067,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.61,0.209,0.129,0.072,0.023,0.004,0.0,0.0,0.0,0.0,0.0
artificial.62,0.343,0.313,0.269,0.189,0.039,0.0,0.0,0.0,0.0,0.0
artificial.63,0.258,0.178,0.095,0.032,0.007,0.0,0.0,0.0,0.0,0.0
artificial.64,0.273,0.186,0.101,0.037,0.004,0.0,0.0,0.0,0.0,0.0
artificial.65,0.201,0.128,0.046,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.474,0.421,0.373,0.26,0.097,0.002,0.0,0.0,0.0,0.0
artificial.67,0.431,0.363,0.233,0.108,0.021,0.004,0.0,0.0,0.0,0.0
artificial.68,0.488,0.427,0.298,0.143,0.024,0.0,0.0,0.0,0.0,0.0
artificial.69,0.649,0.61,0.494,0.325,0.104,0.032,0.0,0.0,0.0,0.0
artificial.70,0.26,0.189,0.132,0.084,0.014,0.0,0.0,0.0,0.0,0.0
artificial.71,0.336,0.291,0.262,0.169,0.052,0.0,0.0,0.0,0.0,0.0
artificial.72,0.579,0.442,0.265,0.09,0.009,0.0,0.0,0.0,0.0,0.0
artificial.73,0.212,0.135,0.077,0.038,0.014,0.002,0.0,0.0,0.0,0.0
artificial.74,0.296,0.226,0.153,0.051,0.006,0.0,0.0,0.0,0.0,0.0
artificial.75,0.216,0.152,0.079,0.027,0.002,0.0,0.0,0.0,0.0,0.0
artificial.76,0.341,0.264,0.18,0.084,0.012,0.0,0.0,0.0,0.0,0.0
artificial.77,0.179,0.094,0.036,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.78,0.204,0.113,0.037,0.013,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.292,0.174,0.079,0.019,0.002,0.0,0.0,0.0,0.0,0.0
artificial.80,0.718,0.679,0.573,0.386,0.109,0.001,0.0,0.0,0.0,0.0
artificial.81,0.374,0.315,0.245,0.111,0.017,0.004,0.0,0.0,0.0,0.0
artificial.82,0.222,0.151,0.108,0.044,0.01,0.0,0.0,0.0,0.0,0.0
artificial.83,0.276,0.2,0.094,0.028,0.002,0.0,0.0,0.0,0.0,0.0
artificial.84,0.187,0.121,0.068,0.025,0.004,0.0,0.0,0.0,0.0,0.0
artificial.85,0.623,0.637,0.604,0.484,0.28,0.115,0.001,0.0,0.0,0.0
artificial.86,0.17,0.12,0.064,0.047,0.025,0.005,0.0,0.0,0.0,0.0
artificial.87,0.294,0.219,0.13,0.068,0.021,0.007,0.0,0.0,0.0,0.0
artificial.88,0.504,0.375,0.251,0.104,0.013,0.0,0.0,0.0,0.0,0.0
artificial.89,0.205,0.127,0.057,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.90,0.538,0.505,0.424,0.234,0.044,0.0,0.0,0.0,0.0,0.0
artificial.91,0.177,0.123,0.058,0.012,0.001,0.0,0.0,0.0,0.0,0.0
artificial.92,0.335,0.224,0.117,0.039,0.005,0.0,0.0,0.0,0.0,0.0
artificial.93,0.701,0.605,0.46,0.233,0.05,0.007,0.0,0.0,0.0,0.0
artificial.94,0.208,0.126,0.057,0.03,0.009,0.0,0.0,0.0,0.0,0.0
artificial.95,0.231,0.169,0.078,0.028,0.003,0.0,0.0,0.0,0.0,0.0
artificial.96,0.18,0.115,0.057,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.97,0.318,0.278,0.222,0.159,0.047,0.0,0.0,0.0,0.0,0.0
artificial.98,0.392,0.328,0.254,0.168,0.077,0.021,0.0,0.0,0.0,0.0
artificial.99,0.514,0.469,0.414,0.299,0.119,0.038,0.0,0.0,0.0,0.0
artificial.100,0.282,0.208,0.123,0.053,0.017,0.003,0.0,0.0,0.0,0.0
artificial.101,0.178,0.111,0.046,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.182,0.105,0.044,0.022,0.003,0.0,0.0,0.0,0.0,0.0
artificial.103,0.342,0.263,0.147,0.043,0.007,0.0,0.0,0.0,0.0,0.0
artificial.104,0.17,0.1,0.051,0.016,0.002,0.0,0.0,0.0,0.0,0.0
artificial.105,0.351,0.257,0.154,0.055,0.007,0.0,0.0,0.0,0.0,0.0
artificial.106,0.459,0.379,0.285,0.131,0.017,0.0,0.0,0.0,0.0,0.0
artificial.107,0.454,0.435,0.382,0.255,0.064,0.0,0.0,0.0,0.0,0.0
