,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.11,0.255,0.116,0.045,0.15,0.059,0.016,0.097,0.029,0.007,0.063,0.012,0.003,0.022,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.448,0.302,0.164,0.393,0.228,0.105,0.255,0.097,0.016,0.078,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.203,0.085,0.03,0.114,0.028,0.005,0.059,0.017,0.002,0.042,0.005,0.001,0.013,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.422,0.244,0.122,0.222,0.088,0.025,0.101,0.031,0.004,0.044,0.014,0.002,0.021,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.147,0.043,0.009,0.078,0.02,0.003,0.049,0.011,0.001,0.039,0.007,0.001,0.017,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.058,0.012,0.001,0.031,0.003,0.0,0.015,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.431,0.201,0.052,0.347,0.129,0.028,0.214,0.064,0.011,0.097,0.018,0.001,0.024,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.339,0.215,0.133,0.237,0.125,0.073,0.137,0.069,0.028,0.072,0.026,0.004,0.029,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.749,0.586,0.364,0.756,0.574,0.365,0.737,0.515,0.31,0.648,0.401,0.178,0.453,0.149,0.017,0.137,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.26,0.115,0.026,0.163,0.053,0.003,0.085,0.01,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.248,0.091,0.038,0.114,0.036,0.008,0.048,0.004,0.003,0.008,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.228,0.117,0.045,0.153,0.049,0.019,0.057,0.014,0.002,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.091,0.034,0.008,0.063,0.015,0.001,0.037,0.005,0.0,0.017,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.673,0.526,0.334,0.535,0.308,0.15,0.311,0.112,0.041,0.117,0.028,0.004,0.024,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.353,0.1,0.013,0.134,0.018,0.0,0.032,0.002,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.158,0.081,0.024,0.125,0.044,0.012,0.064,0.016,0.002,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.693,0.544,0.363,0.671,0.498,0.314,0.643,0.451,0.258,0.569,0.34,0.159,0.399,0.128,0.025,0.112,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.176,0.064,0.013,0.096,0.027,0.003,0.083,0.026,0.004,0.077,0.018,0.0,0.034,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.707,0.481,0.257,0.614,0.375,0.178,0.497,0.272,0.102,0.375,0.176,0.035,0.226,0.033,0.002,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.195,0.067,0.008,0.133,0.031,0.003,0.07,0.008,0.0,0.023,0.002,0.0,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.556,0.303,0.094,0.519,0.269,0.079,0.46,0.237,0.064,0.383,0.175,0.045,0.246,0.051,0.007,0.047,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.626,0.419,0.215,0.438,0.231,0.084,0.212,0.065,0.007,0.053,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.279,0.128,0.042,0.169,0.056,0.013,0.08,0.014,0.002,0.021,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.097,0.016,0.0,0.061,0.01,0.0,0.038,0.001,0.0,0.025,0.0,0.0,0.013,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.079,0.037,0.006,0.057,0.018,0.001,0.028,0.002,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.448,0.279,0.115,0.474,0.307,0.14,0.498,0.321,0.156,0.47,0.26,0.115,0.343,0.12,0.017,0.113,0.006,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.718,0.52,0.304,0.72,0.537,0.311,0.728,0.532,0.3,0.682,0.442,0.202,0.527,0.193,0.03,0.181,0.008,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.368,0.18,0.057,0.281,0.113,0.033,0.205,0.085,0.018,0.155,0.045,0.007,0.08,0.007,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.14,0.046,0.011,0.072,0.015,0.001,0.043,0.007,0.001,0.029,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.306,0.155,0.058,0.217,0.09,0.025,0.132,0.042,0.005,0.055,0.006,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.429,0.238,0.081,0.32,0.153,0.041,0.211,0.072,0.015,0.082,0.012,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.386,0.265,0.176,0.334,0.228,0.141,0.296,0.194,0.093,0.271,0.145,0.039,0.213,0.032,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.212,0.081,0.024,0.149,0.041,0.013,0.109,0.033,0.01,0.085,0.023,0.001,0.044,0.006,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.371,0.207,0.071,0.297,0.142,0.042,0.219,0.079,0.022,0.139,0.04,0.004,0.066,0.008,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.237,0.09,0.023,0.105,0.032,0.004,0.06,0.016,0.002,0.049,0.012,0.002,0.023,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.245,0.132,0.048,0.199,0.095,0.024,0.155,0.057,0.014,0.087,0.025,0.003,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.374,0.234,0.109,0.343,0.218,0.09,0.319,0.174,0.051,0.239,0.074,0.01,0.093,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.189,0.098,0.031,0.192,0.108,0.033,0.227,0.117,0.048,0.253,0.111,0.044,0.214,0.065,0.01,0.074,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.084,0.024,0.002,0.062,0.018,0.001,0.043,0.005,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.795,0.598,0.358,0.671,0.439,0.213,0.499,0.263,0.106,0.336,0.15,0.041,0.174,0.035,0.003,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.24,0.111,0.041,0.173,0.081,0.021,0.144,0.052,0.017,0.119,0.044,0.009,0.07,0.011,0.001,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.38,0.215,0.085,0.403,0.241,0.091,0.411,0.242,0.087,0.396,0.22,0.062,0.307,0.105,0.011,0.111,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.115,0.043,0.005,0.09,0.013,0.002,0.03,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.063,0.01,0.0,0.03,0.003,0.0,0.017,0.002,0.0,0.015,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.298,0.164,0.058,0.255,0.109,0.032,0.163,0.047,0.006,0.049,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.098,0.035,0.008,0.061,0.01,0.001,0.023,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.419,0.242,0.117,0.217,0.077,0.02,0.053,0.007,0.001,0.014,0.003,0.001,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.304,0.137,0.045,0.221,0.089,0.017,0.121,0.026,0.004,0.038,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.454,0.301,0.138,0.356,0.182,0.062,0.181,0.047,0.011,0.043,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.121,0.058,0.019,0.088,0.037,0.01,0.07,0.016,0.0,0.029,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.316,0.188,0.103,0.212,0.103,0.041,0.11,0.033,0.008,0.029,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.422,0.245,0.11,0.351,0.191,0.07,0.279,0.134,0.051,0.218,0.083,0.02,0.12,0.027,0.002,0.035,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.06,0.007,0.0,0.022,0.004,0.0,0.015,0.001,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.13,0.049,0.014,0.081,0.027,0.009,0.049,0.012,0.002,0.014,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.699,0.574,0.424,0.566,0.396,0.211,0.368,0.139,0.035,0.112,0.011,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.199,0.091,0.026,0.104,0.038,0.01,0.047,0.017,0.001,0.028,0.007,0.0,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.193,0.086,0.025,0.144,0.069,0.018,0.115,0.043,0.009,0.056,0.009,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.813,0.652,0.444,0.79,0.63,0.408,0.755,0.566,0.357,0.684,0.44,0.227,0.485,0.186,0.035,0.171,0.01,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.055,0.018,0.003,0.049,0.018,0.002,0.039,0.009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.641,0.507,0.361,0.569,0.41,0.261,0.446,0.247,0.095,0.242,0.066,0.003,0.06,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.85,0.731,0.572,0.823,0.683,0.507,0.725,0.536,0.343,0.543,0.278,0.097,0.251,0.05,0.002,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.571,0.415,0.252,0.439,0.262,0.12,0.267,0.104,0.033,0.102,0.021,0.003,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.072,0.013,0.002,0.066,0.009,0.002,0.036,0.004,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.314,0.144,0.053,0.134,0.04,0.005,0.064,0.024,0.003,0.053,0.02,0.003,0.04,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.118,0.028,0.003,0.041,0.002,0.0,0.013,0.003,0.0,0.008,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.01,0.002,0.002,0.007,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.147,0.052,0.01,0.098,0.02,0.003,0.035,0.006,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.956,0.887,0.752,0.931,0.825,0.64,0.863,0.705,0.468,0.756,0.498,0.234,0.535,0.17,0.022,0.149,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.362,0.179,0.061,0.285,0.116,0.035,0.18,0.059,0.01,0.09,0.016,0.001,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.059,0.01,0.0,0.029,0.002,0.0,0.009,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.067,0.01,0.0,0.021,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.283,0.092,0.019,0.113,0.023,0.002,0.028,0.004,0.0,0.007,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.36,0.215,0.128,0.263,0.155,0.06,0.196,0.087,0.025,0.11,0.025,0.006,0.029,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.383,0.21,0.108,0.162,0.053,0.012,0.038,0.007,0.0,0.013,0.002,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.542,0.369,0.191,0.55,0.378,0.2,0.553,0.364,0.193,0.517,0.301,0.113,0.374,0.112,0.015,0.108,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.856,0.754,0.621,0.81,0.664,0.517,0.715,0.557,0.358,0.587,0.35,0.156,0.359,0.098,0.008,0.081,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.316,0.163,0.07,0.187,0.084,0.023,0.114,0.033,0.01,0.047,0.014,0.002,0.018,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.14,0.023,0.001,0.08,0.01,0.001,0.039,0.005,0.0,0.024,0.001,0.0,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.183,0.05,0.012,0.121,0.031,0.01,0.077,0.025,0.003,0.057,0.014,0.001,0.04,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.559,0.398,0.24,0.476,0.315,0.176,0.404,0.258,0.154,0.337,0.211,0.1,0.252,0.089,0.013,0.081,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.077,0.017,0.001,0.041,0.006,0.001,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.748,0.565,0.367,0.667,0.475,0.29,0.575,0.378,0.192,0.449,0.219,0.079,0.242,0.055,0.002,0.046,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.252,0.143,0.055,0.176,0.076,0.012,0.088,0.016,0.0,0.018,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.09,0.032,0.002,0.051,0.01,0.001,0.032,0.006,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.843,0.674,0.409,0.734,0.546,0.286,0.576,0.344,0.173,0.359,0.162,0.049,0.159,0.03,0.001,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
