,Fold selected features,Fold #features
Fold_0,"['PRO_IL1B', 'PRO_ALK', 'PRO_LDLR', 'PRO_HSPH1']",4
Fold_1,"['PRO_CD36', 'PRO_B3GNT2', 'unstim_CD4Trm_Frequency', 'PRO_ALK', 'PRO_KIF3A', 'unstim_Tregnaive_Frequency', 'PRO_WWOX', 'PRO_ITGAV|ITGB3', 'PRO_IL1B', 'PRO_BLK', 'PRO_FCGR1A', 'PRO_LDLR', 'PRO_CCL3']",13
Fold_2,['unstim_CD4Trm_Frequency'],1
Fold_3,"['PRO_EHMT2', 'PRO_CD36', 'PRO_SERPINA1', 'PRO_B3GNT2', 'TNF_Th1_149Sm_CREB', 'PRO_HRAS', 'PRO_CNTN3', 'PRO_IRF6', 'PRO_HSPH1', 'PRO_OGG1', 'PRO_PSMB9', 'PRO_NTRK1', 'PRO_STAC', 'PRO_WWOX', 'PRO_IFNL3', 'PRO_ALDOB', 'PRO_ITGAV|ITGB3', 'PRO_CD55', 'PRO_KITLG', 'PRO_FCGR1A', 'PRO_CREBBP', 'PRO_BIRC3', 'PRO_CCL3', 'PRO_CTNNA3', 'PRO_OASL', 'PRO_SAMHD1', 'PRO_PSMB4', 'PRO_PROS1', 'PRO_IL31', 'PRO_PPIB', 'PRO_C1R', 'PRO_KIF3A', 'PRO_OTC', 'PRO_XRCC4', 'PRO_CTCF', 'PRO_IGHM', 'PRO_IL1B', 'PRO_HYOU1', 'PRO_RAP2A', 'PRO_FTCD', 'PRO_ASAH1', 'PRO_TXNDC5']",42
Fold_4,"['PRO_IL1B', 'unstim_CD4Trm_Frequency', 'unstim_CD4Tnaive_Frequency', 'PRO_CCL3']",4
Fold_5,"['unstim_Tregnaive_Frequency', 'PRO_WWOX', 'unstim_Th1naive_149Sm_CREB', 'PRO_IL1B', 'PRO_BLK', 'unstim_CD4Trm_Frequency', 'PRO_LDLR', 'LPS_Granulocytes_159Tb_MAPKAPK2']",8
Fold_6,"['unstim_CD4Tnaive_Frequency', 'PRO_ITGAV|ITGB3', 'PRO_IL1B', 'unstim_CD4Trm_Frequency', 'PRO_LDLR', 'PRO_HSPH1', 'PRO_CCL3']",7
Fold_7,"['PRO_CD36', 'PRO_CD4', 'PRO_CSF2RA', 'PRO_IL1R1', 'unstim_CD4Trm_Frequency', 'PRO_CNTN3', 'PRO_ALK', 'PRO_IRF6', 'PRO_ALDH3A1', 'PRO_HERPUD2', 'PRO_NTRK1', 'PRO_WWOX', 'PRO_TLR5', 'PRO_ALDOB', 'PRO_IL18', 'PRO_ITGAV|ITGB3', 'PRO_PDE4D', 'PRO_LDLR', 'PRO_BIRC3', 'PRO_CCL3', 'PRO_CTNNA3', 'PRO_CSF2', 'PRO_PSMB4', 'PRO_TNFAIP3', 'PRO_IL31', 'PRO_ARL11', 'PRO_MCAM', 'PRO_OTC', 'PRO_CBS', 'PRO_TLR4', 'PRO_IGHM', 'PRO_IL1B', 'PRO_BLK', 'PRO_FTCD', 'PRO_ASAH1', 'PRO_IL12A|EBI3']",36
Fold_8,"['PRO_WWOX', 'PRO_ITGAV|ITGB3', 'PRO_IL1B', 'PRO_HRAS', 'unstim_CD4Trm_Frequency', 'PRO_PPIB', 'PRO_ALK', 'PRO_ASAH1', 'PRO_PSMB9', 'PRO_CCL3', 'PRO_NTRK1']",11
Fold_9,"['PRO_GTF2I', 'PRO_IL1B', 'unstim_CD4Trm_Frequency', 'PRO_ALK', 'PRO_CCL3']",5
Fold_10,"['PRO_RFXAP', 'PRO_CD36', 'PRO_B3GNT2', 'PRO_IL1R1', 'PRO_THSD1', 'PRO_HRAS', 'unstim_CD4Trm_Frequency', 'PRO_CNTN3', 'PRO_LIFR', 'PRO_IRF6', 'PRO_PSMB9', 'PRO_IFNL3', 'PRO_TOPBP1', 'PRO_WWOX', 'PRO_ITGAV|ITGB3', 'PRO_ACP5', 'PRO_CCL3', 'PRO_PSMB4', 'PRO_IL17RA', 'PRO_GTF2I', 'PRO_TLR3', 'PRO_PPIB', 'PRO_ARL11', 'unstim_Tregnaive_Frequency', 'PRO_MTHFD2', 'PRO_IGHM', 'PRO_IL1B', 'PRO_RAP2A', 'PRO_ASAH1']",29
Fold_11,"['unstim_Tregnaive_Frequency', 'unstim_CD4Trm_Frequency', 'PRO_ALK', 'PRO_IL18', 'PRO_CCL3']",5
Fold_12,"['TNF_Th1_149Sm_CREB', 'PRO_IL1B', 'unstim_CD4Trm_Frequency', 'PRO_ALK', 'PRO_LDLR', 'PRO_BIRC3', 'PRO_CCL3']",7
Fold_13,"['PRO_WWOX', 'PRO_IRF6', 'PRO_IL1B', 'PRO_BLK', 'PRO_ALK', 'PRO_ASAH1']",6
Fold_14,"['TNF_Th1_149Sm_CREB', 'unstim_CD4Trm_Frequency', 'PRO_ALK', 'unstim_NK_Frequency', 'unstim_CD4Tnaive_Frequency', 'unstim_CD56dimCD16posNK_Frequency', 'PRO_IL1B', 'PRO_LDLR', 'PRO_CCL3']",9
