,Threshold,min FDP+
Fold n°1,0.06999999999999999,0.6428571428571429
Fold n°2,0.05,0.6666666666666666
Fold n°3,0.060000000000000005,0.5263157894736842
Fold n°4,0.18000000000000002,0.6666666666666666
Fold n°5,0.060000000000000005,0.48
Fold n°6,0.04,0.5
Fold n°7,0.08,0.5333333333333333
Fold n°8,0.06999999999999999,0.45
Fold n°9,0.01,0.7857142857142857
Fold n°10,0.05,0.5263157894736842
Fold n°11,0.12,0.5
Fold n°12,0.15000000000000002,0.6
Fold n°13,0.14,0.75
Fold n°14,0.12,0.25
Fold n°15,0.09999999999999999,0.3333333333333333
Fold n°16,0.05,0.5357142857142857
Fold n°17,0.18000000000000002,0.5
Fold n°18,0.08,0.3888888888888889
Fold n°19,0.23,0.5
Fold n°20,0.03,0.775
Fold n°21,0.11,0.625
Fold n°22,0.16,0.5
Fold n°23,0.060000000000000005,0.34782608695652173
Fold n°24,0.02,0.5970149253731343
Fold n°25,0.09999999999999999,0.09090909090909091
Fold n°26,0.15000000000000002,0.3333333333333333
Fold n°27,0.14,0.14285714285714285
Fold n°28,0.12,0.2
Fold n°29,0.12,0.5
Fold n°30,0.01,0.9782608695652174
Fold n°31,0.08,0.6428571428571429
Fold n°32,0.04,0.9
Fold n°33,0.03,0.9230769230769231
Fold n°34,0.16,0.6666666666666666
Fold n°35,0.22,0.3333333333333333
Fold n°36,0.04,0.6551724137931034
Fold n°37,0.11,0.42857142857142855
Fold n°38,0.16,0.3333333333333333
Fold n°39,0.14,0.4
Fold n°40,0.05,0.72
Fold n°41,0.12,0.5555555555555556
Fold n°42,0.11,0.5
Fold n°43,0.06999999999999999,0.6666666666666666
Fold n°44,0.21000000000000002,0.3333333333333333
Fold n°45,0.13,0.25
Fold n°46,0.03,0.7837837837837838
Fold n°47,0.13,0.14285714285714285
Fold n°48,0.01,0.9595959595959596
Fold n°49,0.11,0.2
Fold n°50,0.09,0.6363636363636364
Fold n°51,0.12,0.42857142857142855
Fold n°52,0.15000000000000002,0.75
Fold n°53,0.04,0.6296296296296297
Fold n°54,0.06999999999999999,0.4375
Fold n°55,0.060000000000000005,0.6818181818181818
Fold n°56,0.15000000000000002,0.2
Fold n°57,0.06999999999999999,0.29411764705882354
Fold n°58,0.01,0.7710843373493976
Fold n°59,0.18000000000000002,0.3333333333333333
Fold n°60,0.14,0.4
Fold n°61,0.13,0.3333333333333333
Fold n°62,0.13,0.5
Fold n°63,0.34,1.0
Fold n°64,0.04,0.6551724137931034
Fold n°65,0.18000000000000002,0.6666666666666666
Fold n°66,0.02,0.7704918032786885
Fold n°67,0.08,0.46153846153846156
Fold n°68,0.18000000000000002,0.25
Fold n°69,0.11,0.7142857142857143
Fold n°70,0.11,0.5
Fold n°71,0.12,0.18181818181818182
Fold n°72,0.12,0.14285714285714285
Fold n°73,0.02,1.0
Fold n°74,0.05,0.5555555555555556
Fold n°75,0.06999999999999999,0.23076923076923078
Fold n°76,0.15000000000000002,0.4
Fold n°77,0.13,0.5
Fold n°78,0.09,0.3333333333333333
Fold n°79,0.01,0.9024390243902439
Fold n°80,0.21000000000000002,0.5
Fold n°81,0.06999999999999999,0.75
Fold n°82,0.01,0.8620689655172413
Fold n°83,0.16,0.2
Fold n°84,0.11,0.5
Fold n°85,0.2,0.6666666666666666
Fold n°86,0.05,0.6296296296296297
Fold n°87,0.15000000000000002,0.4
Fold n°88,0.09999999999999999,0.18181818181818182
Fold n°89,0.01,0.8431372549019608
Fold n°90,0.09,0.8
Fold n°91,0.09999999999999999,0.18181818181818182
Fold n°92,0.03,0.5
Fold n°93,0.12,0.14285714285714285
Fold n°94,0.18000000000000002,0.5
Fold n°95,0.16,0.3333333333333333
Fold n°96,0.16,0.3333333333333333
Fold n°97,0.13,0.5
Fold n°98,0.14,0.3333333333333333
Fold n°99,0.01,0.8777777777777778
Fold n°100,0.03,0.8333333333333334
