,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.26,0.618,0.472,0.348,0.527,0.37,0.257,0.427,0.264,0.141,0.305,0.146,0.058,0.187,0.047,0.006,0.044,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.723,0.577,0.401,0.619,0.429,0.243,0.43,0.202,0.072,0.164,0.035,0.002,0.019,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.355,0.197,0.098,0.261,0.137,0.055,0.16,0.071,0.026,0.094,0.041,0.012,0.067,0.018,0.002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.555,0.419,0.286,0.467,0.327,0.203,0.365,0.221,0.114,0.242,0.112,0.032,0.123,0.016,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.423,0.267,0.142,0.289,0.145,0.059,0.149,0.052,0.016,0.068,0.014,0.002,0.023,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.374,0.23,0.129,0.254,0.122,0.05,0.13,0.042,0.015,0.048,0.01,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.335,0.179,0.071,0.208,0.085,0.023,0.12,0.043,0.017,0.084,0.032,0.01,0.046,0.008,0.001,0.009,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.714,0.593,0.425,0.644,0.503,0.339,0.557,0.377,0.217,0.408,0.199,0.074,0.187,0.033,0.001,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.867,0.744,0.592,0.765,0.584,0.368,0.609,0.358,0.169,0.401,0.185,0.075,0.239,0.103,0.016,0.117,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.353,0.199,0.1,0.236,0.108,0.037,0.133,0.039,0.007,0.054,0.012,0.0,0.02,0.003,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.442,0.28,0.137,0.365,0.214,0.088,0.272,0.137,0.058,0.175,0.086,0.042,0.121,0.054,0.009,0.058,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.654,0.532,0.392,0.576,0.428,0.308,0.484,0.339,0.219,0.376,0.243,0.119,0.266,0.105,0.022,0.109,0.009,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.67,0.534,0.402,0.556,0.407,0.254,0.425,0.246,0.132,0.275,0.135,0.057,0.148,0.051,0.013,0.055,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.486,0.323,0.202,0.363,0.208,0.095,0.209,0.074,0.018,0.064,0.007,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.428,0.29,0.164,0.334,0.196,0.1,0.239,0.128,0.058,0.171,0.074,0.034,0.102,0.041,0.011,0.052,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.629,0.468,0.304,0.506,0.322,0.157,0.331,0.133,0.032,0.123,0.018,0.004,0.011,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.422,0.279,0.163,0.32,0.18,0.075,0.209,0.085,0.028,0.11,0.041,0.01,0.064,0.014,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.427,0.261,0.139,0.289,0.147,0.074,0.17,0.071,0.018,0.074,0.019,0.005,0.022,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.482,0.328,0.213,0.332,0.19,0.093,0.179,0.06,0.015,0.05,0.005,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.519,0.357,0.212,0.41,0.246,0.126,0.298,0.144,0.061,0.168,0.059,0.016,0.069,0.009,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.383,0.225,0.105,0.253,0.108,0.042,0.111,0.037,0.01,0.04,0.011,0.003,0.019,0.007,0.002,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.664,0.54,0.397,0.59,0.444,0.291,0.487,0.311,0.163,0.341,0.144,0.041,0.141,0.02,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.357,0.197,0.102,0.24,0.104,0.042,0.117,0.037,0.013,0.044,0.013,0.002,0.016,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.425,0.278,0.145,0.32,0.166,0.082,0.197,0.072,0.039,0.09,0.041,0.014,0.051,0.022,0.003,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.303,0.158,0.067,0.18,0.077,0.023,0.091,0.025,0.005,0.035,0.007,0.002,0.014,0.005,0.001,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.513,0.356,0.211,0.422,0.272,0.155,0.319,0.171,0.087,0.193,0.074,0.028,0.084,0.012,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.708,0.569,0.41,0.564,0.384,0.209,0.35,0.146,0.043,0.109,0.021,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.772,0.651,0.521,0.66,0.504,0.358,0.483,0.291,0.135,0.26,0.086,0.02,0.067,0.008,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.616,0.46,0.31,0.534,0.366,0.218,0.414,0.25,0.137,0.291,0.176,0.094,0.22,0.138,0.035,0.149,0.006,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.446,0.291,0.162,0.325,0.165,0.081,0.18,0.08,0.022,0.096,0.024,0.008,0.038,0.013,0.001,0.019,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.501,0.358,0.209,0.4,0.239,0.124,0.253,0.094,0.02,0.074,0.01,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.625,0.467,0.338,0.493,0.327,0.198,0.349,0.194,0.096,0.219,0.121,0.059,0.167,0.083,0.022,0.101,0.011,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.341,0.195,0.087,0.228,0.092,0.031,0.111,0.031,0.008,0.05,0.014,0.002,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.331,0.173,0.079,0.191,0.081,0.024,0.084,0.023,0.003,0.035,0.005,0.001,0.015,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.377,0.233,0.117,0.261,0.111,0.053,0.147,0.054,0.026,0.076,0.024,0.011,0.024,0.006,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.353,0.208,0.105,0.233,0.118,0.045,0.13,0.047,0.015,0.067,0.027,0.009,0.043,0.014,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.428,0.246,0.13,0.256,0.131,0.039,0.121,0.032,0.002,0.025,0.003,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.648,0.489,0.353,0.538,0.37,0.216,0.387,0.22,0.109,0.257,0.136,0.059,0.168,0.07,0.011,0.076,0.007,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.469,0.289,0.156,0.34,0.193,0.081,0.206,0.069,0.015,0.056,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.327,0.172,0.076,0.201,0.078,0.02,0.079,0.014,0.001,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.356,0.207,0.094,0.26,0.116,0.05,0.142,0.059,0.022,0.067,0.018,0.004,0.025,0.005,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.398,0.235,0.121,0.245,0.127,0.061,0.137,0.054,0.022,0.058,0.026,0.014,0.042,0.016,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.396,0.245,0.138,0.296,0.159,0.079,0.186,0.091,0.035,0.106,0.043,0.014,0.058,0.018,0.003,0.023,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.716,0.567,0.426,0.604,0.451,0.259,0.465,0.249,0.111,0.243,0.067,0.013,0.058,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.326,0.182,0.088,0.225,0.101,0.036,0.114,0.04,0.011,0.047,0.012,0.001,0.016,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.443,0.283,0.15,0.319,0.168,0.072,0.19,0.069,0.022,0.078,0.019,0.002,0.02,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.461,0.306,0.169,0.341,0.178,0.075,0.18,0.067,0.013,0.06,0.011,0.003,0.012,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.435,0.293,0.181,0.316,0.174,0.098,0.2,0.094,0.039,0.11,0.039,0.009,0.049,0.012,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.43,0.28,0.18,0.325,0.188,0.103,0.224,0.107,0.039,0.135,0.053,0.016,0.074,0.022,0.003,0.027,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.377,0.232,0.128,0.256,0.127,0.039,0.131,0.029,0.006,0.045,0.01,0.001,0.023,0.008,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.368,0.203,0.106,0.261,0.143,0.062,0.195,0.094,0.032,0.123,0.042,0.012,0.046,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.316,0.177,0.069,0.201,0.094,0.032,0.119,0.05,0.018,0.078,0.029,0.005,0.036,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.463,0.332,0.211,0.344,0.196,0.087,0.186,0.077,0.024,0.074,0.017,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.539,0.383,0.252,0.412,0.246,0.123,0.245,0.102,0.03,0.084,0.018,0.003,0.015,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.284,0.142,0.063,0.168,0.066,0.022,0.077,0.025,0.005,0.029,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.49,0.327,0.177,0.404,0.23,0.108,0.29,0.134,0.05,0.176,0.067,0.016,0.097,0.022,0.004,0.028,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.45,0.292,0.162,0.316,0.159,0.067,0.171,0.053,0.011,0.058,0.014,0.001,0.026,0.002,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.34,0.201,0.088,0.238,0.121,0.053,0.15,0.064,0.017,0.096,0.031,0.007,0.052,0.011,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.45,0.292,0.169,0.333,0.18,0.096,0.194,0.091,0.03,0.117,0.03,0.007,0.05,0.008,0.003,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.87,0.758,0.587,0.787,0.616,0.398,0.624,0.35,0.17,0.318,0.099,0.027,0.079,0.013,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.36,0.209,0.105,0.243,0.117,0.05,0.131,0.045,0.016,0.062,0.02,0.005,0.028,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.342,0.182,0.08,0.225,0.089,0.028,0.12,0.039,0.006,0.057,0.017,0.005,0.029,0.01,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.344,0.197,0.092,0.213,0.1,0.029,0.106,0.031,0.01,0.045,0.011,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.327,0.184,0.082,0.217,0.089,0.043,0.112,0.048,0.022,0.063,0.024,0.006,0.042,0.012,0.002,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.356,0.205,0.097,0.222,0.099,0.037,0.121,0.036,0.01,0.043,0.014,0.006,0.023,0.006,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.463,0.312,0.184,0.345,0.208,0.09,0.212,0.084,0.027,0.072,0.013,0.001,0.013,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.49,0.343,0.222,0.383,0.245,0.141,0.272,0.152,0.059,0.18,0.072,0.025,0.094,0.038,0.006,0.043,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.531,0.357,0.218,0.43,0.262,0.117,0.292,0.117,0.039,0.115,0.023,0.002,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.511,0.359,0.204,0.373,0.189,0.077,0.185,0.057,0.014,0.048,0.007,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.894,0.815,0.644,0.869,0.74,0.559,0.802,0.61,0.398,0.66,0.418,0.222,0.456,0.222,0.079,0.231,0.029,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
