,Fold selected features,Fold #features
Fold_0,"['CCL15', 'CA6', 'PON3', 'LGALS1', 'CCL20', 'CRTAC1', 'GDF15', 'MZB1', 'IL2RB']",9
Fold_1,"['CA6', 'PON3', 'TNFRSF8', 'MZB1', 'JUN', 'CNTN5', 'SDC1', 'MDGA1', 'NCAM2']",9
Fold_2,"['CA6', 'MZB1', 'PON3', 'TNFRSF8']",4
Fold_3,"['CCL15', 'PON3', 'TNFRSF8', 'CAPG', 'FBP1', 'CEACAM3', 'CRTAC1', 'CSF1', 'MZB1', 'CPA2', 'XPNPEP2', 'MDGA1', 'IL2RA', 'FOSB', 'CTSH', 'CXCL8', 'IGF2R', 'HPGDS', 'JUN', 'CNTN5', 'TNC', 'DSG4']",22
Fold_4,"['TFPI2', 'LGALS1', 'HLA-DRA', 'CCL20', 'CRTAC1', 'MZB1', 'LGALS9', 'MDGA1', 'NCAM2', 'VWA1']",10
Fold_5,"['CCL15', 'TINAGL1', 'NOMO1', 'FBP1', 'CRTAC1', 'CCL7', 'CA6', 'CNTN1', 'CTSH', 'CTSL', 'LGALS9', 'DSG4', 'NCAM2', 'MZB1', 'VAT1', 'TFPI2', 'CCL20', 'FOSB', 'CNTN5', 'MDGA1']",20
Fold_6,"['CCL20', 'MZB1', 'CXCL13', 'MUC13']",4
Fold_7,"['PON3', 'LILRA5', 'TNFRSF8', 'CAPG', 'GNLY', 'CRTAC1', 'FCAR', 'CES2', 'TMPRSS5', 'MZB1', 'POLR2F', 'DDX58', 'PSIP1', 'XPNPEP2', 'LGALS1', 'S100A11', 'CCL20', 'MAD1L1', 'IL2RA', 'FOSB', 'MDGA1', 'CD5', 'JUN', 'CNTN5', 'LRRC25', 'SERPINB8', 'ANGPTL2', 'DSG4', 'NCAM2', 'EZR']",30
Fold_8,"['CCL15', 'TINAGL1', 'GNLY', 'CRTAC1', 'CCL7', 'CES2', 'ADGRG2', 'IL32', 'MSLN', 'CA6', 'VEGFA', 'KIR2DL3', 'GZMA', 'CTSH', 'CTSL', 'GDF15', 'CTSS', 'JUN', 'LGALS9', 'DSG4', 'CPA2', 'CEACAM5', 'PON3', 'TNFRSF8', 'HLA-DRA', 'C4BPB', 'CCL19', 'KRT19', 'MZB1', 'SDC1', 'LAIR2', 'PLAUR', 'DDX58', 'GPA33', 'LGALS1', 'IL2RA', 'FOSB', 'DKK4', 'CD300C', 'CXCL8', 'CNTN5', 'TNC', 'MDGA1']",43
Fold_9,"['CCL15', 'FGF21', 'PON3', 'S100A16', 'FCAR', 'MZB1', 'DPT', 'CA6', 'TFPI2', 'LGALS1', 'CCL20', 'FOSB', 'CHI3L1', 'CTSL', 'GDF15', 'CXCL8', 'LGALS9', 'CNTN5', 'ADGRG1', 'LILRB1', 'DSG4', 'NCAM2', 'LRRC25']",23
