,Feature Name
Feature n°1,CD8Tcm_CCR2pos_pNFkB_PI
Feature n°2,Granulocytes_pS6_PI
Feature n°3,CD4Tnaive_pSTAT3_PI
Feature n°4,CD4Tregs_pSTAT3_PI
Feature n°5,CD8Tnaive_pSTAT3_PI
Feature n°6,CD4Tnaive_pSTAT5_PI
