,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_HLADR_GMCSF,0.525,0.523,0.49,0.339,0.085,0.0,0.0,0.0,0.0,0.0
intMCs_pCREB_GMCSF,0.718,0.643,0.512,0.31,0.05,0.0,0.0,0.0,0.0,0.0
intMCs_pERK_GMCSF,0.02,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_GMCSF,0.289,0.227,0.141,0.061,0.009,0.0,0.0,0.0,0.0,0.0
MDSCs_pNFkB_GMCSF,0.562,0.285,0.066,0.008,0.001,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_GMCSF,0.151,0.087,0.046,0.005,0.001,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_GMCSF,0.604,0.403,0.171,0.022,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_GMCSF,0.634,0.347,0.145,0.053,0.007,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_GMCSF,0.93,0.864,0.679,0.414,0.13,0.002,0.0,0.0,0.0,0.0
MDSCs_pS6_GMCSF,0.074,0.018,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_GMCSF,0.061,0.025,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_GMCSF,0.465,0.345,0.196,0.04,0.006,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_GMCSF,0.114,0.074,0.061,0.038,0.003,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_GMCSF,0.678,0.566,0.364,0.131,0.009,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_GMCSF,0.277,0.237,0.159,0.043,0.001,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_GMCSF,0.815,0.624,0.325,0.097,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_GMCSF,0.402,0.262,0.128,0.036,0.007,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_GMCSF,0.534,0.499,0.503,0.495,0.365,0.064,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_GMCSF,0.577,0.423,0.229,0.111,0.064,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT5_GMCSF,0.126,0.082,0.037,0.009,0.012,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT5_GMCSF,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_GMCSF,0.012,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT5_GMCSF,0.024,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_GMCSF,0.112,0.039,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_GMCSF,0.444,0.251,0.109,0.029,0.004,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_GMCSF,0.007,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_GMCSF,0.013,0.011,0.009,0.006,0.001,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_GMCSF,0.008,0.011,0.006,0.005,0.001,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_GMCSF,0.021,0.01,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_GMCSF,0.079,0.046,0.016,0.011,0.003,0.0,0.0,0.0,0.0,0.0
