,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.107,0.607,0.422,0.234,0.433,0.213,0.095,0.193,0.066,0.016,0.048,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.533,0.395,0.263,0.398,0.24,0.109,0.203,0.073,0.019,0.056,0.008,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.449,0.288,0.174,0.315,0.169,0.095,0.181,0.086,0.03,0.088,0.024,0.001,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.369,0.203,0.093,0.269,0.147,0.059,0.198,0.095,0.027,0.124,0.039,0.002,0.052,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.702,0.566,0.401,0.608,0.449,0.267,0.495,0.304,0.118,0.346,0.138,0.042,0.159,0.026,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.698,0.489,0.269,0.483,0.213,0.074,0.181,0.034,0.005,0.032,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.918,0.851,0.738,0.888,0.784,0.618,0.824,0.637,0.423,0.658,0.398,0.178,0.391,0.105,0.01,0.079,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.49,0.313,0.167,0.389,0.223,0.093,0.291,0.135,0.04,0.18,0.061,0.013,0.075,0.007,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.802,0.672,0.515,0.645,0.453,0.257,0.41,0.169,0.047,0.15,0.03,0.008,0.027,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.44,0.306,0.178,0.378,0.249,0.123,0.318,0.177,0.088,0.243,0.106,0.036,0.126,0.026,0.004,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.291,0.139,0.054,0.172,0.068,0.03,0.099,0.04,0.012,0.07,0.029,0.003,0.048,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.696,0.536,0.364,0.616,0.455,0.279,0.548,0.377,0.203,0.473,0.295,0.146,0.362,0.178,0.063,0.187,0.026,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.306,0.16,0.073,0.213,0.096,0.04,0.137,0.067,0.022,0.099,0.025,0.004,0.035,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.38,0.237,0.113,0.278,0.15,0.058,0.192,0.075,0.027,0.112,0.031,0.004,0.038,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.548,0.386,0.217,0.506,0.33,0.167,0.449,0.249,0.097,0.333,0.117,0.034,0.142,0.02,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.833,0.722,0.583,0.753,0.6,0.425,0.633,0.459,0.308,0.516,0.344,0.187,0.377,0.196,0.088,0.197,0.041,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.31,0.172,0.085,0.215,0.115,0.056,0.152,0.078,0.039,0.121,0.06,0.024,0.092,0.017,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.549,0.394,0.258,0.442,0.276,0.16,0.303,0.18,0.091,0.215,0.105,0.037,0.131,0.031,0.006,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.31,0.166,0.078,0.206,0.101,0.033,0.128,0.057,0.016,0.095,0.04,0.015,0.072,0.028,0.003,0.048,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.277,0.124,0.045,0.185,0.064,0.018,0.081,0.023,0.001,0.033,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.664,0.519,0.341,0.539,0.36,0.198,0.372,0.193,0.075,0.194,0.059,0.011,0.054,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.659,0.519,0.364,0.615,0.491,0.333,0.581,0.423,0.262,0.504,0.283,0.123,0.3,0.072,0.013,0.059,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.676,0.524,0.374,0.567,0.424,0.288,0.479,0.345,0.214,0.406,0.268,0.151,0.311,0.16,0.059,0.169,0.027,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.173,0.072,0.014,0.096,0.028,0.002,0.053,0.014,0.001,0.029,0.004,0.0,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.347,0.198,0.104,0.235,0.105,0.046,0.123,0.043,0.015,0.047,0.017,0.005,0.022,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.699,0.553,0.373,0.635,0.478,0.299,0.556,0.381,0.184,0.448,0.19,0.052,0.199,0.028,0.001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.33,0.195,0.101,0.25,0.143,0.066,0.198,0.109,0.056,0.159,0.086,0.043,0.124,0.056,0.021,0.067,0.008,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.134,0.227,0.111,0.044,0.131,0.042,0.013,0.059,0.015,0.003,0.019,0.005,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.366,0.217,0.101,0.276,0.156,0.073,0.203,0.112,0.043,0.155,0.07,0.026,0.106,0.036,0.01,0.051,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.136,0.616,0.449,0.285,0.454,0.258,0.135,0.217,0.077,0.017,0.055,0.005,0.001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
