,Feature Name
Feature n°1,intMCs_pCREB_TNFa
Feature n°2,CD8Tcm_pNFkB_TNFa
Feature n°3,Granulocytes_pS6_TNFa
Feature n°4,CD4Tem_CCR2pos_pSTAT3_TNFa
Feature n°5,CD4Tnaive_pSTAT3_TNFa
Feature n°6,CD8Tnaive_pSTAT3_TNFa
