,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.252,0.181,0.083,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.2,0.282,0.199,0.086,0.015,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.199,0.156,0.129,0.089,0.043,0.005,0.0,0.0,0.0,0.0
artificial.4,0.257,0.159,0.067,0.016,0.005,0.0,0.0,0.0,0.0,0.0
artificial.5,0.171,0.072,0.024,0.01,0.005,0.003,0.0,0.0,0.0,0.0
artificial.6,0.425,0.397,0.322,0.22,0.116,0.036,0.0,0.0,0.0,0.0
artificial.7,0.229,0.146,0.084,0.038,0.013,0.002,0.0,0.0,0.0,0.0
artificial.8,0.339,0.237,0.123,0.023,0.006,0.001,0.0,0.0,0.0,0.0
artificial.9,0.347,0.229,0.127,0.036,0.005,0.0,0.0,0.0,0.0,0.0
artificial.10,0.285,0.196,0.103,0.04,0.011,0.004,0.0,0.0,0.0,0.0
artificial.11,0.17,0.138,0.137,0.127,0.056,0.011,0.0,0.0,0.0,0.0
artificial.12,0.266,0.164,0.081,0.016,0.001,0.0,0.0,0.0,0.0,0.0
artificial.13,0.234,0.125,0.065,0.028,0.005,0.0,0.0,0.0,0.0,0.0
artificial.14,0.356,0.234,0.137,0.048,0.006,0.0,0.0,0.0,0.0,0.0
artificial.15,0.196,0.122,0.046,0.018,0.004,0.0,0.0,0.0,0.0,0.0
artificial.16,0.171,0.078,0.037,0.014,0.004,0.0,0.0,0.0,0.0,0.0
artificial.17,0.206,0.103,0.031,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.29,0.233,0.156,0.079,0.034,0.01,0.0,0.0,0.0,0.0
artificial.19,0.62,0.522,0.368,0.202,0.092,0.023,0.0,0.0,0.0,0.0
artificial.20,0.232,0.116,0.026,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.326,0.28,0.216,0.15,0.069,0.023,0.0,0.0,0.0,0.0
artificial.22,0.253,0.164,0.08,0.019,0.004,0.0,0.0,0.0,0.0,0.0
artificial.23,0.525,0.437,0.233,0.035,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.261,0.145,0.057,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.138,0.073,0.019,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.279,0.145,0.034,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.194,0.117,0.053,0.016,0.003,0.0,0.0,0.0,0.0,0.0
artificial.28,0.432,0.269,0.093,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.268,0.173,0.075,0.022,0.002,0.0,0.0,0.0,0.0,0.0
artificial.30,0.27,0.162,0.052,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.804,0.795,0.712,0.487,0.111,0.004,0.0,0.0,0.0,0.0
artificial.32,0.288,0.199,0.128,0.068,0.035,0.002,0.0,0.0,0.0,0.0
artificial.33,0.387,0.272,0.133,0.031,0.005,0.0,0.0,0.0,0.0,0.0
artificial.34,0.212,0.145,0.07,0.027,0.004,0.0,0.0,0.0,0.0,0.0
artificial.35,0.254,0.159,0.062,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.36,0.311,0.179,0.081,0.012,0.002,0.0,0.0,0.0,0.0,0.0
artificial.37,0.215,0.126,0.049,0.026,0.01,0.0,0.0,0.0,0.0,0.0
artificial.38,0.237,0.213,0.154,0.073,0.027,0.004,0.0,0.0,0.0,0.0
artificial.39,0.332,0.286,0.209,0.15,0.088,0.012,0.0,0.0,0.0,0.0
artificial.40,0.571,0.46,0.35,0.242,0.103,0.003,0.0,0.0,0.0,0.0
artificial.41,0.266,0.21,0.161,0.088,0.03,0.01,0.0,0.0,0.0,0.0
artificial.42,0.793,0.673,0.456,0.137,0.005,0.0,0.0,0.0,0.0,0.0
artificial.43,0.557,0.459,0.313,0.094,0.002,0.0,0.0,0.0,0.0,0.0
artificial.44,0.226,0.152,0.073,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.45,0.305,0.206,0.099,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.25,0.152,0.06,0.016,0.006,0.0,0.0,0.0,0.0,0.0
artificial.47,0.74,0.657,0.513,0.331,0.111,0.002,0.0,0.0,0.0,0.0
artificial.48,0.192,0.134,0.074,0.027,0.003,0.0,0.0,0.0,0.0,0.0
artificial.49,0.254,0.205,0.145,0.085,0.03,0.002,0.0,0.0,0.0,0.0
artificial.50,0.35,0.178,0.066,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.122,0.057,0.018,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.52,0.297,0.208,0.113,0.044,0.005,0.0,0.0,0.0,0.0,0.0
artificial.53,0.366,0.282,0.146,0.027,0.002,0.0,0.0,0.0,0.0,0.0
artificial.54,0.239,0.126,0.049,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.252,0.163,0.059,0.012,0.009,0.0,0.0,0.0,0.0,0.0
artificial.56,0.156,0.079,0.031,0.008,0.002,0.0,0.0,0.0,0.0,0.0
artificial.57,0.165,0.09,0.029,0.007,0.003,0.0,0.0,0.0,0.0,0.0
artificial.58,0.161,0.105,0.061,0.02,0.008,0.001,0.0,0.0,0.0,0.0
artificial.59,0.244,0.169,0.118,0.071,0.022,0.001,0.0,0.0,0.0,0.0
artificial.60,0.256,0.15,0.063,0.013,0.003,0.0,0.0,0.0,0.0,0.0
artificial.61,0.275,0.194,0.111,0.068,0.022,0.001,0.0,0.0,0.0,0.0
artificial.62,0.248,0.152,0.086,0.045,0.026,0.002,0.0,0.0,0.0,0.0
artificial.63,0.208,0.132,0.053,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.383,0.306,0.19,0.09,0.017,0.001,0.0,0.0,0.0,0.0
artificial.65,0.637,0.523,0.358,0.172,0.039,0.0,0.0,0.0,0.0,0.0
artificial.66,0.371,0.284,0.16,0.095,0.043,0.005,0.0,0.0,0.0,0.0
artificial.67,0.279,0.206,0.13,0.045,0.003,0.0,0.0,0.0,0.0,0.0
artificial.68,0.144,0.074,0.024,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.289,0.24,0.183,0.134,0.084,0.003,0.0,0.0,0.0,0.0
artificial.70,0.227,0.138,0.056,0.023,0.009,0.001,0.0,0.0,0.0,0.0
artificial.71,0.192,0.145,0.106,0.073,0.039,0.006,0.0,0.0,0.0,0.0
artificial.72,0.209,0.112,0.039,0.003,0.004,0.0,0.0,0.0,0.0,0.0
artificial.73,0.681,0.57,0.353,0.061,0.001,0.0,0.0,0.0,0.0,0.0
artificial.74,0.248,0.177,0.082,0.021,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.195,0.091,0.027,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.709,0.673,0.578,0.445,0.274,0.092,0.0,0.0,0.0,0.0
artificial.77,0.382,0.231,0.082,0.022,0.001,0.0,0.0,0.0,0.0,0.0
artificial.78,0.179,0.106,0.045,0.019,0.005,0.0,0.0,0.0,0.0,0.0
artificial.79,0.167,0.117,0.096,0.126,0.133,0.01,0.0,0.0,0.0,0.0
artificial.80,0.358,0.257,0.162,0.049,0.006,0.0,0.0,0.0,0.0,0.0
artificial.81,0.257,0.171,0.09,0.02,0.002,0.0,0.0,0.0,0.0,0.0
