fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.547077922077922,0.4816622861265719,0.5833333333333334,0.5292207792207793,152,36
1,0.5258620689655172,0.2904077784960138,0.5384615384615384,0.4603448275862069,149,39
2,0.5013368983957219,0.5871958636814195,0.4358974358974359,0.4732620320855615,149,39
3,0.7531328320802005,0.7010403879700767,0.675,0.6604010025062657,148,40
4,0.5017482517482518,0.30066388157297247,0.6216216216216216,0.520979020979021,151,37
5,0.6203703703703703,0.5882044909822687,0.5897435897435898,0.5793650793650793,149,39
6,0.46759259259259256,0.344152007592951,0.6666666666666666,0.5277777777777778,149,39
7,0.7516025641025641,0.8248448174918762,0.4594594594594595,0.5657051282051282,151,37
8,0.4326923076923077,0.32090979236812567,0.4473684210526316,0.41666666666666663,150,38
9,0.5562659846547314,0.5125166762266204,0.5,0.4578005115089514,148,40
10,0.6345108695652174,0.4894542899230399,0.6410256410256411,0.6100543478260869,149,39
11,0.4384920634920635,0.25637246231174127,0.5945945945945946,0.46825396825396826,151,37
12,0.4822485207100592,0.32589748325206025,0.5384615384615384,0.5,149,39
13,0.6579710144927536,0.5700797350797351,0.6578947368421053,0.6014492753623188,150,38
14,0.44862155388471175,0.5320041531052992,0.525,0.5175438596491228,148,40
15,0.5015151515151515,0.4171673038924091,0.4864864864864865,0.46212121212121215,151,37
16,0.5529891304347826,0.4946392570570203,0.5897435897435898,0.5951086956521738,149,39
17,0.5085227272727273,0.5003214409464409,0.5526315789473685,0.5198863636363636,150,38
18,0.5494652406417112,0.6126553698755233,0.5128205128205128,0.5347593582887701,149,39
19,0.4153645833333333,0.39503566998124856,0.525,0.4791666666666667,148,40
20,0.6009615384615384,0.4495549008629892,0.5675675675675675,0.5608974358974359,151,37
21,0.47282608695652173,0.4414959481236602,0.5384615384615384,0.5040760869565217,149,39
22,0.643048128342246,0.7140627841911257,0.5897435897435898,0.6229946524064172,149,39
23,0.5710526315789474,0.5777389428478358,0.5641025641025641,0.5618421052631579,149,39
24,0.4732142857142857,0.761603103520462,0.39473684210526316,0.525,150,38
25,0.25806451612903225,0.19470567743455847,0.42105263157894735,0.36866359447004604,150,38
26,0.4487577639751553,0.3764078358616174,0.5135135135135135,0.5108695652173914,151,37
27,0.5513784461152882,0.560340960674368,0.6,0.5839598997493735,148,40
28,0.47041420118343197,0.3284813979384116,0.48717948717948717,0.46153846153846156,149,39
29,0.2579365079365079,0.2012069212069212,0.4594594594594595,0.37896825396825395,151,37
30,0.5366847826086957,0.4202636808886809,0.5128205128205128,0.48233695652173914,149,39
31,0.49450549450549447,0.3533735146616615,0.55,0.521978021978022,148,40
32,0.3827160493827161,0.28575210182795324,0.48717948717948717,0.4212962962962963,149,39
33,0.6614583333333334,0.6096972521198277,0.725,0.6979166666666667,148,40
34,0.5138888888888888,0.48688231358260325,0.5897435897435898,0.5291666666666667,149,39
35,0.5582010582010583,0.6026137644038541,0.6153846153846154,0.623015873015873,149,39
36,0.5111111111111111,0.28371393480661217,0.4864864864864865,0.45925925925925926,151,37
37,0.4655172413793103,0.2474627568745216,0.5789473684210527,0.49425287356321834,150,38
38,0.5549999999999999,0.5717137341705321,0.55,0.55,148,40
39,0.6506410256410257,0.4795809193707211,0.6578947368421053,0.6153846153846154,150,38
40,0.4304733727810651,0.3030035522759927,0.46153846153846156,0.40384615384615385,149,39
41,0.6971428571428572,0.8690916613430847,0.6410256410256411,0.72,149,39
42,0.6346153846153846,0.42560949059110825,0.6578947368421053,0.6378205128205128,150,38
43,0.5041152263374485,0.2601130290672774,0.5277777777777778,0.4629629629629629,152,36
44,0.5421052631578948,0.5471873254645783,0.6153846153846154,0.6105263157894737,149,39
45,0.6283524904214559,0.34796691326103096,0.5789473684210527,0.6091954022988506,150,38
46,0.716374269005848,0.7232250632188473,0.7027027027027027,0.7002923976608187,151,37
47,0.4246031746031746,0.5293421986905696,0.4358974358974359,0.4444444444444444,149,39
48,0.5232142857142857,0.3359578789549999,0.631578947368421,0.5892857142857143,150,38
49,0.571078431372549,0.5109885046140454,0.5853658536585366,0.5343137254901961,147,41
50,0.6031746031746033,0.6118510146871492,0.5897435897435898,0.6031746031746031,149,39
51,0.4632867132867132,0.29149375293909136,0.5135135135135135,0.47027972027972026,151,37
52,0.40327380952380953,0.6048436773096575,0.39473684210526316,0.47619047619047616,150,38
53,0.6056034482758621,0.30311004784688994,0.6756756756756757,0.6120689655172413,151,37
54,0.5991847826086956,0.5194348509605863,0.6666666666666666,0.6222826086956521,149,39
55,0.6015384615384616,0.41884184297843957,0.631578947368421,0.5723076923076923,150,38
56,0.515527950310559,0.4076565031598544,0.5405405405405406,0.4906832298136646,151,37
57,0.45341614906832295,0.5932347259872834,0.5945945945945946,0.6040372670807453,151,37
58,0.3663594470046083,0.15887192729297991,0.42105263157894735,0.423963133640553,150,38
59,0.5246153846153846,0.4703861497979145,0.6052631578947368,0.5707692307692308,150,38
60,0.5208333333333333,0.43306340477917427,0.5641025641025641,0.5708333333333333,149,39
61,0.44021739130434784,0.4071841107928569,0.5897435897435898,0.5475543478260869,149,39
62,0.5225694444444444,0.41845878136200715,0.6111111111111112,0.625,152,36
63,0.47135416666666663,0.42562036911538814,0.575,0.5208333333333333,148,40
64,0.6101398601398602,0.798574809908138,0.4594594594594595,0.48426573426573427,151,37
