,Threshold,min FDP+
Fold n°1,0.06999999999999999,0.6363636363636364
Fold n°2,0.09999999999999999,0.7333333333333333
Fold n°3,0.04,0.5185185185185185
Fold n°4,0.09,0.4666666666666667
Fold n°5,0.060000000000000005,0.7241379310344828
Fold n°6,0.08,0.5
Fold n°7,0.02,0.9117647058823529
Fold n°8,0.04,0.7058823529411765
Fold n°9,0.09,0.42857142857142855
Fold n°10,0.14,0.4
Fold n°11,0.060000000000000005,0.7142857142857143
Fold n°12,0.060000000000000005,0.6
Fold n°13,0.04,0.746031746031746
Fold n°14,0.22,0.5
Fold n°15,0.17,0.3333333333333333
Fold n°16,0.04,0.8367346938775511
Fold n°17,0.04,0.8363636363636363
Fold n°18,0.11,0.5384615384615384
Fold n°19,0.09,0.625
Fold n°20,0.03,0.6933333333333334
Fold n°21,0.11,0.5714285714285714
Fold n°22,0.04,0.7307692307692307
Fold n°23,0.04,0.7333333333333333
Fold n°24,0.19,0.5
Fold n°25,0.04,0.5581395348837209
Fold n°26,0.05,0.6511627906976745
Fold n°27,0.03,0.6987951807228916
Fold n°28,0.05,0.7209302325581395
Fold n°29,0.01,0.9833333333333333
Fold n°30,0.11,0.7272727272727273
Fold n°31,0.09999999999999999,0.5333333333333333
Fold n°32,0.14,0.5
Fold n°33,0.23,0.5
Fold n°34,0.03,0.5977011494252874
Fold n°35,0.02,0.8557692307692307
Fold n°36,0.02,0.6694915254237288
Fold n°37,0.2,0.2
Fold n°38,0.12,0.6363636363636364
Fold n°39,0.060000000000000005,0.5666666666666667
Fold n°40,0.01,0.9349112426035503
Fold n°41,0.13,0.6
Fold n°42,0.18000000000000002,0.5
Fold n°43,0.09,0.47368421052631576
Fold n°44,0.09999999999999999,0.6666666666666666
Fold n°45,0.04,0.6296296296296297
Fold n°46,0.03,0.6966292134831461
Fold n°47,0.06999999999999999,0.6538461538461539
Fold n°48,0.14,0.2222222222222222
Fold n°49,0.13,0.5
Fold n°50,0.09,0.21739130434782608
Fold n°51,0.16,0.25
Fold n°52,0.12,0.3
Fold n°53,0.13,0.16666666666666666
Fold n°54,0.04,0.603448275862069
Fold n°55,0.11,0.625
Fold n°56,0.14,0.2
Fold n°57,0.02,0.736
Fold n°58,0.12,0.5
Fold n°59,0.32,1.0
Fold n°60,0.09,0.35294117647058826
Fold n°61,0.08,0.64
Fold n°62,0.13,0.5555555555555556
Fold n°63,0.09999999999999999,0.3076923076923077
Fold n°64,0.03,0.7215189873417721
Fold n°65,0.060000000000000005,0.5652173913043478
Fold n°66,0.03,0.7804878048780488
Fold n°67,0.09999999999999999,0.5
Fold n°68,0.03,0.68
Fold n°69,0.15000000000000002,0.25
Fold n°70,0.01,0.9239130434782609
Fold n°71,0.02,0.6641221374045801
Fold n°72,0.01,0.8864864864864865
Fold n°73,0.05,0.90625
Fold n°74,0.09999999999999999,0.6
Fold n°75,0.14,0.5
Fold n°76,0.02,0.7904761904761904
Fold n°77,0.16,0.3333333333333333
Fold n°78,0.04,0.7307692307692307
Fold n°79,0.09999999999999999,0.3
Fold n°80,0.03,0.7402597402597403
Fold n°81,0.2,0.5
Fold n°82,0.24000000000000002,0.5
Fold n°83,0.04,0.6666666666666666
Fold n°84,0.09999999999999999,0.5
Fold n°85,0.09,0.5625
Fold n°86,0.02,0.5909090909090909
Fold n°87,0.22,0.5
Fold n°88,0.09999999999999999,0.5833333333333334
Fold n°89,0.17,0.6666666666666666
Fold n°90,0.15000000000000002,0.42857142857142855
Fold n°91,0.13,0.2
Fold n°92,0.01,0.8469387755102041
Fold n°93,0.22,0.5
Fold n°94,0.23,0.5
Fold n°95,0.01,0.7931034482758621
Fold n°96,0.02,0.6129032258064516
Fold n°97,0.060000000000000005,0.40625
Fold n°98,0.09999999999999999,0.6666666666666666
Fold n°99,0.11,0.3
Fold n°100,0.08,0.5263157894736842
