,Fold selected features,Fold nb of features
Fold 0,"['CCL20', 'CD1C', 'FCRLB', 'IL5RA', 'MDGA1']",5
Fold 1,"['CA6', 'CD1C', 'IL5RA', 'JUN', 'LTBP3', 'MDGA1', 'MZB1', 'NCAM2', 'PON3']",9
Fold 2,"['CD1C', 'FCRLB', 'MDGA1', 'TMPRSS5']",4
Fold 3,"['CD1C', 'CTSH', 'IGF2R', 'MDGA1']",4
Fold 4,"['CCL20', 'CD1C', 'CRTAC1', 'DPEP2', 'MDGA1', 'NCAM2', 'RETN', 'TMPRSS5', 'WIF1']",9
Fold 5,"['CCL20', 'CD1C', 'CNTN1', 'CRTAC1', 'CTSF', 'CTSH', 'DKKL1', 'FBP1', 'FCRLB', 'GFRA2', 'GNLY', 'IGF2R', 'IL5RA', 'LGALS9', 'LTBP3', 'MDGA1', 'MSLN', 'MZB1', 'NOMO1', 'NPTN', 'PRSS8', 'SPINT1', 'TFPI2', 'TMPRSS5']",24
Fold 6,"['CCL20', 'CD1C', 'CHIT1', 'CPA2', 'CXCL13', 'IGF2R', 'IL5RA', 'KLK12', 'MDGA1', 'MUC13', 'MZB1', 'PDGFC', 'PRSS8', 'TMPRSS5']",14
Fold 7,"['CCL20', 'CRTAC1', 'DPEP2', 'MDGA1', 'TMPRSS5']",5
Fold 8,"['CCL15', 'CD1C', 'CPA2', 'CRTAC1', 'DPEP2', 'FCRLB', 'MDGA1', 'MZB1', 'TDGF1', 'TNFRSF8']",10
Fold 9,"['CD1C', 'FCRLB', 'LILRB1', 'MDGA1', 'PON3']",5
Fold 10,"['CD1C', 'CTSF', 'GNLY', 'IL5RA', 'MDGA1']",5
Fold 11,"['CCL20', 'CD1C', 'CRTAC1', 'FCRLB', 'GGT5', 'MDGA1', 'MZB1', 'TDGF1']",8
Fold 12,"['FCRLB', 'PON3', 'PRSS8']",3
Fold 13,"['CCL20', 'CRTAC1']",2
Fold 14,"['BAIAP2', 'CCL20', 'CD1C', 'CTSH', 'CXCL8', 'DSG4', 'FCRLB', 'FOSB', 'IGF2R', 'IL5RA', 'LGALS1', 'LTBP3', 'MDGA1', 'MZB1', 'NINJ1', 'SIGLEC7', 'TMPRSS5']",17
