,Fold selected features,Fold #features
Fold_0,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium'],1
Fold_1,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_2,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_3,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_4,"['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'NK_cells_CD56brCD16-_stromal_aggregatedNeighbors.NK.cells.CD56dimCD16.CD9hi']",2
Fold_5,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_6,[],0
Fold_7,"['CD8_T_cells_FoxP3+_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium']",3
Fold_8,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium']",4
Fold_9,"['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_10,[],0
Fold_11,"['Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium']",2
Fold_12,[],0
Fold_13,"['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",3
Fold_14,"['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_15,"['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast']",2
Fold_16,[],0
Fold_17,['Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast'],1
Fold_18,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_19,[],0
Fold_20,['Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium'],1
Fold_21,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_22,[],0
Fold_23,[],0
Fold_24,[],0
Fold_25,[],0
Fold_26,[],0
Fold_27,"['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_28,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_29,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast']",2
Fold_30,[],0
Fold_31,[],0
Fold_32,[],0
Fold_33,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_34,[],0
Fold_35,[],0
Fold_36,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium']",2
Fold_37,[],0
Fold_38,[],0
Fold_39,[],0
Fold_40,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_41,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium'],1
Fold_42,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast']",3
Fold_43,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_44,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_45,[],0
Fold_46,['Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast'],1
Fold_47,"['aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'NK_cells_CD56brCD16-_stromal_aggregatedNeighbors.NK.cells.CD56dimCD16.CD9hi', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_mesenchymal_glandfront_aggregatedNeighbors.Gland.fibroblast']",4
Fold_48,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_49,"['Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_50,['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium'],1
Fold_51,[],0
Fold_52,[],0
Fold_53,['Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast'],1
Fold_54,[],0
Fold_55,[],0
Fold_56,['CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast'],1
Fold_57,"['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium', 'Gland_fibroblast_stromal_aggregatedNeighbors.Stroma.fibroblast']",2
Fold_58,"['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium']",2
Fold_59,"['Gland_vascular_endothelium_stromal_aggregatedNeighbors.Stroma.vascular.endothelium', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium']",3
Fold_60,[],0
Fold_61,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
Fold_62,[],0
Fold_63,['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast'],1
