,Fold selected features,Fold #features
Fold_0,"['FAM21EP', 'RPL23AP7']",2
Fold_1,"['MVK', 'DUSP1', 'VAMP1', 'LMNA', 'PPP1R21', 'GP9', 'HSF1', 'SLFN12L', 'MT-TH', 'MT-TE', 'RPS3AP9', 'MAGI2-AS3', 'YWHAQP5', 'RPL23AP7', 'U2AF1L5']",15
Fold_2,"['FAM98B', 'CTD-3088G3.8', 'Y_RNA.356']",3
Fold_3,"['ACSS2', 'RGS10', 'RPL34P34']",3
Fold_4,"['TNFRSF8', 'SPINK5', 'Y_RNA.1', 'TCEA1P2', 'CTB-174O21.2']",5
Fold_5,"['ALDOA', 'RNA5SP335', 'SNORD116-14', 'MTND6P22']",4
Fold_6,"['ZNF839', 'NCSTN', 'IRS1', 'JAKMIP2', 'MAGI2', 'RNA5SP68', 'HNRNPA3P6', 'RPL23AP7', 'CTD-2020K17.1', 'SPIB', 'RP11-139H14.5']",11
Fold_7,"['PRAM1', 'KIRREL3', 'GSDMA', 'GPX1P1', 'MIRLET7D', 'RNA5SP387', 'AC009961.2', 'RPL23AP7', 'RP11-466H18.1', 'THAP9-AS1']",10
Fold_8,"['SEPT5', 'Y_RNA.138', 'MT-TH', 'NBPF13P', 'RPL23AP7', 'RNA5SP506']",6
Fold_9,"['NDUFB7', 'SYT17', 'DIAPH1', 'MYO18B', 'PLK4', 'IL18', 'GPR78', 'EFCAB14', 'WDR87', 'PRPF39', 'GPX1P1', 'MIRLET7D', 'RPL34P34']",13
Fold_10,"['MRPS24', 'SLC12A5', 'TPT1', 'CDK10', 'MIRLET7D', 'SBK3', 'CTD-2583A14.11']",7
Fold_11,"['SCPEP1', 'CXCL1', 'ANKRD28', 'MTRNR2L8']",4
Fold_12,"['APOA1', 'C5orf34', 'MT-TC', 'OST4', 'RPL23AP7']",5
Fold_13,"['CCDC113', 'DNAJB6', 'KCTD20', 'TMEM169', 'TUBA1C', 'AHCYL1', 'DFFB', 'CDK10', 'SNORA27', 'MT-TC', 'HNRNPA3P6', 'NBPF2P', 'RPL23AP7']",13
Fold_14,"['PLEKHO1', 'UBALD1', 'CAPZA2', 'RPL23AP7']",4
Fold_15,"['ITGA2B', 'RBFA', 'SLF2', 'CDKN1A', 'GPATCH4', 'GFI1', 'CDK10', 'NEU1', 'HNRNPA3P6', 'RPS6P20', 'AC007036.4', 'YWHAQP5', 'RP11-393N21.1', 'RPL23AP7', 'GOLGA5P1', 'CTD-2517M22.14', 'MTRNR2L8', 'CTD-2245F17.3', 'RP11-932O9.8', 'YTHDF3-AS1', 'CTD-2587H24.14']",21
Fold_16,"['ETF1', 'Y_RNA.29', 'RNU6-509P', 'HNRNPA3P6', 'RPL3P5', 'RPL23AP7', 'RP11-15A1.4']",7
Fold_17,"['HNRNPCP2', 'RPL23AP7']",2
Fold_18,"['YWHAH', 'GDPGP1', 'GRK5', 'RNU1-33P', 'RNA5SP225', 'bP-2189O9.2']",6
Fold_19,"['CYP2W1', 'RPL22L1', 'Y_RNA.286', 'RPL23AP7']",4
Fold_20,"['ZNF142', 'GIPC1', 'TEX101', 'CCL25', 'INHBB', 'NT5DC2', 'ARHGAP45', 'CDK10', 'LMLN', 'SERTAD1', 'RNY3P1', 'RP11-465L10.10', 'HNRNPA3P6', 'RPSAP17', 'RP11-79N23.1', 'HAR1B', 'RP11-310H4.6', 'RP11-570P14.1', 'RPL23AP7', 'GAPDHP60', 'ADGRL3-AS1']",21
Fold_21,"['MADCAM1', 'ONECUT2', 'WDR90', 'RP11-423H2.1', 'PTPN2', 'TOP3A', 'Y_RNA.18', 'Y_RNA.138', 'Y_RNA.298', 'Y_RNA.303', 'HNRNPA3P6', 'YWHAQP5', 'RP11-96L14.7', 'RPL23AP7', 'AC093627.8', 'MRPS6', 'GOLGA5P1', 'NKX2-1-AS1', 'MTRNR2L8']",19
Fold_22,"['NAGK', 'SLC2A2', 'KRCC1', 'RP11-296O14.2', 'YWHAQP5', 'KB-1608C10.2', 'CCL4']",7
Fold_23,"['Y_RNA.138', 'MT-TH', 'HNRNPA3P6']",3
Fold_24,"['ITGA2B', 'MMP9', 'EIF3J-AS1', 'SNAI3', 'RPL23AP7']",5
