,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.0,0.0,0.015822451736551536,0.002401338970565682,0.04341305440514839,0.023417979684162184,0.12395991388395111,0.07265108747709144
artificial.2,0.0,0.0,0.0006239669773072926,0.0,0.008839558932558288,0.003058922173817289,0.03121939653220745,0.015851561563453995,0.10755386365865242,0.06168102498748829
artificial.3,0.0,0.0,0.0001970670478547383,0.0,0.006843419925960988,0.0018170113420220048,0.026595257518334216,0.0092642980890569,0.08985663467056841,0.04833118945991082
artificial.4,0.0,0.0,0.0,0.0,0.14223150288411696,0.07458143243712777,0.24844697314473024,0.16976392993969502,0.3854564039146768,0.31411323029407795
artificial.5,0.0,0.0,0.0014726557703544781,0.0,0.011433207151541776,0.0011738891438295765,0.061855266677848866,0.03122217386224014,0.16208341907343185,0.1053899095937846
artificial.6,0.0,0.0,0.0,0.0,0.034072406665111084,0.024129580235608235,0.06304923546499429,0.036137720490539024,0.15111897303477956,0.09591352793646264
artificial.7,0.0,0.0,0.0006250145361779516,0.0,0.10963781028654027,0.04405975477463811,0.20698977739562727,0.1313875674702458,0.3344724618167134,0.26872099520755427
artificial.8,0.0,0.0,0.3320637586513194,0.14580321824511552,0.3032989233416645,0.22978578753796752,0.35618636358247174,0.2731625755814001,0.46778340209939834,0.4069900508853217
artificial.9,0.0,0.0,0.0012738965040181615,0.0,0.11429800763991521,0.06235192113250212,0.19141181857651426,0.12378407228144454,0.31288437508281136,0.2509071448269564
artificial.10,0.0,0.0,3.971619806395088e-05,0.0,0.012857813296795478,0.00471785068345624,0.032977724776669534,0.01734063928345627,0.10277940989191077,0.05713710001396521
artificial.11,0.0,0.0,9.768099348122953e-05,0.0,0.012360504124594818,0.004225001022965366,0.04186806645371066,0.019549982929411777,0.13601364895549864,0.07892104679944371
artificial.12,0.0,0.0,0.0,0.0,0.004725284641559444,0.0008924839046960108,0.022054463821138574,0.009371795249045663,0.09913148348012267,0.04714502031584264
artificial.13,0.0,0.0,0.0,0.0,0.015743499272031402,0.004729894678852293,0.04196410181147114,0.019375282671349033,0.12096564146325144,0.07065014863223562
artificial.14,0.0,0.0,0.004284077875926773,0.0,0.11541889213608722,0.057822663512315,0.21181913593082444,0.1385483002776351,0.3408003291206591,0.27707696162837137
artificial.15,0.0,0.0,0.009151269464935203,0.0,0.12366550720884263,0.06978933152959763,0.17967176248594424,0.137313765823338,0.26619824150563126,0.21411095620215598
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0038078071446147233,0.000267702255895561,0.04702730488137435,0.014924638054637673
artificial.17,0.0,0.0,0.03800651324127791,0.0006145457388965702,0.11410756524549544,0.08075165953968659,0.14942687276704913,0.10085320040764072,0.2550295387361592,0.1897012604067631
artificial.18,0.0,0.0,0.10009117948950295,0.030218682060573862,0.10858845948725755,0.08452571317906489,0.12094970743062355,0.08447089915915619,0.18954688095480446,0.14507864516447352
artificial.19,0.0,0.0,0.0,0.0,0.013093816856064327,0.0064549267936896805,0.030658064215095822,0.016480015299157505,0.09034963832750166,0.0514460346475574
artificial.20,0.0,0.0,0.1280206484651921,0.04835904700193856,0.07827535246477814,0.053629363012138685,0.09416603513682499,0.059039691659314796,0.17979072679425384,0.12502363772582067
artificial.21,0.0,0.0,0.0,0.0,0.00951067784578642,0.00096155386144628,0.034493174552341264,0.0187278571691931,0.10635340319846588,0.06056882467815346
artificial.22,0.0,0.0,0.0010891973426598771,0.0,0.0247076347108345,0.01193021175912409,0.043873022915293006,0.023343110794630896,0.11195954888812452,0.0667937165940008
artificial.23,0.0,0.0,0.006256341185732654,0.0,0.007494350739370373,0.0018756202321667712,0.03767818063362182,0.010637718707507664,0.12521525470264502,0.07074781755263863
artificial.24,0.0,0.0,0.0,0.0,0.001995704588747786,0.0011867453379003734,0.01323634595442316,0.00300886019724251,0.08024974919483534,0.035505991247277734
