,Feature Name
Feature n°1,CD4_T_cells_CD80_CD86+_stromal_GranzymeB
Feature n°2,NK_cells_CD56brCD16-TIM3hi_glandfront_pP38
Feature n°3,NA_glandfront_Ki67
