,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.5}","{'C': np.float64(0.056234132519034905), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
B_cells_glandfront_cellfrequency,0.0,0.0,0.005189532653915685,0.0,0.05245980029133252,0.03225467654156565,0.08197043915606979,0.052263843133596756,0.14950020535001293,0.10536787491361507
B_cells_intragland_cellfrequency,0.0,0.0,0.0,0.0,0.007928451266155137,0.003027226025030051,0.020876611826187705,0.011004025584689657,0.055455163817914904,0.03066922749905773
B_cells_stromal_cellfrequency,0.0,0.0,0.0006733927160510283,0.0,0.054845791586464826,0.03142090384243652,0.07712232707475221,0.043833364473902035,0.15147386367572324,0.09882698090071412
CD4_T_cells_FoxP3+_glandfront_cellfrequency,0.0,0.0,0.006460833652810939,0.0,0.05023251352909895,0.020603153067142596,0.10212025504171869,0.054492322092683204,0.22277538132323163,0.15054606301863296
CD4_T_cells_FoxP3+_stromal_cellfrequency,0.0,0.0,0.1343190771568372,0.02610583597121367,0.1891361277830347,0.12525498148675276,0.22951726161980832,0.1615072477412578,0.3343593094770193,0.26926036429042594
CD8_T_cells_FoxP3+_glandfront_cellfrequency,0.0,0.0,0.08073052233989385,0.009896154122817063,0.13024343084472306,0.08816718369466736,0.17381957348886667,0.1207586798821124,0.265589289655261,0.20860429576245204
CD8_T_cells_FoxP3+_intragland_cellfrequency,0.0,0.0,0.001757014867811744,0.0,0.035952087295921316,0.02300376262684442,0.045695073646597466,0.02503787240328373,0.12355148585667658,0.06973401283850827
CD8_T_cells_FoxP3+_stromal_cellfrequency,0.0,0.0,0.012771113811506345,0.0,0.01197765755902946,0.0043429884727828015,0.021740513678712558,0.00958567755543327,0.07123817253233844,0.03573681244635021
CD4_T_cells_HLA-DR+_glandfront_cellfrequency,0.0,0.0,2.569447594349516e-05,0.0,0.00968114703415919,0.004786456877703138,0.029024859124290106,0.01367633868764363,0.08255482581415712,0.04729974157998875
CD4_T_cells_HLA-DR+_intragland_cellfrequency,0.0,0.0,0.0,0.0,0.0017833619118058093,0.0003568472353697431,0.0099127519989782,0.002235333808634078,0.04695908914898851,0.022647002586332482
CD4_T_cells_HLA-DR+_stromal_cellfrequency,0.0,0.0,0.0,0.0,0.010611525942376712,0.004947260712232386,0.02993321823923472,0.014173422450912899,0.09207128365822706,0.04985960438484234
CD8_T_cells_HLA-DR+_glandfront_cellfrequency,0.0,0.0,0.007725826410165399,0.0,0.15561534124957688,0.09408798718627662,0.22527252928193295,0.1595721853102357,0.32757537935414055,0.26484086548314434
CD8_T_cells_HLA-DR+_intragland_cellfrequency,0.0,0.0,0.0,0.0,0.013580140133108804,0.008382452531644503,0.018224999673399588,0.00979002405420041,0.054073342697793236,0.029073059988417343
CD8_T_cells_HLA-DR+_stromal_cellfrequency,0.0,0.0,0.0,0.0,0.006167225884552242,0.004152384444295958,0.01356391347036805,0.006763495163355501,0.057604024382047946,0.02399474243332514
CD4_T_cells_CD80_CD86+_glandfront_cellfrequency,0.0,0.0,0.01428775072925305,0.0,0.08440059904304853,0.04724525712618752,0.12386526608677835,0.07556702480473851,0.20597388241713444,0.15289987034281424
CD4_T_cells_CD80_CD86+_intragland_cellfrequency,0.0,0.0,0.0009127993657406636,0.0,0.04554488232846315,0.01906167294010745,0.0796211798018699,0.038773771737239233,0.17192941450718385,0.1139984313263156
CD4_T_cells_CD80_CD86+_stromal_cellfrequency,0.0,0.0,0.0,0.0,0.016018593952512695,0.005953856260923522,0.056314349767197035,0.027626949232106072,0.1450548905058085,0.08987891677627312
