,Max Proba
artificial.48,0.12150400131940842
artificial.76,0.11470544338226318
artificial.6,0.08532632887363434
artificial.13,0.08115917444229126
artificial.65,0.07869493961334229
artificial.19,0.07553199678659439
artificial.47,0.07151545584201813
artificial.40,0.0689697116613388
artificial.32,0.06106641888618469
artificial.38,0.05819958075881004
artificial.5,0.05774363875389099
artificial.59,0.054051801562309265
artificial.31,0.051246147602796555
artificial.39,0.049451231956481934
artificial.68,0.049044229090213776
artificial.74,0.04723449423909187
artificial.62,0.04670180380344391
artificial.78,0.046668898314237595
artificial.11,0.045294929295778275
artificial.79,0.04443623125553131
artificial.1,0.04298677667975426
artificial.81,0.04294080287218094
artificial.64,0.04232117533683777
artificial.21,0.03971542418003082
artificial.41,0.039392367005348206
artificial.53,0.03931326046586037
artificial.52,0.03886665403842926
artificial.17,0.0364222414791584
artificial.9,0.036211442202329636
artificial.75,0.03572670742869377
artificial.37,0.035276368260383606
artificial.7,0.035271842032670975
artificial.66,0.03441763296723366
artificial.18,0.03285238891839981
artificial.69,0.032743941992521286
artificial.71,0.032540690153837204
artificial.60,0.03229178115725517
artificial.22,0.032167088240385056
artificial.42,0.03183814510703087
artificial.16,0.031661439687013626
artificial.70,0.03147130459547043
artificial.49,0.030821338295936584
artificial.61,0.030813880264759064
artificial.45,0.029782673344016075
artificial.56,0.029657313600182533
artificial.29,0.02928386628627777
artificial.43,0.02887139655649662
artificial.82,0.02846132591366768
artificial.35,0.028430476784706116
artificial.58,0.027462590485811234
artificial.36,0.026078181341290474
artificial.80,0.026027176529169083
artificial.44,0.025832904502749443
artificial.73,0.025724129751324654
artificial.46,0.025586431846022606
artificial.14,0.025271400809288025
artificial.55,0.025077231228351593
artificial.30,0.025059795007109642
artificial.77,0.02493390068411827
artificial.26,0.024249117821455002
artificial.2,0.023453112691640854
artificial.50,0.022566581144928932
artificial.51,0.02218117192387581
artificial.10,0.021588241681456566
artificial.72,0.020937994122505188
artificial.28,0.020937154069542885
artificial.25,0.02031160518527031
artificial.23,0.020124705508351326
artificial.24,0.020062943920493126
artificial.3,0.020032916218042374
artificial.27,0.019575411453843117
artificial.63,0.01906547136604786
artificial.12,0.018796421587467194
artificial.33,0.01789587177336216
artificial.54,0.017694368958473206
artificial.8,0.017192689701914787
artificial.57,0.016068346798419952
artificial.34,0.015925422310829163
artificial.4,0.01581035554409027
artificial.83,0.01528716180473566
artificial.15,0.015247726812958717
artificial.20,0.01453899871557951
artificial.67,0.013385607860982418
