,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.42,0.045,0.033,0.027,0.021,0.019,0.008,0.0,0.0,0.0,0.0
artificial.43,0.119,0.096,0.065,0.022,0.001,0.0,0.0,0.0,0.0,0.0
artificial.44,0.048,0.042,0.034,0.014,0.003,0.0,0.0,0.0,0.0,0.0
artificial.45,0.021,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.008,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.03,0.024,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.041,0.028,0.018,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.50,0.013,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.141,0.133,0.123,0.111,0.069,0.004,0.0,0.0,0.0,0.0
artificial.52,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.061,0.055,0.042,0.021,0.001,0.0,0.0,0.0,0.0,0.0
artificial.54,0.018,0.016,0.009,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.55,0.129,0.11,0.083,0.048,0.02,0.001,0.0,0.0,0.0,0.0
artificial.56,0.06,0.052,0.039,0.025,0.009,0.0,0.0,0.0,0.0,0.0
artificial.57,0.031,0.024,0.011,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.03,0.021,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.093,0.087,0.073,0.048,0.004,0.0,0.0,0.0,0.0,0.0
artificial.60,0.03,0.023,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.009,0.007,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.62,0.247,0.261,0.263,0.225,0.124,0.002,0.0,0.0,0.0,0.0
artificial.63,0.154,0.135,0.117,0.082,0.035,0.0,0.0,0.0,0.0,0.0
artificial.64,0.344,0.336,0.319,0.245,0.085,0.001,0.0,0.0,0.0,0.0
artificial.65,0.017,0.01,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.66,0.173,0.158,0.127,0.064,0.01,0.0,0.0,0.0,0.0,0.0
artificial.67,0.248,0.218,0.158,0.089,0.023,0.0,0.0,0.0,0.0,0.0
artificial.68,0.042,0.037,0.019,0.012,0.001,0.001,0.0,0.0,0.0,0.0
artificial.69,0.024,0.012,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.027,0.019,0.014,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.134,0.094,0.051,0.013,0.001,0.0,0.0,0.0,0.0,0.0
artificial.72,0.03,0.024,0.019,0.013,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.016,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.017,0.017,0.012,0.012,0.009,0.006,0.0,0.0,0.0,0.0
artificial.76,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.011,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.214,0.193,0.169,0.092,0.027,0.004,0.0,0.0,0.0,0.0
artificial.79,0.015,0.011,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.80,0.039,0.026,0.016,0.008,0.002,0.002,0.0,0.0,0.0,0.0
artificial.81,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.099,0.1,0.081,0.042,0.005,0.0,0.0,0.0,0.0,0.0
artificial.83,0.048,0.033,0.023,0.011,0.001,0.0,0.0,0.0,0.0,0.0
artificial.84,0.115,0.094,0.064,0.03,0.001,0.0,0.0,0.0,0.0,0.0
artificial.85,0.154,0.13,0.081,0.031,0.001,0.0,0.0,0.0,0.0,0.0
artificial.86,0.141,0.113,0.068,0.025,0.002,0.0,0.0,0.0,0.0,0.0
artificial.87,0.005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.015,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.027,0.021,0.018,0.012,0.003,0.0,0.0,0.0,0.0,0.0
artificial.90,0.054,0.039,0.019,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.016,0.009,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.92,0.033,0.027,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.099,0.085,0.073,0.053,0.045,0.014,0.0,0.0,0.0,0.0
artificial.94,0.019,0.017,0.012,0.008,0.002,0.0,0.0,0.0,0.0,0.0
artificial.95,0.142,0.138,0.125,0.106,0.085,0.022,0.001,0.0,0.0,0.0
artificial.96,0.161,0.131,0.086,0.026,0.001,0.0,0.0,0.0,0.0,0.0
artificial.97,0.042,0.028,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.011,0.006,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
artificial.99,0.064,0.054,0.037,0.021,0.005,0.002,0.0,0.0,0.0,0.0
artificial.100,0.028,0.019,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.08,0.067,0.045,0.028,0.013,0.012,0.001,0.0,0.0,0.0
artificial.102,0.024,0.018,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.103,0.022,0.017,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.009,0.007,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.105,0.028,0.021,0.012,0.011,0.002,0.0,0.0,0.0,0.0,0.0
artificial.106,0.097,0.067,0.041,0.012,0.001,0.0,0.0,0.0,0.0,0.0
artificial.107,0.054,0.036,0.017,0.006,0.002,0.0,0.0,0.0,0.0,0.0
artificial.108,0.05,0.033,0.011,0.003,0.001,0.001,0.0,0.0,0.0,0.0
artificial.109,0.005,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.01,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.111,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.063,0.057,0.038,0.026,0.006,0.003,0.0,0.0,0.0,0.0
artificial.113,0.008,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.107,0.086,0.058,0.02,0.003,0.0,0.0,0.0,0.0,0.0
artificial.115,0.014,0.012,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.177,0.159,0.121,0.058,0.003,0.0,0.0,0.0,0.0,0.0
artificial.117,0.027,0.02,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.014,0.005,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.018,0.012,0.01,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.120,0.041,0.025,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.01,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.019,0.014,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.049,0.046,0.027,0.018,0.006,0.0,0.0,0.0,0.0,0.0
artificial.124,0.055,0.037,0.02,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.125,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.047,0.04,0.036,0.026,0.025,0.001,0.0,0.0,0.0,0.0
artificial.127,0.015,0.01,0.005,0.004,0.002,0.0,0.0,0.0,0.0,0.0
artificial.128,0.074,0.056,0.039,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.129,0.015,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.025,0.016,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.025,0.014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.153,0.141,0.118,0.097,0.047,0.0,0.0,0.0,0.0,0.0
artificial.133,0.165,0.148,0.114,0.067,0.013,0.0,0.0,0.0,0.0,0.0
artificial.134,0.022,0.015,0.009,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.135,0.008,0.006,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.136,0.106,0.086,0.07,0.047,0.025,0.004,0.0,0.0,0.0,0.0
artificial.137,0.126,0.099,0.061,0.019,0.0,0.0,0.0,0.0,0.0,0.0
artificial.138,0.08,0.063,0.043,0.021,0.01,0.012,0.0,0.0,0.0,0.0
artificial.139,0.16,0.13,0.083,0.042,0.007,0.0,0.0,0.0,0.0,0.0
artificial.140,0.012,0.007,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.141,0.02,0.014,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.142,0.058,0.042,0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.143,0.342,0.324,0.308,0.302,0.258,0.142,0.011,0.0,0.0,0.0
artificial.144,0.013,0.008,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.145,0.032,0.033,0.022,0.01,0.001,0.0,0.0,0.0,0.0,0.0
artificial.146,0.033,0.026,0.015,0.006,0.002,0.0,0.0,0.0,0.0,0.0
artificial.147,0.033,0.027,0.018,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.148,0.296,0.278,0.223,0.125,0.015,0.0,0.0,0.0,0.0,0.0
artificial.149,0.021,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.150,0.017,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.151,0.107,0.087,0.063,0.045,0.015,0.0,0.0,0.0,0.0,0.0
artificial.152,0.203,0.195,0.167,0.109,0.035,0.002,0.0,0.0,0.0,0.0
artificial.153,0.361,0.337,0.297,0.248,0.1,0.003,0.0,0.0,0.0,0.0
artificial.154,0.019,0.012,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.155,0.014,0.009,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.156,0.044,0.031,0.021,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.157,0.191,0.159,0.121,0.058,0.005,0.0,0.0,0.0,0.0,0.0
artificial.158,0.014,0.01,0.008,0.006,0.002,0.0,0.0,0.0,0.0,0.0
artificial.159,0.05,0.038,0.02,0.007,0.003,0.001,0.0,0.0,0.0,0.0
artificial.160,0.11,0.103,0.085,0.073,0.079,0.092,0.033,0.0,0.0,0.0
artificial.161,0.016,0.012,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.162,0.04,0.033,0.02,0.011,0.002,0.0,0.0,0.0,0.0,0.0
artificial.163,0.175,0.173,0.16,0.115,0.016,0.0,0.0,0.0,0.0,0.0
artificial.164,0.009,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.165,0.014,0.01,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.166,0.017,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.167,0.016,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.168,0.066,0.055,0.04,0.019,0.005,0.0,0.0,0.0,0.0,0.0
artificial.169,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.170,0.013,0.011,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.171,0.028,0.018,0.01,0.002,0.0,0.001,0.0,0.0,0.0,0.0
artificial.172,0.015,0.011,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.173,0.067,0.057,0.046,0.02,0.0,0.0,0.0,0.0,0.0,0.0
artificial.174,0.035,0.03,0.032,0.016,0.004,0.0,0.0,0.0,0.0,0.0
artificial.175,0.041,0.034,0.018,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.176,0.038,0.026,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.177,0.021,0.014,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.178,0.038,0.03,0.023,0.013,0.0,0.0,0.0,0.0,0.0,0.0
artificial.179,0.043,0.041,0.035,0.03,0.007,0.0,0.0,0.0,0.0,0.0
artificial.180,0.082,0.066,0.057,0.039,0.009,0.0,0.0,0.0,0.0,0.0
artificial.181,0.031,0.018,0.008,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.182,0.054,0.052,0.045,0.032,0.007,0.001,0.0,0.0,0.0,0.0
artificial.183,0.019,0.011,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.184,0.027,0.022,0.012,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.185,0.127,0.13,0.118,0.094,0.044,0.002,0.0,0.0,0.0,0.0
artificial.186,0.019,0.012,0.005,0.003,0.003,0.004,0.0,0.0,0.0,0.0
artificial.187,0.056,0.044,0.029,0.011,0.005,0.0,0.0,0.0,0.0,0.0
artificial.188,0.263,0.248,0.204,0.129,0.033,0.0,0.0,0.0,0.0,0.0
artificial.189,0.029,0.023,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.190,0.066,0.057,0.048,0.036,0.007,0.0,0.0,0.0,0.0,0.0
artificial.191,0.083,0.057,0.035,0.015,0.001,0.0,0.0,0.0,0.0,0.0
artificial.192,0.069,0.059,0.028,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.193,0.011,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.194,0.011,0.008,0.011,0.008,0.005,0.0,0.0,0.0,0.0,0.0
artificial.195,0.01,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.196,0.126,0.093,0.062,0.032,0.013,0.0,0.0,0.0,0.0,0.0
artificial.197,0.043,0.038,0.029,0.018,0.004,0.0,0.0,0.0,0.0,0.0
artificial.198,0.067,0.059,0.038,0.021,0.005,0.0,0.0,0.0,0.0,0.0
artificial.199,0.013,0.009,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.200,0.114,0.118,0.113,0.108,0.104,0.068,0.008,0.0,0.0,0.0
artificial.201,0.042,0.038,0.029,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.202,0.012,0.01,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.203,0.012,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.204,0.013,0.008,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.205,0.021,0.011,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.206,0.055,0.054,0.042,0.027,0.005,0.0,0.0,0.0,0.0,0.0
artificial.207,0.085,0.076,0.058,0.036,0.026,0.016,0.0,0.0,0.0,0.0
artificial.208,0.059,0.055,0.048,0.039,0.017,0.0,0.0,0.0,0.0,0.0
artificial.209,0.011,0.007,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.210,0.027,0.014,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.211,0.016,0.012,0.006,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.212,0.124,0.096,0.057,0.02,0.005,0.0,0.0,0.0,0.0,0.0
artificial.213,0.159,0.135,0.087,0.027,0.002,0.0,0.0,0.0,0.0,0.0
artificial.214,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.215,0.179,0.162,0.126,0.07,0.022,0.018,0.002,0.0,0.0,0.0
artificial.216,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.217,0.022,0.017,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.218,0.025,0.017,0.01,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.219,0.038,0.034,0.022,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.220,0.366,0.369,0.397,0.409,0.306,0.076,0.0,0.0,0.0,0.0
artificial.221,0.074,0.055,0.026,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.222,0.056,0.054,0.061,0.06,0.037,0.007,0.0,0.0,0.0,0.0
artificial.223,0.018,0.013,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.224,0.105,0.1,0.074,0.042,0.007,0.0,0.0,0.0,0.0,0.0
artificial.225,0.117,0.091,0.046,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.226,0.046,0.038,0.024,0.01,0.0,0.0,0.0,0.0,0.0,0.0
artificial.227,0.046,0.042,0.034,0.027,0.013,0.0,0.0,0.0,0.0,0.0
artificial.228,0.087,0.081,0.044,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.229,0.049,0.035,0.029,0.019,0.005,0.0,0.0,0.0,0.0,0.0
artificial.230,0.211,0.157,0.087,0.027,0.001,0.0,0.0,0.0,0.0,0.0
artificial.231,0.02,0.014,0.008,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.232,0.079,0.064,0.035,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.233,0.074,0.062,0.044,0.016,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.029,0.021,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.235,0.037,0.032,0.021,0.015,0.002,0.0,0.0,0.0,0.0,0.0
artificial.236,0.086,0.068,0.037,0.016,0.0,0.0,0.0,0.0,0.0,0.0
artificial.237,0.054,0.05,0.035,0.019,0.012,0.002,0.0,0.0,0.0,0.0
artificial.238,0.014,0.011,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.239,0.159,0.156,0.146,0.131,0.071,0.003,0.0,0.0,0.0,0.0
artificial.240,0.129,0.105,0.072,0.024,0.003,0.0,0.0,0.0,0.0,0.0
artificial.241,0.079,0.076,0.067,0.061,0.044,0.034,0.006,0.0,0.0,0.0
artificial.242,0.028,0.019,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.243,0.008,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.031,0.018,0.011,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.245,0.076,0.06,0.038,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.246,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.247,0.052,0.044,0.024,0.01,0.003,0.0,0.0,0.0,0.0,0.0
artificial.248,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.249,0.141,0.134,0.117,0.097,0.061,0.024,0.0,0.0,0.0,0.0
artificial.250,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.251,0.006,0.007,0.004,0.003,0.001,0.001,0.0,0.0,0.0,0.0
artificial.252,0.018,0.015,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.253,0.008,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.254,0.026,0.022,0.011,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.255,0.143,0.113,0.067,0.015,0.0,0.0,0.0,0.0,0.0,0.0
artificial.256,0.28,0.256,0.226,0.136,0.024,0.001,0.0,0.0,0.0,0.0
artificial.257,0.06,0.047,0.02,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.258,0.007,0.006,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0
artificial.259,0.053,0.048,0.036,0.015,0.003,0.0,0.0,0.0,0.0,0.0
artificial.260,0.033,0.03,0.025,0.015,0.007,0.0,0.0,0.0,0.0,0.0
artificial.261,0.045,0.033,0.016,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.262,0.078,0.056,0.032,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.263,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.264,0.014,0.013,0.01,0.006,0.002,0.002,0.0,0.0,0.0,0.0
artificial.265,0.006,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.266,0.014,0.009,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.267,0.016,0.01,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.268,0.054,0.052,0.042,0.033,0.016,0.001,0.0,0.0,0.0,0.0
artificial.269,0.05,0.033,0.019,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.270,0.337,0.288,0.244,0.148,0.042,0.004,0.0,0.0,0.0,0.0
artificial.271,0.194,0.173,0.134,0.091,0.045,0.01,0.0,0.0,0.0,0.0
artificial.272,0.027,0.019,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.273,0.016,0.013,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.274,0.025,0.022,0.016,0.011,0.005,0.002,0.0,0.0,0.0,0.0
artificial.275,0.018,0.012,0.009,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.276,0.098,0.09,0.088,0.073,0.066,0.034,0.003,0.0,0.0,0.0
artificial.277,0.055,0.038,0.021,0.008,0.002,0.0,0.0,0.0,0.0,0.0
artificial.278,0.01,0.007,0.003,0.005,0.002,0.0,0.0,0.0,0.0,0.0
artificial.279,0.024,0.016,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.280,0.056,0.052,0.038,0.018,0.003,0.0,0.0,0.0,0.0,0.0
artificial.281,0.056,0.038,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.282,0.054,0.045,0.039,0.024,0.019,0.021,0.002,0.0,0.0,0.0
artificial.283,0.03,0.022,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.284,0.109,0.077,0.052,0.016,0.001,0.0,0.0,0.0,0.0,0.0
artificial.285,0.123,0.096,0.053,0.016,0.0,0.0,0.0,0.0,0.0,0.0
artificial.286,0.007,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.287,0.103,0.092,0.08,0.052,0.008,0.0,0.0,0.0,0.0,0.0
artificial.288,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.289,0.306,0.293,0.264,0.202,0.057,0.001,0.0,0.0,0.0,0.0
artificial.290,0.194,0.198,0.168,0.134,0.086,0.031,0.001,0.0,0.0,0.0
artificial.291,0.067,0.049,0.032,0.016,0.007,0.002,0.0,0.0,0.0,0.0
artificial.292,0.019,0.017,0.011,0.006,0.002,0.0,0.0,0.0,0.0,0.0
artificial.293,0.015,0.01,0.007,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.294,0.019,0.019,0.011,0.002,0.001,0.001,0.0,0.0,0.0,0.0
artificial.295,0.056,0.044,0.025,0.005,0.0,0.0,0.0,0.0,0.0,0.0
