,Feature Name
Feature n°1,CD4_T_cells_HLA-DR+_stromal_aggregatedNeighbors.Stroma.mesenchymal
Feature n°2,CD8_T_cells_CD80_CD86+_intragland_aggregatedNeighbors.aSMA.br.fibroblast
Feature n°3,CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast
Feature n°4,Gland_fibroblast_intragland_aggregatedNeighbors.Gland.mesenchymal
