,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.17,0.112,0.066,0.042,0.026,0.003,0.0,0.0,0.0,0.0
artificial.2,0.305,0.231,0.143,0.039,0.009,0.002,0.0,0.0,0.0,0.0
artificial.3,0.352,0.253,0.153,0.084,0.044,0.002,0.0,0.0,0.0,0.0
artificial.4,0.496,0.468,0.405,0.241,0.033,0.0,0.0,0.0,0.0,0.0
artificial.5,0.335,0.218,0.094,0.015,0.003,0.0,0.0,0.0,0.0,0.0
artificial.6,0.39,0.256,0.118,0.025,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.314,0.182,0.093,0.027,0.007,0.002,0.0,0.0,0.0,0.0
artificial.8,0.31,0.212,0.101,0.028,0.001,0.0,0.0,0.0,0.0,0.0
artificial.9,0.21,0.136,0.066,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.10,0.317,0.212,0.114,0.034,0.005,0.0,0.0,0.0,0.0,0.0
artificial.11,0.203,0.125,0.06,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.223,0.153,0.069,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.494,0.454,0.381,0.176,0.03,0.001,0.0,0.0,0.0,0.0
artificial.14,0.265,0.242,0.257,0.192,0.086,0.03,0.0,0.0,0.0,0.0
artificial.15,0.612,0.523,0.346,0.142,0.024,0.0,0.0,0.0,0.0,0.0
artificial.16,0.242,0.139,0.058,0.019,0.013,0.005,0.0,0.0,0.0,0.0
artificial.17,0.216,0.124,0.038,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.308,0.196,0.067,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.464,0.35,0.204,0.08,0.003,0.0,0.0,0.0,0.0,0.0
artificial.20,0.472,0.292,0.11,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.21,0.191,0.105,0.036,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.362,0.231,0.114,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.222,0.137,0.057,0.013,0.006,0.001,0.0,0.0,0.0,0.0
