,Fold selected features,Fold nb of features
Fold 0,"['RHD', 'HNRNPA3P6', 'MEMO1P1', 'FAM21EP', 'YWHAQP5', 'RPL23AP7']",6
Fold 1,"['DUSP1', 'LMNA', 'GP9', 'RPL23AP7']",4
Fold 2,"['MVK', 'SHANK1', 'FAM98B', 'CTD-3088G3.8', 'MT-TH', 'Y_RNA.356']",6
Fold 3,"['ACSS2', 'FGG', 'MT-TH', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8', 'CTD-3222D19.5']",8
Fold 4,"['TNFRSF8', 'SPINK5', 'HNRNPA3P6', 'RP11-120B7.1', 'GAPDHP60']",5
Fold 5,"['PLB1', 'RNA5SP335', 'Y_RNA.138', 'SNORD116-14', 'ITGB2-AS1', 'RPL23AP7', 'THAP9-AS1', 'MTRNR2L8', 'MTND6P22']",9
Fold 6,"['JAKMIP2', 'MAGI2', 'HNRNPA3P6', 'RPL23AP7']",4
Fold 7,"['GPX1P1', 'MIRLET7D', 'RNA5SP387', 'MT-TH', 'RPL23AP7', 'RP11-466H18.1']",6
Fold 8,"['OXTR', 'SEPT5', 'Y_RNA.138', 'MT-TH', 'MT-TS2', 'RPL23AP7', 'RNA5SP506']",7
Fold 9,"['MYO18B', 'IL18', 'GPR78', 'EFCAB14', 'WDR87', 'PRPF39', 'GPX1P1', 'MIRLET7D']",8
Fold 10,"['SLC12A5', 'TPT1', 'MIRLET7D', 'SBK3']",4
Fold 11,"['SCPEP1', 'CXCL1', 'ANKRD28', 'RPL34P34', 'YWHAQP5', 'GOLGA5P1', 'MTRNR2L8', 'RN7SL210P']",8
Fold 12,"['APOA1', 'C5orf34', 'MT-TC', 'RPL23AP7']",4
Fold 13,"['KCTD20', 'AHCYL1', 'DFFB', 'CDK10', 'SNORA27', 'MT-TC', 'HNRNPA3P6', 'RPL23AP7']",8
Fold 14,"['PLEKHO1', 'UBALD1', 'CDK10', 'CAPZA2', 'NPM1P9', 'RPL23AP7', 'RP11-120B7.1']",7
Fold 15,"['ITGA2B', 'GPATCH4', 'GFI1', 'NEU1', 'YWHAQP5', 'RPL23AP7', 'CTD-2245F17.3']",7
Fold 16,"['ETF1', 'RPL23AP7', 'RP11-15A1.4']",3
Fold 17,"['OSM', 'E4F1', 'HNRNPCP2', 'RPL23AP7', 'RP11-120B7.1', 'MAN1B1-AS1']",6
Fold 18,"['YWHAH', 'GDPGP1', 'CDK10', 'GRK5', 'RNU1-33P', 'RPL23AP7']",6
Fold 19,"['CYP2W1', 'RPL22L1', 'Y_RNA.286', 'HNRNPA3P6', 'RPL23AP7', 'GOLGA5P1']",6
Fold 20,['RNY3P1'],1
Fold 21,"['HNRNPA3P6', 'MRPS6']",2
Fold 22,[],0
Fold 23,"['TRIO', 'CDK10', 'Y_RNA.23', 'Y_RNA.138', 'MT-TH', 'HNRNPA3P6', 'RTEL1P1']",7
Fold 24,"['ITGA2B', 'MMP9', 'SOX7', 'SNAI3', 'HNRNPA3P6', 'RPL23AP7']",6
Fold 25,"['NFYB', 'IL16', 'CDK10', 'KLRC2', 'HNRNPA3P6', 'YWHAQP5', 'RPL23AP7', 'THAP9-AS1']",8
Fold 26,"['PLEK2', 'TREML1', 'MAGEF1', 'GPX1P1', 'MIRLET7D', 'RNA5SP149', 'Y_RNA.221', 'YWHAQP5', 'HLA-DQA2', 'RN7SL546P', 'RPL23AP7', 'RP3-412A9.17']",12
Fold 27,"['UBE2H', 'MT-TS2', 'RPL23AP7']",3
Fold 28,"['HNRNPA3P6', 'RPL23AP7', 'MTRNR2L8', 'RP4-671O14.6']",4
Fold 29,"['COMMD8', 'Y_RNA.77', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8']",5
Fold 30,"['GNA13', 'RPL23AP7']",2
Fold 31,"['CHCHD4', 'CDK10', 'RNA5SP387', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8', 'ZNF587B']",7
Fold 32,"['TNNI2', 'ANGPTL4', 'RNY1', 'NEU1', 'YWHAQP5', 'RPL23AP7']",6
Fold 33,"['MAGI2', 'Y_RNA.201', 'RPL23AP7', 'RP11-15A1.4']",4
Fold 34,"['IFI27L2', 'CYSLTR2', 'ZFAND4', 'RP11-570P14.1', 'RPS4XP22', 'RPL23AP7', 'RN7SL559P', 'MTRNR2L8', 'RP11-294J22.7']",9
Fold 35,"['TRIO', 'PPA1', 'Y_RNA.208', 'MT-TC', 'MAGI2-AS3', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8', 'RN7SL650P']",9
Fold 36,"['TRAF7', 'CLEC7A', 'MAGI2-AS3', 'RPL23AP7']",4
Fold 37,"['ZNF549', 'MRPL35', 'CXCL8', 'SLC44A4', 'RPL23AP7']",5
Fold 38,"['GNAS', 'PPM1D', 'CDK10', 'MIRLET7D', 'HNRNPA3P6', 'YWHAQP5', 'RPL23AP7', 'RN7SL650P']",8
Fold 39,"['COL6A5', 'EMID1', 'YWHAQP5', 'RPL23AP7']",4
Fold 40,"['PLEK2', 'AC007238.1', 'SNORD97', 'RPL23AP7']",4
Fold 41,"['MVK', 'SLC30A7', 'WDFY3', 'ID4', 'MAGI2', 'RNA5SP387', 'RPL23AP7', 'RP11-473M20.9', 'RAB11B-AS1']",9
Fold 42,"['WBP2', 'ZC3H8', 'CDK10', 'GPX1P1', 'MIRLET7D', 'ZDHHC18', 'MT-TH', 'HNRNPA3P6', 'RPL34P34', 'RPL23AP7', 'LINC01207', 'GMDS-AS1', 'SMIM3']",13
Fold 43,"['LRP5', 'ATF7IP', 'TMEM70', 'RPS3AP5', 'THNSL1', 'RNA5SP355', 'MT-TH', 'YWHAQP5', 'RPL23AP7', 'RN7SL210P']",10
Fold 44,"['RHD', 'FAM49A', 'ITPRIPL1', 'RPL23AP7', 'RP11-319G6.1']",5
Fold 45,"['HIST1H2BD', 'AC005532.5', 'RPL23AP7']",3
Fold 46,"['MT-TH', 'HNRNPA3P6', 'YWHAQP5', 'RPL23AP7', 'RN7SL60P']",5
Fold 47,"['SPTB', 'HOXB3', 'BEX2', 'SCOC', 'PTCRA', 'MAMSTR', 'BICD2', 'DPP10-AS1', 'RPL34P34', 'YWHAQP5', 'KIFC1', 'RPL23AP7', 'RP11-473P24.2', 'MTRNR2L8']",14
Fold 48,"['MAMSTR', 'RPL23AP7', 'AC068134.10', 'EGLN2']",4
Fold 49,"['MAIP1', 'MAP4K2', 'Y_RNA.138', 'RNY3P12', 'SNORD97', 'RPL23AP7']",6
Fold 50,"['PPP1R3C', 'PPAN', 'RPL23AP7']",3
Fold 51,"['GGT7', 'ADGRE3', 'MAP4K2', 'MOG', 'YWHAQP5', 'RN7SL546P', 'RPL23AP7', 'AP000769.7']",8
Fold 52,"['ARMCX2', 'RNA5SP387', 'Y_RNA.138', 'MAGI2-AS3', 'FOXO3B']",5
Fold 53,"['INHBA', 'NAGS', 'RNU6-487P', 'MT-TC', 'HNRNPA3P6', 'YWHAQP5', 'MTRNR2L8']",7
Fold 54,"['TGFB1', 'AR', 'Y_RNA.79', 'HCG27', 'MT-TH', 'TTLL3']",6
Fold 55,"['CXCL1', 'RPL23AP7']",2
Fold 56,"['PDZK1IP1', 'CDK10', 'MIRLET7D', 'YWHAQP5', 'RPL23AP7', 'RP11-15A1.4']",6
Fold 57,"['CYP3A4', 'DNHD1', 'SORCS2', 'CDK10', 'GS1-519E5.1']",5
Fold 58,"['TRIO', 'TRIM58', 'CDK10', 'Y_RNA.138', 'Y_RNA.201', 'RPL23AP7', 'THAP9-AS1', 'RP3-412A9.17']",8
Fold 59,"['MOSPD1', 'PLBD1', 'HIST1H2BJ', 'OXTR', 'TRABD2A', 'MT-TH', 'RPL34P34', 'RPL23AP7']",8
Fold 60,"['CTTN', 'PLEK2', 'HES1', 'APOA1', 'ZNF132', 'ATXN7', 'AZU1', 'HNRNPA3P6', 'MAGI2-AS3', 'RPL23AP7', 'RP11-294J22.7']",11
Fold 61,"['LMF2', 'BRCC3', 'HNRNPA3P6', 'RPL23AP7']",4
Fold 62,"['SCPEP1', 'APOBR', 'RP1-241P17.4', 'RP11-34P13.7', 'RPL23AP7', 'RN7SL210P']",6
Fold 63,"['PDZD11', 'AGAP2', 'RAB31', 'MRM3', 'Y_RNA.138', 'MT-TH', 'RPL34P34']",7
Fold 64,"['GSE1', 'ZNF746', 'CDK10', 'MAGI2', 'HNRNPA3P6', 'LTA', 'YWHAQP5', 'RPL23AP7', 'AC093627.8', 'CTD-2245F17.3']",10
Fold 65,['RPL34P34'],1
Fold 66,"['CLEC3B', 'RP13-258O15.1', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8']",6
Fold 67,"['GLRX5', 'MRPL30', 'HNRNPA3P6', 'RPL23AP7']",4
Fold 68,"['H19', 'ZNF641', 'RPL23AP7', 'RN7SL559P', 'RN7SL5P']",5
Fold 69,"['EGR1', 'C5orf34', 'RNA5SP267']",3
Fold 70,"['CPVL', 'CXCL5', 'MT-TC', 'MT-TH', 'RPS10P16', 'LILRA6', 'MTRNR2L8']",7
Fold 71,"['ALPK1', 'MVK', 'IFIT3', 'TRIM58', 'RPS3AP5', 'CDK10', 'RNA5SP245', 'Y_RNA.138', 'RPL34P34', 'YWHAQP5', 'RPL23AP7', 'RP11-65F13.3']",12
Fold 72,"['PLEK2', 'CHI3L1', 'PLEKHF1', 'OXTR', 'MT-TH', 'RPL23AP7']",6
Fold 73,"['TMEM14B', 'MT-TH', 'HNRNPA3P6', 'MRPS17', 'RPL23AP7', 'MTRNR2L8']",6
Fold 74,"['PDZD11', 'UBA7', 'VTRNA1-2', 'MT-TH', 'ITGB2-AS1', 'RPL23AP7']",6
Fold 75,"['CYP2W1', 'PRDX2', 'RNA5SP149', 'MT-TH', 'RPL34P34', 'RPL23AP7', 'LILRA6', 'bP-2189O9.2', 'RP11-426D19.1']",9
Fold 76,"['PLEK2', 'TMEM43', 'CDK10', 'PNP', 'MT-TH', 'KRT8P12', 'RP11-350E12.5', 'RPL23AP7']",8
Fold 77,"['MGLL', 'MIRLET7D', 'RNA5SP387', 'YWHAQP5', 'RPL23AP7', 'THAP9-AS1']",6
Fold 78,"['SLC36A1', 'PPIL4', 'CDK10', 'RNA5SP199', 'MT-TH', 'RPL23AP7']",6
Fold 79,"['ARHGAP21', 'F13A1', 'RNA5SP267', 'HNRNPA3P6', 'YWHAQP5', 'RPL23AP7', 'MTRNR2L8']",7
Fold 80,"['SLC12A5', 'TGFA', 'FGA', 'MAGI2', 'RPL23AP7', 'MTRNR2L8']",6
Fold 81,"['PLEK2', 'NFE2', 'LY6G6F', 'Y_RNA.221', 'YWHAQP5', 'GOLGA5P1']",6
Fold 82,"['CDK10', 'Y_RNA.138', 'RPL34P34', 'RPL23AP7']",4
Fold 83,"['THOC6', 'LAMTOR1', 'WNT4', 'CXXC4', 'RP11-395L14.13', 'OXTR', 'MAGI2', 'RN7SL573P', 'RPL23AP7', 'MTND2P13']",10
Fold 84,"['RPL23AP7', 'RP11-318K15.2']",2
Fold 85,"['PIR', 'RPL22L1', 'Y_RNA.138', 'RP1-37C10.3', 'RPL34P34', 'YWHAQP5', 'CTD-2245F17.3']",7
Fold 86,"['ATP2A3', 'CDK10', 'Y_RNA.138', 'HNRNPA3P6', 'RPL23AP7']",5
Fold 87,"['ACACB', 'CXCL1', 'CDK10', 'HLA-A', 'YWHAQP5', 'THAP9-AS1', 'Y_RNA.369']",7
Fold 88,"['ACACB', 'RBPMS2', 'CDK10', 'GPX1P1', 'MT-TH', 'RPL34P34']",6
Fold 89,['RPL34P34'],1
Fold 90,"['SMOX', 'AVPI1', 'CEACAM3', 'Y_RNA.138', 'MT-TL1', 'MT-TM', 'MT-TH', 'RPL23AP7', 'GOLGA5P1', 'MTRNR2L8']",10
Fold 91,"['ARHGAP44', 'TAZ', 'SLC16A6', 'MVK', 'CSMD2', 'HNRNPA3P6', 'DPP10-AS1', 'RPL34P34', 'YWHAQP5', 'RPL23AP7']",10
Fold 92,"['AVPI1', 'TMEM68', 'SMG1P1', 'RPL23AP7', 'GOLGA5P1', 'MTRNR2L8']",6
Fold 93,"['HNRNPA3P6', 'RPS3AP36', 'RPL23AP7', 'THAP9-AS1', 'RP11-449J21.5']",5
Fold 94,"['LRRC39', 'B3GALNT2', 'UBTD1', 'CLCN5', 'CDK10', 'SLC44A4', 'RPL23AP7', 'RP11-390K5.1', 'RP11-727F15.12']",9
Fold 95,"['HNRNPA3P6', 'RPL23AP7', 'CCL4']",3
Fold 96,"['PLEK2', 'MYL9', 'ASF1B', 'ARHGEF9', 'MTURN', 'Y_RNA.248', 'YWHAQP5', 'RP11-267J23.1', 'ZNF550', 'MTRNR2L8']",10
Fold 97,"['MT-TM', 'LRRC37A2', 'RPL23AP7']",3
Fold 98,"['RNU1-33P', 'MTND6P22']",2
Fold 99,"['C5orf34', 'RNA5SP387', 'MT-TH', 'RPS4XP22', 'RPL23AP7']",5
