,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
mDCs_HLADR_IFNa,0.201,0.16,0.1,0.046,0.006,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pCREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pCREB_IFNa,0.306,0.267,0.205,0.114,0.028,0.001,0.0,0.0,0.0,0.0
MDSCs_pCREB_IFNa,0.453,0.462,0.43,0.385,0.262,0.026,0.0,0.0,0.0,0.0
cMCs_pCREB_IFNa,0.079,0.057,0.039,0.036,0.025,0.009,0.0,0.0,0.0,0.0
intMCs_pCREB_IFNa,0.45,0.461,0.463,0.433,0.281,0.062,0.0,0.0,0.0,0.0
ncMCs_pCREB_IFNa,0.015,0.016,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pNFkB_IFNa,0.005,0.001,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0
CD4Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Teff_pNFkB_IFNa,0.052,0.046,0.036,0.023,0.01,0.0,0.0,0.0,0.0,0.0
CD4Tem_pNFkB_IFNa,0.01,0.004,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0
CD4Tem_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tregs_pNFkB_IFNa,0.172,0.122,0.077,0.027,0.003,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_pNFkB_IFNa,0.158,0.147,0.12,0.086,0.04,0.003,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pNFkB_IFNa,0.146,0.084,0.034,0.005,0.0,0.0,0.0,0.0,0.0,0.0
CD56loCD16posNK_pNFkB_IFNa,0.013,0.006,0.004,0.003,0.004,0.001,0.0,0.0,0.0,0.0
CD8Tcells_Th1_pNFkB_IFNa,0.074,0.044,0.017,0.005,0.003,0.0,0.0,0.0,0.0,0.0
CD8Tcm_pNFkB_IFNa,0.537,0.52,0.453,0.34,0.165,0.008,0.0,0.0,0.0,0.0
CD8Tcm_CCR2pos_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Teff_pNFkB_IFNa,0.122,0.062,0.029,0.018,0.012,0.0,0.0,0.0,0.0,0.0
CD8Tem_pNFkB_IFNa,0.004,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0
CD8Tem_CCR2pos_pNFkB_IFNa,0.035,0.016,0.011,0.009,0.002,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cpos_pNFkB_IFNa,0.024,0.007,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pNFkB_IFNa,0.015,0.008,0.006,0.01,0.018,0.001,0.0,0.0,0.0,0.0
NKT_pNFkB_IFNa,0.055,0.031,0.013,0.005,0.001,0.0,0.0,0.0,0.0,0.0
cMCs_pNFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_IFNa,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_IFNa,0.154,0.102,0.043,0.006,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_IFNa,0.264,0.237,0.162,0.037,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_pS6_IFNa,0.251,0.205,0.13,0.053,0.004,0.0,0.0,0.0,0.0,0.0
CD56hiCD16negNK_pS6_IFNa,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSCs_pS6_IFNa,0.016,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK_cells_CD11cneg_pS6_IFNa,0.059,0.043,0.034,0.015,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_IFNa,0.021,0.009,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0
