,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.233,0.178,0.109,0.044,0.006,0.0,0.0,0.0,0.0,0.0
artificial.2,0.161,0.089,0.042,0.033,0.035,0.005,0.0,0.0,0.0,0.0
artificial.3,0.35,0.229,0.073,0.013,0.004,0.0,0.0,0.0,0.0,0.0
artificial.4,0.313,0.225,0.166,0.131,0.06,0.001,0.0,0.0,0.0,0.0
artificial.5,0.223,0.131,0.042,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.432,0.4,0.331,0.206,0.054,0.003,0.0,0.0,0.0,0.0
artificial.7,0.082,0.038,0.012,0.011,0.011,0.004,0.0,0.0,0.0,0.0
artificial.8,0.104,0.055,0.011,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.9,0.256,0.242,0.194,0.133,0.03,0.001,0.0,0.0,0.0,0.0
artificial.10,0.209,0.143,0.071,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.279,0.189,0.099,0.038,0.005,0.0,0.0,0.0,0.0,0.0
artificial.12,0.119,0.054,0.021,0.004,0.002,0.0,0.0,0.0,0.0,0.0
artificial.13,0.191,0.108,0.052,0.017,0.007,0.0,0.0,0.0,0.0,0.0
artificial.14,0.206,0.122,0.04,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.15,0.135,0.08,0.03,0.013,0.002,0.0,0.0,0.0,0.0,0.0
artificial.16,0.126,0.068,0.026,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.166,0.089,0.041,0.017,0.007,0.0,0.0,0.0,0.0,0.0
artificial.18,0.268,0.2,0.123,0.071,0.019,0.0,0.0,0.0,0.0,0.0
artificial.19,0.101,0.056,0.019,0.005,0.004,0.009,0.0,0.0,0.0,0.0
artificial.20,0.144,0.07,0.016,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.347,0.32,0.278,0.196,0.097,0.014,0.0,0.0,0.0,0.0
artificial.22,0.344,0.306,0.211,0.096,0.01,0.0,0.0,0.0,0.0,0.0
artificial.23,0.193,0.13,0.073,0.036,0.007,0.0,0.0,0.0,0.0,0.0
artificial.24,0.541,0.437,0.317,0.178,0.063,0.0,0.0,0.0,0.0,0.0
artificial.25,0.531,0.488,0.382,0.262,0.14,0.025,0.0,0.0,0.0,0.0
