,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.005
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.01
artificial.3,0.0,0.0,0.0,0.0,0.001,0.001,0.032,0.009,0.26,0.102
artificial.4,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.001,0.132,0.045
artificial.5,0.0,0.0,0.0,0.0,0.006,0.0,0.071,0.018,0.454,0.267
artificial.6,0.0,0.0,0.0,0.0,0.016,0.001,0.052,0.023,0.335,0.149
artificial.7,0.0,0.0,0.009,0.002,0.034,0.016,0.069,0.037,0.262,0.129
artificial.8,0.0,0.0,0.0,0.0,0.001,0.0,0.049,0.012,0.342,0.189
artificial.9,0.0,0.0,0.0,0.0,0.006,0.0,0.018,0.005,0.233,0.086
artificial.10,0.0,0.0,0.0,0.0,0.003,0.0,0.057,0.011,0.364,0.192
artificial.11,0.0,0.0,0.0,0.0,0.001,0.0,0.011,0.003,0.182,0.074
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.005,0.374,0.182
artificial.13,0.0,0.0,0.0,0.0,0.006,0.001,0.029,0.009,0.238,0.12
artificial.14,0.0,0.0,0.042,0.0,0.186,0.069,0.374,0.218,0.774,0.619
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.175,0.058
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.009,0.312,0.158
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.222,0.071
artificial.18,0.0,0.0,0.0,0.0,0.002,0.0,0.046,0.01,0.274,0.151
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.003,0.31,0.141
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.022
artificial.21,0.0,0.0,0.0,0.0,0.002,0.0,0.024,0.005,0.284,0.132
artificial.22,0.0,0.0,0.0,0.0,0.008,0.001,0.031,0.011,0.292,0.138
artificial.23,0.0,0.0,0.0,0.0,0.007,0.001,0.121,0.026,0.494,0.31
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.142,0.043
artificial.25,0.0,0.0,0.001,0.0,0.044,0.007,0.19,0.103,0.571,0.389
artificial.26,0.0,0.0,0.176,0.003,0.481,0.27,0.646,0.476,0.895,0.781
artificial.27,0.0,0.0,0.0,0.0,0.006,0.0,0.084,0.03,0.45,0.264
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.005,0.171,0.061
artificial.29,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.001,0.123,0.033
artificial.30,0.0,0.0,0.003,0.0,0.025,0.003,0.065,0.02,0.296,0.15
artificial.31,0.0,0.0,0.002,0.0,0.036,0.008,0.192,0.055,0.543,0.369
artificial.32,0.0,0.0,0.0,0.0,0.004,0.0,0.017,0.007,0.223,0.085
artificial.33,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.002,0.302,0.132
artificial.34,0.0,0.0,0.002,0.0,0.01,0.004,0.016,0.008,0.238,0.111
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.217,0.086
artificial.36,0.0,0.0,0.004,0.0,0.061,0.002,0.096,0.033,0.317,0.157
artificial.37,0.0,0.0,0.024,0.001,0.081,0.023,0.188,0.11,0.486,0.327
artificial.38,0.0,0.0,0.0,0.0,0.001,0.0,0.025,0.001,0.365,0.175
artificial.39,0.0,0.0,0.0,0.0,0.001,0.0,0.006,0.0,0.182,0.059
artificial.40,0.0,0.0,0.0,0.0,0.002,0.0,0.04,0.003,0.318,0.164
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.197,0.063
artificial.42,0.0,0.0,0.001,0.0,0.015,0.001,0.104,0.028,0.51,0.297
artificial.43,0.0,0.0,0.002,0.0,0.067,0.019,0.202,0.092,0.528,0.349
artificial.44,0.0,0.0,0.0,0.0,0.005,0.003,0.041,0.015,0.252,0.105
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.14,0.039
artificial.46,0.0,0.0,0.0,0.0,0.004,0.0,0.057,0.012,0.347,0.182
