fold,AUC,AP,ACC,BACC,n_train,n_test
0,0.7012987012987013,0.6695115962426949,0.6944444444444444,0.6590909090909092,152,36
1,0.7724137931034483,0.734453286177424,0.6923076923076923,0.6948275862068966,149,39
2,0.7540106951871657,0.7898377321593049,0.717948717948718,0.7366310160427807,149,39
3,0.6015037593984962,0.6109582008589793,0.55,0.5413533834586466,148,40
4,0.6923076923076923,0.5040608370003999,0.7297297297297297,0.7027972027972028,151,37
5,0.7208994708994709,0.7863329571662906,0.6923076923076923,0.6706349206349206,149,39
6,0.7623456790123456,0.6221951659451659,0.8205128205128205,0.7777777777777777,149,39
7,0.7403846153846154,0.8297806828898882,0.4864864864864865,0.5689102564102564,151,37
8,0.8333333333333333,0.6804119423604719,0.8157894736842105,0.7756410256410255,150,38
9,0.8107416879795396,0.7934231896339853,0.75,0.7212276214833759,148,40
10,0.6521739130434784,0.6073186209534893,0.6410256410256411,0.5910326086956521,149,39
11,0.7103174603174602,0.695020230314348,0.6216216216216216,0.6369047619047619,151,37
12,0.7485207100591715,0.5647126563514524,0.717948717948718,0.6923076923076923,149,39
13,0.6405797101449275,0.5228671328671329,0.5789473684210527,0.5246376811594203,150,38
14,0.6666666666666666,0.7356317074738126,0.625,0.6177944862155388,148,40
15,0.5636363636363636,0.45690481493987806,0.5405405405405406,0.49696969696969695,151,37
16,0.7608695652173912,0.7229292363338415,0.6666666666666666,0.6222826086956521,149,39
17,0.7471590909090909,0.7022727846694734,0.6842105263157895,0.6761363636363636,150,38
18,0.7406417112299465,0.8267906106532983,0.6666666666666666,0.6911764705882353,149,39
19,0.7005208333333333,0.7034912187485717,0.7,0.6666666666666667,148,40
20,0.7403846153846153,0.6302416786112439,0.7297297297297297,0.6858974358974359,151,37
21,0.8057065217391305,0.799715286755728,0.7692307692307693,0.7377717391304348,149,39
22,0.6550802139037433,0.7370845943994291,0.5641025641025641,0.5601604278074866,149,39
23,0.6131578947368421,0.6811269923837138,0.5641025641025641,0.5592105263157895,149,39
24,0.7678571428571429,0.9216863003475053,0.5,0.6607142857142857,150,38
25,0.5276497695852534,0.27633053221288517,0.6842105263157895,0.5852534562211982,150,38
26,0.5745341614906831,0.5519361183928853,0.5675675675675675,0.5124223602484472,151,37
27,0.7443609022556391,0.7668454086489733,0.6,0.5964912280701754,148,40
28,0.7011834319526629,0.6679890074942547,0.6666666666666666,0.6346153846153846,149,39
29,0.6091269841269842,0.4870159932659932,0.7567567567567568,0.6507936507936507,151,37
30,0.46739130434782616,0.4447234296900044,0.5384615384615384,0.5230978260869565,149,39
31,0.6428571428571428,0.4486430830991923,0.6,0.510989010989011,148,40
32,0.4290123456790123,0.31849050182383515,0.6410256410256411,0.5555555555555556,149,39
33,0.9140625,0.8443167943167944,0.85,0.8333333333333333,148,40
34,0.6472222222222223,0.5876771436980148,0.6666666666666666,0.6416666666666666,149,39
35,0.8386243386243386,0.8694616797072716,0.6923076923076923,0.7063492063492063,149,39
36,0.6481481481481483,0.5593313492063492,0.6486486486486487,0.6018518518518519,151,37
37,0.5498084291187739,0.3904898687507383,0.6842105263157895,0.6015325670498084,150,38
38,0.8,0.8099968301066571,0.65,0.6499999999999999,148,40
39,0.733974358974359,0.6715293693234871,0.7631578947368421,0.6923076923076923,150,38
40,0.606508875739645,0.5311927568641124,0.7435897435897436,0.6538461538461539,149,39
41,0.7628571428571429,0.8239109606470133,0.6410256410256411,0.6728571428571428,149,39
42,0.6314102564102564,0.6040780706221883,0.5526315789473685,0.5160256410256411,150,38
43,0.6255144032921811,0.486579094550109,0.6666666666666666,0.5925925925925926,152,36
44,0.8184210526315789,0.8535420140243342,0.6666666666666666,0.6644736842105263,149,39
45,0.7164750957854406,0.49215842636895263,0.7631578947368421,0.6915708812260537,150,38
46,0.554093567251462,0.6407913702335868,0.5675675675675675,0.5657894736842105,151,37
47,0.6256613756613757,0.7551121167192598,0.6153846153846154,0.6190476190476191,149,39
48,0.8642857142857143,0.8476010101010101,0.7368421052631579,0.7571428571428571,150,38
49,0.7671568627450981,0.7225924282368918,0.7560975609756098,0.7487745098039216,147,41
50,0.7936507936507937,0.8294526807832339,0.6410256410256411,0.6626984126984127,149,39
51,0.8286713286713286,0.7325964283920423,0.8378378378378378,0.8321678321678322,151,37
52,0.5208333333333333,0.6538124713561958,0.4473684210526316,0.5178571428571428,150,38
53,0.4870689655172414,0.23662004162753783,0.6216216216216216,0.4418103448275862,151,37
54,0.8505434782608696,0.8082513545349224,0.7692307692307693,0.7663043478260869,149,39
55,0.7353846153846153,0.6853032517354767,0.6842105263157895,0.6307692307692307,150,38
56,0.7639751552795031,0.7169903336828802,0.6756756756756757,0.6273291925465838,151,37
