,Fold selected features,Fold #features
Fold_0,[],0
Fold_1,"['Macrophages_M2-like_glandfront_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency']",2
Fold_2,"['NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency']",2
Fold_3,"['NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Dendritic_Cells_CD209CD33dp_stromal_cellfrequency']",3
Fold_4,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_5,"['CD4_T_cells_CD11b+_glandfront_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",3
Fold_6,[],0
Fold_7,[],0
Fold_8,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_9,"['NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'CD8_T_cells_FoxP3+_stromal_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'CD8_T_cells_FoxP3+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",5
Fold_10,"['CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_11,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_12,"['Macrophages_M2-like_glandfront_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency']",2
Fold_13,[],0
Fold_14,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_15,[],0
Fold_16,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_17,[],0
Fold_18,"['CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_19,[],0
Fold_20,[],0
Fold_21,"['CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_22,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_23,[],0
Fold_24,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_25,[],0
Fold_26,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_27,['CD8_T_cells_HLA-DR+_glandfront_cellfrequency'],1
Fold_28,[],0
Fold_29,[],0
