,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.11,0.451,0.321,0.19,0.363,0.223,0.105,0.254,0.113,0.038,0.13,0.031,0.004,0.033,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.292,0.148,0.063,0.195,0.087,0.026,0.12,0.046,0.015,0.071,0.028,0.005,0.04,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.341,0.18,0.091,0.267,0.117,0.056,0.194,0.076,0.028,0.124,0.036,0.008,0.045,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.321,0.168,0.062,0.186,0.058,0.017,0.06,0.014,0.002,0.013,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.316,0.155,0.074,0.196,0.092,0.034,0.117,0.036,0.011,0.037,0.009,0.002,0.009,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.261,0.125,0.046,0.166,0.061,0.017,0.084,0.029,0.008,0.039,0.005,0.0,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.317,0.178,0.092,0.218,0.121,0.06,0.15,0.073,0.028,0.086,0.03,0.005,0.027,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.546,0.411,0.264,0.454,0.297,0.174,0.327,0.174,0.075,0.175,0.062,0.015,0.056,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.247,0.13,0.047,0.181,0.079,0.025,0.132,0.058,0.021,0.11,0.056,0.027,0.094,0.049,0.018,0.061,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.247,0.123,0.05,0.15,0.073,0.025,0.095,0.035,0.011,0.044,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.656,0.549,0.417,0.604,0.466,0.331,0.537,0.375,0.234,0.416,0.25,0.115,0.257,0.084,0.016,0.068,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.665,0.521,0.348,0.541,0.355,0.189,0.364,0.174,0.078,0.181,0.054,0.009,0.047,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.424,0.272,0.14,0.332,0.18,0.086,0.234,0.107,0.038,0.144,0.042,0.011,0.047,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.8,0.652,0.461,0.706,0.524,0.343,0.583,0.376,0.202,0.412,0.193,0.067,0.195,0.032,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.81,0.688,0.538,0.729,0.572,0.41,0.61,0.446,0.298,0.489,0.343,0.219,0.378,0.214,0.035,0.205,0.007,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.296,0.148,0.057,0.194,0.083,0.02,0.126,0.038,0.007,0.063,0.011,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.23,0.094,0.021,0.122,0.029,0.004,0.042,0.008,0.001,0.014,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.292,0.139,0.061,0.166,0.071,0.024,0.088,0.033,0.01,0.042,0.016,0.003,0.021,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.503,0.324,0.15,0.433,0.25,0.105,0.339,0.162,0.056,0.214,0.064,0.007,0.07,0.004,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.707,0.562,0.403,0.647,0.495,0.346,0.565,0.4,0.25,0.434,0.248,0.1,0.248,0.061,0.005,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.336,0.203,0.102,0.291,0.158,0.067,0.239,0.115,0.03,0.154,0.045,0.003,0.048,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.34,0.2,0.109,0.228,0.111,0.034,0.122,0.037,0.01,0.044,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.272,0.131,0.044,0.171,0.071,0.016,0.102,0.04,0.002,0.052,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.338,0.198,0.105,0.239,0.117,0.052,0.135,0.052,0.012,0.053,0.009,0.002,0.007,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.489,0.313,0.181,0.332,0.169,0.074,0.182,0.065,0.016,0.069,0.012,0.003,0.01,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.282,0.156,0.081,0.181,0.096,0.041,0.12,0.053,0.016,0.061,0.015,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.393,0.241,0.108,0.313,0.163,0.076,0.233,0.124,0.051,0.167,0.075,0.025,0.089,0.021,0.001,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.784,0.651,0.45,0.753,0.603,0.387,0.706,0.525,0.309,0.608,0.378,0.162,0.408,0.119,0.019,0.103,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.606,0.462,0.329,0.487,0.343,0.216,0.366,0.208,0.088,0.218,0.074,0.01,0.066,0.006,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.332,0.2,0.102,0.237,0.135,0.067,0.175,0.092,0.036,0.136,0.061,0.024,0.101,0.031,0.005,0.043,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.524,0.34,0.189,0.331,0.157,0.068,0.148,0.038,0.004,0.035,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.273,0.144,0.063,0.195,0.096,0.042,0.146,0.081,0.044,0.124,0.074,0.04,0.114,0.065,0.021,0.08,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.275,0.153,0.074,0.189,0.089,0.041,0.119,0.063,0.028,0.09,0.04,0.015,0.063,0.013,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.953,0.9,0.8,0.907,0.785,0.591,0.749,0.523,0.328,0.471,0.234,0.091,0.199,0.043,0.003,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.658,0.532,0.349,0.602,0.433,0.255,0.494,0.306,0.138,0.343,0.131,0.038,0.136,0.024,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.286,0.167,0.094,0.198,0.097,0.037,0.11,0.037,0.006,0.049,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.737,0.598,0.449,0.651,0.492,0.309,0.542,0.337,0.164,0.37,0.145,0.047,0.143,0.03,0.001,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.528,0.312,0.15,0.352,0.162,0.054,0.174,0.048,0.009,0.049,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.313,0.17,0.068,0.202,0.079,0.02,0.093,0.026,0.005,0.025,0.003,0.001,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.337,0.18,0.065,0.225,0.079,0.013,0.094,0.016,0.004,0.018,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.392,0.227,0.112,0.247,0.121,0.051,0.128,0.042,0.009,0.044,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.443,0.291,0.17,0.349,0.202,0.108,0.231,0.115,0.042,0.129,0.035,0.005,0.036,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.305,0.141,0.046,0.178,0.061,0.016,0.082,0.024,0.005,0.038,0.009,0.004,0.011,0.005,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.54,0.35,0.187,0.079,0.246,0.118,0.04,0.179,0.072,0.026,0.106,0.037,0.01,0.05,0.008,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.32,0.185,0.091,0.267,0.144,0.065,0.235,0.111,0.047,0.173,0.069,0.021,0.084,0.013,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.364,0.242,0.146,0.283,0.17,0.101,0.22,0.125,0.075,0.172,0.1,0.057,0.134,0.077,0.022,0.087,0.007,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.323,0.164,0.068,0.206,0.086,0.038,0.13,0.052,0.025,0.079,0.037,0.014,0.057,0.024,0.002,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.372,0.25,0.15,0.319,0.21,0.13,0.275,0.181,0.101,0.245,0.154,0.081,0.192,0.111,0.038,0.123,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.274,0.118,0.044,0.159,0.054,0.017,0.081,0.028,0.01,0.051,0.023,0.007,0.039,0.012,0.002,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.369,0.246,0.166,0.297,0.18,0.121,0.24,0.143,0.078,0.195,0.103,0.046,0.143,0.041,0.004,0.042,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.688,0.555,0.381,0.655,0.505,0.337,0.59,0.407,0.228,0.456,0.24,0.09,0.239,0.056,0.005,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.603,0.444,0.289,0.497,0.308,0.172,0.334,0.156,0.053,0.161,0.035,0.005,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.757,0.618,0.47,0.633,0.453,0.284,0.462,0.272,0.136,0.301,0.154,0.059,0.174,0.041,0.004,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.413,0.267,0.126,0.338,0.182,0.083,0.231,0.111,0.033,0.132,0.033,0.007,0.031,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.198,0.089,0.03,0.116,0.029,0.005,0.038,0.006,0.002,0.009,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.334,0.185,0.084,0.218,0.118,0.051,0.15,0.066,0.028,0.101,0.042,0.014,0.059,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.67,0.298,0.152,0.061,0.167,0.059,0.021,0.078,0.022,0.007,0.029,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.225,0.097,0.032,0.137,0.037,0.008,0.052,0.011,0.0,0.022,0.001,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.276,0.143,0.059,0.156,0.072,0.019,0.077,0.018,0.001,0.031,0.003,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.314,0.174,0.096,0.222,0.116,0.056,0.155,0.075,0.025,0.108,0.042,0.007,0.066,0.008,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.383,0.243,0.143,0.292,0.159,0.079,0.188,0.072,0.025,0.082,0.028,0.005,0.027,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.72,0.328,0.205,0.115,0.217,0.105,0.042,0.135,0.048,0.014,0.077,0.026,0.008,0.052,0.013,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.427,0.283,0.173,0.287,0.164,0.086,0.167,0.079,0.027,0.077,0.016,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.472,0.333,0.227,0.38,0.252,0.164,0.289,0.189,0.101,0.234,0.14,0.041,0.171,0.053,0.01,0.061,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.4,0.219,0.108,0.274,0.14,0.056,0.157,0.063,0.022,0.075,0.021,0.006,0.026,0.004,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.742,0.59,0.413,0.644,0.468,0.275,0.525,0.323,0.163,0.358,0.166,0.053,0.176,0.032,0.003,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.814,0.703,0.533,0.702,0.505,0.301,0.469,0.211,0.066,0.176,0.023,0.004,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.546,0.373,0.225,0.5,0.333,0.176,0.421,0.249,0.098,0.31,0.119,0.032,0.134,0.022,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.878,0.791,0.629,0.866,0.752,0.564,0.812,0.654,0.407,0.698,0.403,0.173,0.404,0.101,0.007,0.084,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.80,0.326,0.177,0.078,0.241,0.118,0.051,0.173,0.071,0.022,0.093,0.022,0.001,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.499,0.361,0.227,0.411,0.265,0.145,0.306,0.151,0.057,0.172,0.061,0.017,0.066,0.012,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.344,0.186,0.094,0.22,0.082,0.034,0.126,0.046,0.014,0.069,0.017,0.001,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.776,0.676,0.519,0.709,0.548,0.357,0.574,0.368,0.189,0.387,0.147,0.033,0.134,0.016,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.84,0.313,0.182,0.105,0.217,0.105,0.052,0.127,0.041,0.017,0.052,0.013,0.002,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.85,0.335,0.179,0.07,0.232,0.109,0.043,0.158,0.056,0.018,0.087,0.025,0.001,0.045,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.463,0.305,0.178,0.325,0.172,0.079,0.186,0.059,0.015,0.067,0.012,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.87,0.286,0.182,0.085,0.217,0.114,0.047,0.138,0.065,0.028,0.096,0.043,0.016,0.056,0.021,0.003,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.33,0.166,0.067,0.213,0.092,0.042,0.132,0.053,0.017,0.076,0.027,0.003,0.038,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.432,0.25,0.105,0.279,0.119,0.035,0.127,0.044,0.007,0.045,0.007,0.001,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.90,0.762,0.566,0.337,0.585,0.326,0.152,0.314,0.112,0.027,0.103,0.011,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.561,0.419,0.248,0.464,0.28,0.121,0.275,0.106,0.033,0.096,0.012,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.92,0.341,0.195,0.08,0.234,0.103,0.037,0.16,0.046,0.012,0.08,0.022,0.002,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.639,0.434,0.21,0.483,0.27,0.122,0.298,0.138,0.046,0.141,0.037,0.006,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.94,0.328,0.18,0.101,0.234,0.127,0.063,0.153,0.075,0.021,0.088,0.016,0.001,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.269,0.135,0.055,0.169,0.06,0.02,0.075,0.024,0.006,0.038,0.01,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
