,Fold selected features,Fold nb of features
Fold 0,"['Gland_glandular_epithelium_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold 1,[],0
Fold 2,['Macrophages_M1-like_glandfront_cellfrequency'],1
Fold 3,['CD4_T_cells_CD11b+_glandfront_cellfrequency'],1
Fold 4,['B_cells_stromal_cellfrequency'],1
Fold 5,[],0
Fold 6,[],0
Fold 7,[],0
Fold 8,"['B_cells_stromal_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Dendritic_Cells_CD86CD33dp_glandfront_cellfrequency', 'Neutrophils_glandfront_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency']",7
Fold 9,[],0
Fold 10,"['aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold 11,"['B_cells_stromal_cellfrequency', 'CD8_T_cells_FoxP3+_stromal_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Dendritic_Cells_CD33+_stromal_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",7
Fold 12,[],0
Fold 13,"['CD4_T_cells_CD11b+_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold 14,[],0
Fold 15,[],0
Fold 16,['B_cells_stromal_cellfrequency'],1
Fold 17,"['CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'Gland_fibroblast_stromal_cellfrequency']",3
Fold 18,"['CD8_T_cells_CD80_CD86+_glandfront_cellfrequency', 'CD8_T_cells_CD80_CD86+_stromal_cellfrequency', 'Macrophages_M1-like_glandfront_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_mesenchymal_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'NA_intragland_cellfrequency']",7
Fold 19,['B_cells_stromal_cellfrequency'],1
Fold 20,['Gland_fibroblast_stromal_cellfrequency'],1
Fold 21,[],0
Fold 22,[],0
Fold 23,"['aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold 24,[],0
Fold 25,"['B_cells_stromal_cellfrequency', 'CD4_T_cells_CD11b+_glandfront_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Neutrophils_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency']",6
Fold 26,"['CD4_T_cells_CD11b+_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold 27,"['B_cells_stromal_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'NK_cells_CD56brCD16-_glandfront_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Dendritic_Cells_CD33+_stromal_cellfrequency', 'Neutrophils_glandfront_cellfrequency', 'aSMA-br_fibroblast_intragland_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency', 'Gland_glandular_epithelium_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",11
Fold 28,[],0
Fold 29,"['CD4_T_cells_CD11b+_glandfront_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency']",3
Fold 30,"['CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Macrophages_M1-like_glandfront_cellfrequency', 'aSMA-br_vascular_endothelium_stromal_cellfrequency']",3
Fold 31,['B_cells_stromal_cellfrequency'],1
Fold 32,"['B_cells_stromal_cellfrequency', 'CD8_T_cells_CD80_CD86+_stromal_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Stroma_vascular_endothelium_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Neutrophils_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",7
Fold 33,[],0
Fold 34,[],0
Fold 35,"['B_cells_stromal_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'NK_cells_CD56dimCD16+_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",5
Fold 36,['CD4_T_cells_CD11b+_glandfront_cellfrequency'],1
