,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.408,0.254,0.111,0.042,0.022,0.001,0.0,0.0,0.0,0.0
artificial.2,0.604,0.438,0.234,0.074,0.013,0.0,0.0,0.0,0.0,0.0
artificial.3,0.471,0.297,0.113,0.037,0.009,0.0,0.0,0.0,0.0,0.0
artificial.4,0.756,0.658,0.444,0.142,0.015,0.0,0.0,0.0,0.0,0.0
artificial.5,0.463,0.284,0.125,0.024,0.002,0.0,0.0,0.0,0.0,0.0
artificial.6,0.52,0.367,0.182,0.065,0.022,0.0,0.0,0.0,0.0,0.0
artificial.7,0.463,0.338,0.208,0.077,0.011,0.0,0.0,0.0,0.0,0.0
artificial.8,0.727,0.685,0.595,0.418,0.125,0.0,0.0,0.0,0.0,0.0
artificial.9,0.871,0.813,0.701,0.374,0.046,0.0,0.0,0.0,0.0,0.0
artificial.10,0.509,0.337,0.171,0.045,0.009,0.0,0.0,0.0,0.0,0.0
artificial.11,0.484,0.287,0.147,0.063,0.011,0.0,0.0,0.0,0.0,0.0
artificial.12,0.569,0.412,0.215,0.056,0.002,0.0,0.0,0.0,0.0,0.0
artificial.13,0.501,0.332,0.191,0.079,0.021,0.0,0.0,0.0,0.0,0.0
artificial.14,0.471,0.298,0.124,0.03,0.004,0.0,0.0,0.0,0.0,0.0
artificial.15,0.5,0.344,0.177,0.045,0.004,0.0,0.0,0.0,0.0,0.0
artificial.16,0.627,0.497,0.273,0.08,0.006,0.0,0.0,0.0,0.0,0.0
artificial.17,0.719,0.529,0.302,0.12,0.023,0.0,0.0,0.0,0.0,0.0
artificial.18,0.581,0.435,0.285,0.099,0.011,0.0,0.0,0.0,0.0,0.0
artificial.19,0.559,0.356,0.163,0.03,0.009,0.0,0.0,0.0,0.0,0.0
artificial.20,0.539,0.372,0.177,0.065,0.016,0.0,0.0,0.0,0.0,0.0
artificial.21,0.686,0.572,0.377,0.12,0.016,0.0,0.0,0.0,0.0,0.0
artificial.22,0.545,0.355,0.168,0.037,0.009,0.0,0.0,0.0,0.0,0.0
artificial.23,0.846,0.742,0.525,0.284,0.074,0.001,0.0,0.0,0.0,0.0
artificial.24,0.581,0.426,0.264,0.112,0.009,0.0,0.0,0.0,0.0,0.0
artificial.25,0.452,0.264,0.117,0.034,0.01,0.0,0.0,0.0,0.0,0.0
artificial.26,0.684,0.567,0.42,0.262,0.084,0.003,0.0,0.0,0.0,0.0
artificial.27,0.605,0.443,0.287,0.159,0.089,0.0,0.0,0.0,0.0,0.0
artificial.28,0.502,0.327,0.128,0.031,0.008,0.0,0.0,0.0,0.0,0.0
artificial.29,0.765,0.662,0.522,0.304,0.145,0.008,0.0,0.0,0.0,0.0
artificial.30,0.724,0.68,0.597,0.352,0.051,0.0,0.0,0.0,0.0,0.0
artificial.31,0.502,0.354,0.171,0.036,0.002,0.0,0.0,0.0,0.0,0.0
artificial.32,0.8,0.743,0.572,0.32,0.093,0.001,0.0,0.0,0.0,0.0
artificial.33,0.614,0.508,0.32,0.133,0.027,0.0,0.0,0.0,0.0,0.0
artificial.34,0.41,0.229,0.078,0.017,0.007,0.0,0.0,0.0,0.0,0.0
artificial.35,0.58,0.396,0.182,0.058,0.009,0.0,0.0,0.0,0.0,0.0
artificial.36,0.516,0.347,0.155,0.028,0.001,0.0,0.0,0.0,0.0,0.0
artificial.37,0.824,0.737,0.479,0.158,0.009,0.0,0.0,0.0,0.0,0.0
artificial.38,0.688,0.59,0.412,0.166,0.01,0.0,0.0,0.0,0.0,0.0
artificial.39,0.562,0.403,0.239,0.093,0.004,0.0,0.0,0.0,0.0,0.0
artificial.40,0.586,0.394,0.165,0.03,0.001,0.0,0.0,0.0,0.0,0.0
artificial.41,0.693,0.554,0.366,0.125,0.004,0.0,0.0,0.0,0.0,0.0
