,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
cMCs_HLADR_GMCSF,0.517,0.449,0.345,0.176,0.034,0.0,0.0,0.0,0.0,0.0
intMCs_pCREB_GMCSF,0.965,0.942,0.877,0.702,0.261,0.01,0.0,0.0,0.0,0.0
intMCs_pERK_GMCSF,0.248,0.115,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_pNFkB_GMCSF,0.441,0.424,0.34,0.213,0.047,0.0,0.0,0.0,0.0,0.0
intMCs_pNFkB_GMCSF,0.378,0.268,0.124,0.032,0.002,0.0,0.0,0.0,0.0,0.0
ncMCs_pNFkB_GMCSF,0.421,0.256,0.089,0.01,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pNFkB_GMCSF,0.348,0.181,0.059,0.019,0.001,0.0,0.0,0.0,0.0,0.0
Granulocytes_pS6_GMCSF,0.98,0.943,0.811,0.571,0.23,0.007,0.0,0.0,0.0,0.0
MDSCs_pS6_GMCSF,0.11,0.042,0.012,0.001,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pS6_GMCSF,0.142,0.046,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pS6_GMCSF,0.527,0.406,0.156,0.012,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pS6_GMCSF,0.27,0.224,0.156,0.038,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pS6_GMCSF,0.644,0.538,0.303,0.066,0.001,0.0,0.0,0.0,0.0,0.0
pDCs_pS6_GMCSF,0.093,0.062,0.042,0.013,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_pSTAT3_GMCSF,0.952,0.842,0.611,0.287,0.003,0.0,0.0,0.0,0.0,0.0
Granulocytes_pSTAT3_GMCSF,0.556,0.312,0.128,0.042,0.008,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT3_GMCSF,0.546,0.52,0.498,0.493,0.373,0.087,0.0,0.0,0.0,0.0
Granulocytes_pSTAT5_GMCSF,0.739,0.604,0.415,0.241,0.179,0.005,0.0,0.0,0.0,0.0
MDSCs_pSTAT5_GMCSF,0.193,0.085,0.029,0.011,0.004,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT5_GMCSF,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT5_GMCSF,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT5_GMCSF,0.02,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
ncMCs_pSTAT5_GMCSF,0.329,0.147,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT5_GMCSF,0.568,0.391,0.189,0.064,0.014,0.0,0.0,0.0,0.0,0.0
MDSCs_pSTAT6_GMCSF,0.004,0.003,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0
cMCs_pSTAT6_GMCSF,0.014,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
intMCs_pSTAT6_GMCSF,0.009,0.007,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0
mDCs_pSTAT6_GMCSF,0.02,0.008,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
pDCs_pSTAT6_GMCSF,0.118,0.074,0.026,0.01,0.004,0.0,0.0,0.0,0.0,0.0
