,Fold selected features,Fold #features
Fold_0,"['aSMA-br_mesenchymal_stromal_area', 'Macrophages_M1-like_stromal_area', 'aSMA-br_vascular_endothelium_stromal_area', 'Macrophages_M1-like_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M2-like_stromal_area']",6
Fold_1,['Macrophages_M1_M2_stromal_area'],1
Fold_2,"['CD4_T_cells_FoxP3+_stromal_eccentricity', 'NK_cells_CD56dimCD16+CD9hi_glandfront_celldistance', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",6
Fold_3,[],0
Fold_4,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_5,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_6,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_7,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_8,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_9,[],0
Fold_10,"['Macrophages_M1-like_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_11,"['CD4_T_cells_FoxP3+_glandfront_celldistance', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_area']",3
Fold_12,"['Macrophages_MDSC_stromal_area', 'Gland_glandular_epithelium_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",3
Fold_13,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_14,"['aSMA-br_mesenchymal_stromal_area', 'Gland_mesenchymal_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",3
Fold_15,"['aSMA-br_mesenchymal_stromal_area', 'Gland_vascular_endothelium_stromal_eccentricity', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area']",4
Fold_16,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_17,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_18,"['CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_19,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_20,"['CD4_T_cells_FoxP3+_stromal_eccentricity', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity', 'Stroma_fibroblast_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_stromal_eccentricity', 'Macrophages_M1_M2_stromal_area', 'Gland_mesenchymal_stromal_area', 'Macrophages_MDSC_stromal_area', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",9
Fold_21,"['aSMA-br_mesenchymal_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",3
Fold_22,"['CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'Gland_glandular_epithelium_glandfront_area', 'Macrophages_M1-like_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_celldistance', 'Macrophages_M1_M2_stromal_area']",7
Fold_23,"['aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'Macrophages_MDSC_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_eccentricity', 'Macrophages_M1-like_stromal_area', 'Gland_vascular_endothelium_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area', 'Dendritic_Cells_CD86CD33dp_stromal_eccentricity', 'Gland_fibroblast_glandfront_celldistance']",10
Fold_24,"['Gland_vascular_endothelium_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Stroma_fibroblast_stromal_area']",3
Fold_25,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_26,[],0
Fold_27,"['aSMA-br_mesenchymal_stromal_area', 'Macrophages_M1-like_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",3
Fold_28,"['Dendritic_Cells_CD209CD86dp_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_29,"['Macrophages_M1_M2_stromal_area', 'Stroma_fibroblast_stromal_area']",2
Fold_30,"['CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_31,"['CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_32,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_33,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_34,"['aSMA-br_vascular_endothelium_glandfront_celldistance', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'Gland_glandular_epithelium_glandfront_area']",3
Fold_35,"['aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
Fold_36,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_37,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold_38,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_CD80_CD86+_stromal_area']",2
