,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
IL246_Baso_149Sm_CREB,0.0,0.0,0.0,0.0,2.7058570665010744e-05,0.0,0.0004723836391271739,0.00013407638501621298,0.008551798363665989,0.0021650974231509756
IL246_Baso_151Eu_p38,0.0,0.0,0.0,0.0,7.66791069408521e-05,0.0,0.0009559549670276361,0.00019493629706367096,0.01210099724526934,0.0029444946380603083
IL246_Baso_155Gd_S6,0.0,0.0,0.0009070434182537521,0.0,0.016374607219284607,0.0067534622045293214,0.03778354962624727,0.018488569840130656,0.10198934652758876,0.06388821640180398
IL246_Baso_159Tb_MAPKAPK2,0.0,0.0,0.007750920037296887,0.0008657232429633214,0.02074113928823721,0.012753494371260195,0.027246744136879657,0.01812321050813966,0.0655195306354511,0.03639801754153141
IL246_Baso_164Dy_IkB,0.0,0.0,0.0,0.0,0.00023583668866389767,4.154765861216281e-05,0.0002849566567809939,0.00019557596453687143,0.0031043012899113678,0.0005905175961364162
IL246_Baso_166Er_NFkB,0.0,0.0,0.0,0.0,0.0003097873430861761,0.00012199564671092988,0.0016693187393404284,0.0005092299113489392,0.02115438121775433,0.0054206653019107575
IL246_Bcells_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,3.159393346167804e-05,0.0,0.0039930024700229275,0.0007222777029976752
IL246_Bcells_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0010920814288675673,1.9915034845895044e-05,0.020856925627434277,0.0038918093687385583,0.11767297174083009,0.06374357227487996
IL246_Bcells_151Eu_p38,0.0,0.0,0.0,0.0,8.8659528283315e-05,0.0,0.0004379055987653194,0.00013913735609845642,0.01027821178754825,0.0020922935208296544
IL246_Bcells_154Sm_STAT3,0.0,0.0,0.00016914806932462613,0.0,0.0026718760251640294,0.0008273525653066831,0.00874809637528548,0.00362783791717429,0.04885381568262636,0.022643324720226208
IL246_Bcells_155Gd_S6,0.0,0.0,0.0,0.0,0.001028765581168085,3.4811641142260135e-05,0.0029585359664384163,0.001344448028767234,0.02081556676952139,0.008430001885153825
IL246_Bcells_159Tb_MAPKAPK2,0.0,0.0,1.509293859211428e-05,0.0,0.0008744190853791201,7.262261155740985e-05,0.0020492529680504446,0.0009412858213938336,0.013607012947628975,0.0047260791385462545
IL246_Bcells_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,2.223855588315302e-05,0.0,0.001909111688924126,0.0001663667382429367
IL246_Bcells_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006022685055750722,0.0009565170558944549
IL246_Bcells_167Er_ERK,0.0,0.0,0.0,0.0,0.0,0.0,0.00012239828417798858,0.0,0.022515121907002163,0.004993277572950691
IL246_Bcells_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,5.2988503989611405e-05,0.0,0.01200804101676673,0.0007568712284733485
IL246_CD4T_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001364043166163172,0.00028407349949472935
IL246_CD4T_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0009403408918548779,4.37226967102312e-05,0.020428351865112392,0.005329096728887789
IL246_CD4T_151Eu_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.00017951687941775466,6.562101380582767e-05,0.007889042774396506,0.0025937305950289743
IL246_CD4T_153Eu_STAT1,0.0,0.0,0.0019157999416278388,0.0,0.021130693573512736,0.007972112722939085,0.04400838431519064,0.021183026644764263,0.12404165711964292,0.07377137790311937
IL246_CD4T_154Sm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,5.140300640028753e-05,0.0,0.009209437805501836,0.0018679409560293353
IL246_CD4T_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0001886463618518345,0.0,0.0008902713394064847,0.00018020932788344562,0.012467939827055607,0.0034660298516700355
IL246_CD4T_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,9.777097539415144e-05,4.610566666922933e-07,0.0016075053728262056,0.0003629498079236961
IL246_CD4T_166Er_NFkB,0.0,0.0,0.0,0.0,0.00023578179927119137,0.0,0.0011042952581000675,0.00017679462500645344,0.019274143087737144,0.004567620535341003
IL246_CD4T_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,5.0955059981221205e-05,3.3849215131954725e-05,0.00500677602997486,0.001023815464891562
IL246_CD4Tcm_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001202865916493741,0.00025428911545506873
IL246_CD4Tcm_150Nd_STAT5,0.0,0.0,0.0,0.0,0.00011450129222548386,0.0,0.0014294516096589962,0.0003994127507526171,0.01778496277736603,0.0061067694004084475
IL246_CD4Tcm_151Eu_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0012503759005161447,0.0002189141761042207,0.013936680870172902,0.005493478008491298
IL246_CD4Tcm_153Eu_STAT1,0.0,0.0,0.000797606362410815,0.0,0.031113637772315912,0.007929022959943159,0.06310251807757346,0.03371674341662941,0.14255929713725718,0.09442673187860434
IL246_CD4Tcm_154Sm_STAT3,0.0,0.0,0.0,0.0,0.0001563496883766555,8.771619651115756e-05,0.0003537671978816789,0.00013211727547501816,0.005701339807930075,0.0010166554058897662
IL246_CD4Tcm_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0001933241283256596,0.0,0.0007129891859584455,0.00017321243199143094,0.011051648189155838,0.0030296334874245134
IL246_CD4Tcm_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008834292260228759,6.578824286540445e-05
IL246_CD4Tcm_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.00032611864278933236,0.0,0.014409535295188253,0.00272944954871905
IL246_CD4Tcm_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,1.4904066458947403e-05,0.0,0.004846478209579948,0.000838153797843022
IL246_CD4Tem_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,1.6395783543439808e-05,0.0,0.0030792939707921865,0.0005529870251968608
IL246_CD4Tem_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0007793738990255428,0.0001765898625073165,0.019535028727797003,0.006181987722755731
IL246_CD4Tem_151Eu_p38,0.0,0.0,0.0,0.0,0.0007872879123611023,0.0002609492290110824,0.0029581560667832447,0.0016634595148227347,0.01874445573940465,0.008998261612386376
IL246_CD4Tem_154Sm_STAT3,0.0,0.0,0.0,0.0,0.002083813449105796,0.00023359856659012476,0.014593518749782649,0.004902490170061669,0.0556498379600927,0.0327113035466044
IL246_CD4Tem_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0006558844972844987,2.5783629796816373e-05,0.0013739055903128584,0.0005298682787270282,0.011932641451974254,0.0038635526127187222
IL246_CD4Tem_164Dy_IkB,0.0,0.0,0.0,0.0,4.808776705986845e-09,0.0,0.0001441759310902712,0.0,0.001723000182970286,0.00032768577647079926
IL246_CD4Tem_166Er_NFkB,0.0,0.0,0.0,0.0,0.001199342542785986,0.00022103724616448546,0.0042708712320428995,0.0012172687443901967,0.03396022072561873,0.011440584635809388
IL246_CD4Tem_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0005072407230880235,0.00018137593070759764,0.006629451836553863,0.0019526941897246043
IL246_CD4Tnaive_149Sm_CREB,0.0,0.0,0.0,0.0,7.088409053866343e-05,0.0,0.0001074987820474877,0.0,0.00450173740705794,0.0009102483607813522
IL246_CD4Tnaive_150Nd_STAT5,0.0,0.0,0.0001202061366348715,0.0,0.001095975655112144,0.0007494689019194173,0.0019695248672023367,0.0010864928685352757,0.01937798630018294,0.006642454299011684
IL246_CD4Tnaive_151Eu_p38,0.0,0.0,0.0,0.0,4.727180524941675e-05,0.0,0.001051484440449108,0.00032727597245744495,0.014024643751702918,0.005346829699510416
IL246_CD4Tnaive_153Eu_STAT1,0.0,0.0,0.0,0.0,0.00038158700876963656,0.00024553488699316327,0.001685396066188918,0.0003619449039991663,0.0430044299284255,0.014209385204911164
IL246_CD4Tnaive_154Sm_STAT3,0.0,0.0,0.0,0.0,6.785255909289907e-06,0.0,0.00021345242944455266,4.632538073743425e-05,0.008790565694982428,0.0012655920086656754
IL246_CD4Tnaive_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,1.2544751899202237e-06,0.0,0.0007846323552549492,0.00015261053257798146,0.010357028460295868,0.003256827838782191
IL246_CD4Tnaive_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,4.303315157536923e-05,0.0,0.0022651372015899773,0.0005975996324679813
IL246_CD4Tnaive_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,2.876824671776513e-06,0.0,0.009716094405150814,0.0015016692643047352
IL246_CD4Tnaive_167Er_ERK,0.0,0.0,0.0,0.0,0.0003171455162888204,0.0,0.0041399480563360375,0.00076879250876283,0.03234876637001746,0.013703990765594457
IL246_CD4Tnaive_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.00016864226339539235,0.0,0.00561117847988774,0.001391178544578994
IL246_CD4Trm_149Sm_CREB,0.0,0.0,0.0,0.0,0.00016043487873220824,0.0,0.0014911645227635418,0.00016754361387411694,0.02041415352123129,0.006919506124330596
IL246_CD4Trm_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0011225315485871106,0.00030290876425616086,0.0033700073124849138,0.0010622509097573598,0.023000151660307094,0.009448363694965649
IL246_CD4Trm_151Eu_p38,0.0,0.0,0.0,0.0,0.00023225656876219519,1.9499777521555638e-05,0.003987710252149561,0.0009169746487486379,0.026206621084273136,0.01185476266279997
IL246_CD4Trm_154Sm_STAT3,0.0,0.0,0.0006906196489908278,0.0,0.006161332621681084,0.002562236508066769,0.014232432215954443,0.005919059997303027,0.06122955453376376,0.0322691656746273
IL246_CD4Trm_159Tb_MAPKAPK2,0.0,0.0,6.086980219870304e-05,0.0,0.00035539553529111693,2.256609656664413e-05,0.0017121346547536247,0.000415428089053716,0.015424887673237858,0.006139500578649653
