,Fold selected features,Fold #features
Fold_0,"['aSMA-br_fibroblast_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_1,"['Gland_glandular_epithelium_glandfront_Ki67', 'NK_cells_CD56brCD16-_glandfront_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'NKT_glandfront_Ki67']",4
Fold_2,"['Macrophages_M1_M2_glandfront_aggregatedNeighbors.Macrophages.M1.like', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_glandfront_aggregatedNeighbors.Gland.mesenchymal']",3
Fold_3,[],0
Fold_4,['CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast'],1
Fold_5,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_fibroblast_glandfront_cellfrequency', 'aSMA-br_mesenchymal_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'Stroma_epithelial_stem_glandfront_cellfrequency', 'Macrophages_M1-like_glandfront_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency']",8
Fold_6,"['NA_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency']",2
Fold_7,"['Macrophages_M2-like_glandfront_cellfrequency', 'CD8_T_cells_FoxP3+_glandfront_cellfrequency', 'Stroma_mesenchymal_intragland_cellfrequency', 'CD4_T_cells_FoxP3+_stromal_cellfrequency', 'Macrophages_M1_M2_stromal_GranzymeB', 'CD8_T_cells_CD11b+_intragland_cellfrequency', 'Neutrophils_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_glandular_epithelium_glandfront_Ki67', 'Stroma_fibroblast_intragland_cellfrequency', 'NK_cells_CD56brCD16-_intragland_cellfrequency', 'Macrophages_M1-like_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_stromal_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'NKT_glandfront_Ki67']",17
Fold_8,"['Gland_mesenchymal_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",3
Fold_9,"['CD4_T_cells_FoxP3+_glandfront_celldistance', 'Gland_mesenchymal_intragland_cellfrequency', 'Dendritic_Cells_CD209CD33dp_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium', 'Dendritic_Cells_CD33+_glandfront_aggregatedNeighbors.aSMA.br.fibroblast', 'Dendritic_Cells_CD33+_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",7
Fold_10,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast', 'NKT_glandfront_Ki67']",9
Fold_11,"['NA_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.glandular.epithelium', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",4
Fold_12,['CD4_T_cells_FoxP3+_glandfront_celldistance'],1
Fold_13,"['Macrophages_M1_M2_stromal_GranzymeB', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold_14,"['Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast', 'Gland_fibroblast_intragland_aggregatedNeighbors.Gland.mesenchymal', 'CD4_T_cells_CD11b+_stromal_aggregatedNeighbors.Stroma.fibroblast']",3
Fold_15,"['Gland_fibroblast_intragland_aggregatedNeighbors.Gland.mesenchymal', 'Dendritic_Cells_CD33+_glandfront_aggregatedNeighbors.aSMA.br.fibroblast']",2
Fold_16,"['NA_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'CD4_T_cells_FoxP3+_stromal_cellfrequency']",3
Fold_17,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_18,"['aSMA-br_mesenchymal_glandfront_aggregatedNeighbors.aSMA.br.fibroblast', 'Macrophages_M1-like_glandfront_area', 'Gland_mesenchymal_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'NK_cells_CD56brCD16-TIM3hi_glandfront_eccentricity', 'Dendritic_Cells_CD33+_glandfront_aggregatedNeighbors.aSMA.br.fibroblast', 'Gland_mesenchymal_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_aggregatedNeighbors.Gland.fibroblast']",8
Fold_19,[],0
Fold_20,"['Macrophages_M1_M2_stromal_GranzymeB', 'Macrophages_M1_M2_stromal_area']",2
