,Feature Name
Feature n°1,Stroma_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium
Feature n°2,aSMA-br_vascular_endothelium_stromal_aggregatedNeighbors.aSMA.br.vascular.endothelium
