,Feature Name
Feature n°1,B_cells_stromal_cellfrequency
Feature n°2,CD8_T_cells_HLA-DR+_glandfront_cellfrequency
Feature n°3,aSMA-br_vascular_endothelium_stromal_cellfrequency
