,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.499,0.324,0.159,0.026,0.002,0.0,0.0,0.0,0.0,0.0
artificial.2,0.266,0.105,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.036,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.192,0.135,0.079,0.018,0.004,0.0,0.0,0.0,0.0,0.0
artificial.5,0.038,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.554,0.359,0.148,0.021,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.73,0.668,0.576,0.423,0.219,0.021,0.0,0.0,0.0,0.0
artificial.8,0.37,0.217,0.082,0.032,0.013,0.001,0.0,0.0,0.0,0.0
artificial.9,0.56,0.378,0.231,0.154,0.057,0.002,0.0,0.0,0.0,0.0
artificial.10,0.36,0.196,0.052,0.013,0.001,0.0,0.0,0.0,0.0,0.0
artificial.11,0.596,0.515,0.438,0.276,0.082,0.001,0.0,0.0,0.0,0.0
artificial.12,0.456,0.233,0.093,0.017,0.002,0.0,0.0,0.0,0.0,0.0
artificial.13,0.475,0.363,0.284,0.227,0.14,0.008,0.0,0.0,0.0,0.0
artificial.14,0.564,0.396,0.203,0.039,0.001,0.0,0.0,0.0,0.0,0.0
artificial.15,0.955,0.926,0.807,0.572,0.308,0.057,0.0,0.0,0.0,0.0
artificial.16,0.021,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.423,0.227,0.09,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.13,0.062,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.55,0.427,0.264,0.111,0.014,0.0,0.0,0.0,0.0,0.0
artificial.20,0.254,0.125,0.048,0.024,0.006,0.0,0.0,0.0,0.0,0.0
artificial.21,0.451,0.284,0.091,0.03,0.014,0.0,0.0,0.0,0.0,0.0
artificial.22,0.423,0.254,0.098,0.026,0.005,0.0,0.0,0.0,0.0,0.0
artificial.23,0.191,0.064,0.017,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.238,0.108,0.013,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.672,0.646,0.504,0.197,0.019,0.0,0.0,0.0,0.0,0.0
artificial.26,0.24,0.106,0.046,0.013,0.0,0.0,0.0,0.0,0.0,0.0
