,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.034,0.0,0.444,0.241,0.709,0.483,0.912,0.806
artificial.2,0.0,0.0,0.0,0.0,0.05,0.007,0.162,0.059,0.558,0.322
artificial.3,0.0,0.0,0.005,0.0,0.032,0.004,0.163,0.048,0.551,0.341
artificial.4,0.0,0.0,0.001,0.0,0.043,0.004,0.149,0.056,0.56,0.325
artificial.5,0.0,0.0,0.0,0.0,0.01,0.0,0.107,0.032,0.53,0.306
artificial.6,0.0,0.0,0.011,0.0,0.266,0.121,0.482,0.307,0.781,0.622
artificial.7,0.0,0.0,0.024,0.001,0.087,0.032,0.273,0.1,0.643,0.429
artificial.8,0.0,0.0,0.009,0.0,0.169,0.073,0.376,0.191,0.754,0.546
artificial.9,0.0,0.0,0.025,0.0,0.203,0.113,0.342,0.196,0.663,0.478
artificial.10,0.0,0.0,0.001,0.0,0.123,0.043,0.303,0.142,0.67,0.455
artificial.11,0.0,0.0,0.0,0.0,0.084,0.016,0.249,0.107,0.602,0.403
artificial.12,0.0,0.0,0.001,0.0,0.011,0.001,0.068,0.017,0.501,0.236
artificial.13,0.0,0.0,0.005,0.0,0.102,0.038,0.21,0.094,0.56,0.332
artificial.14,0.0,0.0,0.005,0.0,0.171,0.056,0.335,0.185,0.677,0.482
artificial.15,0.0,0.0,0.0,0.0,0.142,0.027,0.333,0.168,0.649,0.458
artificial.16,0.0,0.0,0.001,0.0,0.038,0.004,0.142,0.038,0.478,0.269
artificial.17,0.0,0.0,0.005,0.0,0.119,0.041,0.319,0.164,0.673,0.483
artificial.18,0.0,0.0,0.005,0.0,0.029,0.006,0.167,0.045,0.644,0.392
artificial.19,0.0,0.0,0.0,0.0,0.105,0.022,0.3,0.141,0.685,0.465
artificial.20,0.0,0.0,0.025,0.0,0.467,0.285,0.619,0.465,0.797,0.683
artificial.21,0.0,0.0,0.004,0.0,0.217,0.101,0.351,0.207,0.622,0.432
artificial.22,0.0,0.0,0.001,0.0,0.008,0.0,0.088,0.012,0.489,0.253
artificial.23,0.0,0.0,0.005,0.0,0.162,0.073,0.283,0.168,0.644,0.431
artificial.24,0.0,0.0,0.019,0.0,0.315,0.178,0.451,0.317,0.712,0.538
artificial.25,0.0,0.0,0.018,0.001,0.32,0.174,0.509,0.361,0.762,0.598
artificial.26,0.0,0.0,0.001,0.0,0.051,0.006,0.165,0.063,0.543,0.301
artificial.27,0.0,0.0,0.007,0.0,0.027,0.001,0.107,0.031,0.504,0.276
artificial.28,0.0,0.0,0.006,0.0,0.29,0.16,0.479,0.308,0.76,0.613
artificial.29,0.0,0.0,0.021,0.0,0.24,0.097,0.429,0.243,0.674,0.505
artificial.30,0.0,0.0,0.0,0.0,0.084,0.022,0.25,0.089,0.637,0.403
artificial.31,0.0,0.0,0.002,0.0,0.147,0.05,0.358,0.182,0.696,0.52
artificial.32,0.0,0.0,0.006,0.0,0.232,0.103,0.468,0.286,0.793,0.618
artificial.33,0.0,0.0,0.013,0.0,0.121,0.042,0.309,0.163,0.664,0.478
artificial.34,0.0,0.0,0.001,0.0,0.058,0.013,0.187,0.072,0.579,0.357
artificial.35,0.0,0.0,0.024,0.0,0.327,0.178,0.522,0.352,0.791,0.646
artificial.36,0.0,0.0,0.006,0.0,0.385,0.2,0.626,0.505,0.802,0.695
artificial.37,0.0,0.0,0.004,0.0,0.098,0.029,0.288,0.116,0.661,0.442
artificial.38,0.0,0.0,0.003,0.0,0.031,0.006,0.123,0.032,0.49,0.274
artificial.39,0.0,0.0,0.008,0.0,0.21,0.084,0.4,0.237,0.742,0.561
artificial.40,0.0,0.0,0.006,0.0,0.219,0.125,0.383,0.225,0.691,0.501
artificial.41,0.0,0.0,0.001,0.0,0.032,0.004,0.146,0.042,0.523,0.304
artificial.42,0.0,0.0,0.0,0.0,0.083,0.023,0.229,0.096,0.617,0.39
artificial.43,0.0,0.0,0.0,0.0,0.028,0.001,0.147,0.045,0.497,0.285
artificial.44,0.0,0.0,0.007,0.0,0.133,0.057,0.36,0.186,0.715,0.52
artificial.45,0.0,0.0,0.011,0.001,0.154,0.064,0.353,0.196,0.651,0.469
artificial.46,0.0,0.0,0.0,0.0,0.013,0.0,0.092,0.021,0.452,0.218
artificial.47,0.0,0.0,0.015,0.0,0.331,0.173,0.526,0.367,0.802,0.644
artificial.48,0.0,0.0,0.001,0.0,0.198,0.072,0.426,0.255,0.724,0.555
artificial.49,0.0,0.0,0.009,0.0,0.437,0.23,0.568,0.39,0.759,0.602
artificial.50,0.0,0.0,0.001,0.0,0.089,0.011,0.258,0.107,0.631,0.42
artificial.51,0.0,0.0,0.01,0.0,0.258,0.125,0.431,0.262,0.695,0.524
