,Threshold,min FDP+
Fold n°1,0.11,0.6666666666666666
Fold n°2,0.18000000000000002,0.3333333333333333
Fold n°3,0.12,0.5
Fold n°4,0.09,0.7777777777777778
Fold n°5,0.14,0.2
Fold n°6,0.13,0.5
Fold n°7,0.13,0.8
Fold n°8,0.08,0.5555555555555556
Fold n°9,0.11,0.25
Fold n°10,0.04,0.782608695652174
Fold n°11,0.060000000000000005,0.625
Fold n°12,0.23,0.5
Fold n°13,0.26,1.0
Fold n°14,0.09,0.3333333333333333
Fold n°15,0.08,0.7
Fold n°16,0.06999999999999999,0.6666666666666666
Fold n°17,0.16,0.2
Fold n°18,0.13,0.8
Fold n°19,0.09,0.8571428571428571
Fold n°20,0.13,0.6
Fold n°21,0.11,0.8333333333333334
Fold n°22,0.15000000000000002,0.2857142857142857
Fold n°23,0.060000000000000005,0.6666666666666666
Fold n°24,0.11,0.2857142857142857
Fold n°25,0.12,0.8
Fold n°26,0.12,0.5
Fold n°27,0.11,0.6666666666666666
Fold n°28,0.12,0.5
Fold n°29,0.04,0.8518518518518519
Fold n°30,0.16,0.5
Fold n°31,0.12,1.0
Fold n°32,0.14,0.3333333333333333
Fold n°33,0.08,0.8
Fold n°34,0.13,0.75
Fold n°35,0.09,0.7142857142857143
Fold n°36,0.14,0.75
Fold n°37,0.08,0.6153846153846154
Fold n°38,0.11,1.0
Fold n°39,0.18000000000000002,1.0
Fold n°40,0.16,0.16666666666666666
Fold n°41,0.09999999999999999,0.5
Fold n°42,0.11,1.0
Fold n°43,0.16,0.3333333333333333
Fold n°44,0.17,1.0
Fold n°45,0.05,1.0
Fold n°46,0.17,0.3333333333333333
Fold n°47,0.17,0.5
Fold n°48,0.05,0.5714285714285714
Fold n°49,0.13,0.8
Fold n°50,0.09,1.0
Fold n°51,0.16,0.4
Fold n°52,0.05,0.6111111111111112
Fold n°53,0.13,0.6666666666666666
Fold n°54,0.11,1.0
Fold n°55,0.2,1.0
Fold n°56,0.06999999999999999,0.8666666666666667
Fold n°57,0.09,0.625
Fold n°58,0.11,0.6666666666666666
Fold n°59,0.17,1.0
Fold n°60,0.060000000000000005,0.8666666666666667
Fold n°61,0.09999999999999999,0.1111111111111111
Fold n°62,0.22,1.0
Fold n°63,0.33,1.0
Fold n°64,0.21000000000000002,0.25
Fold n°65,0.2,1.0
Fold n°66,0.22,1.0
Fold n°67,0.28,1.0
Fold n°68,0.11,1.0
Fold n°69,0.14,0.6666666666666666
Fold n°70,0.14,0.25
Fold n°71,0.060000000000000005,0.8235294117647058
Fold n°72,0.060000000000000005,0.75
Fold n°73,0.09,0.875
Fold n°74,0.14,0.3333333333333333
Fold n°75,0.2,1.0
Fold n°76,0.22,1.0
Fold n°77,0.13,0.5
Fold n°78,0.18000000000000002,1.0
Fold n°79,0.18000000000000002,0.3333333333333333
Fold n°80,0.29000000000000004,1.0
Fold n°81,0.09,0.3
Fold n°82,0.31,1.0
Fold n°83,0.09999999999999999,0.4444444444444444
Fold n°84,0.11,0.2857142857142857
Fold n°85,0.09999999999999999,0.2727272727272727
Fold n°86,0.18000000000000002,0.5
Fold n°87,0.12,0.5714285714285714
Fold n°88,0.14,0.3333333333333333
Fold n°89,0.08,1.0
Fold n°90,0.14,0.5
Fold n°91,0.15000000000000002,0.5
Fold n°92,0.05,0.8421052631578947
Fold n°93,0.09999999999999999,0.6666666666666666
Fold n°94,0.18000000000000002,0.5
Fold n°95,0.12,0.4
Fold n°96,0.08,0.7
Fold n°97,0.08,0.5
Fold n°98,0.19,0.5
Fold n°99,0.27,1.0
Fold n°100,0.27,1.0
