,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.361,0.218,0.082,0.029,0.018,0.001,0.0,0.0,0.0,0.0
artificial.2,0.543,0.397,0.208,0.048,0.009,0.0,0.0,0.0,0.0,0.0
artificial.3,0.425,0.265,0.09,0.02,0.006,0.0,0.0,0.0,0.0,0.0
artificial.4,0.711,0.61,0.404,0.117,0.009,0.0,0.0,0.0,0.0,0.0
artificial.5,0.399,0.252,0.106,0.019,0.001,0.0,0.0,0.0,0.0,0.0
artificial.6,0.469,0.313,0.145,0.043,0.015,0.0,0.0,0.0,0.0,0.0
artificial.7,0.413,0.283,0.169,0.062,0.007,0.0,0.0,0.0,0.0,0.0
artificial.8,0.655,0.625,0.536,0.371,0.103,0.0,0.0,0.0,0.0,0.0
artificial.9,0.837,0.769,0.648,0.345,0.04,0.0,0.0,0.0,0.0,0.0
artificial.10,0.45,0.281,0.132,0.037,0.006,0.0,0.0,0.0,0.0,0.0
artificial.11,0.425,0.232,0.117,0.052,0.009,0.0,0.0,0.0,0.0,0.0
artificial.12,0.527,0.37,0.193,0.044,0.002,0.0,0.0,0.0,0.0,0.0
artificial.13,0.434,0.272,0.153,0.065,0.013,0.0,0.0,0.0,0.0,0.0
artificial.14,0.427,0.256,0.106,0.021,0.002,0.0,0.0,0.0,0.0,0.0
artificial.15,0.432,0.291,0.147,0.036,0.004,0.0,0.0,0.0,0.0,0.0
artificial.16,0.575,0.451,0.244,0.061,0.005,0.0,0.0,0.0,0.0,0.0
artificial.17,0.661,0.49,0.258,0.097,0.017,0.0,0.0,0.0,0.0,0.0
artificial.18,0.51,0.38,0.24,0.081,0.007,0.0,0.0,0.0,0.0,0.0
artificial.19,0.527,0.327,0.143,0.021,0.006,0.0,0.0,0.0,0.0,0.0
artificial.20,0.485,0.33,0.138,0.049,0.011,0.0,0.0,0.0,0.0,0.0
artificial.21,0.645,0.524,0.35,0.1,0.011,0.0,0.0,0.0,0.0,0.0
artificial.22,0.489,0.317,0.145,0.026,0.004,0.0,0.0,0.0,0.0,0.0
artificial.23,0.814,0.704,0.493,0.242,0.059,0.001,0.0,0.0,0.0,0.0
artificial.24,0.511,0.369,0.229,0.084,0.006,0.0,0.0,0.0,0.0,0.0
artificial.25,0.389,0.233,0.097,0.031,0.008,0.0,0.0,0.0,0.0,0.0
artificial.26,0.624,0.517,0.369,0.221,0.07,0.002,0.0,0.0,0.0,0.0
artificial.27,0.568,0.412,0.253,0.121,0.069,0.0,0.0,0.0,0.0,0.0
artificial.28,0.448,0.278,0.104,0.026,0.005,0.0,0.0,0.0,0.0,0.0
artificial.29,0.719,0.613,0.466,0.249,0.128,0.005,0.0,0.0,0.0,0.0
artificial.30,0.641,0.622,0.557,0.319,0.042,0.0,0.0,0.0,0.0,0.0
artificial.31,0.44,0.301,0.143,0.026,0.002,0.0,0.0,0.0,0.0,0.0
artificial.32,0.746,0.679,0.524,0.281,0.081,0.001,0.0,0.0,0.0,0.0
artificial.33,0.555,0.463,0.284,0.099,0.021,0.0,0.0,0.0,0.0,0.0
artificial.34,0.364,0.198,0.066,0.012,0.003,0.0,0.0,0.0,0.0,0.0
artificial.35,0.518,0.357,0.147,0.046,0.005,0.0,0.0,0.0,0.0,0.0
artificial.36,0.459,0.308,0.129,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.37,0.785,0.694,0.446,0.144,0.007,0.0,0.0,0.0,0.0,0.0
artificial.38,0.639,0.541,0.377,0.148,0.008,0.0,0.0,0.0,0.0,0.0
artificial.39,0.488,0.352,0.21,0.075,0.003,0.0,0.0,0.0,0.0,0.0
artificial.40,0.548,0.352,0.144,0.027,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.633,0.509,0.327,0.105,0.004,0.0,0.0,0.0,0.0,0.0
