,Feature Name
Feature n°1,NK_STAT1_IFNa
Feature n°2,CD56loCD16negNK_STAT1_IFNa
Feature n°3,CD69negCD56loCD16negNK_STAT1_IFNa
Feature n°4,CD69posCD56loCD16negNK_STAT1_IFNa
Feature n°5,Granulocytes
