,Fold selected features,Fold #features
Fold_0,"['aSMA-br_fibroblast_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_1,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'NK_cells_CD56brCD16-_glandfront_cellfrequency']",3
Fold_2,"['NK_cells_CD56brCD16-CD9hi_intragland_cellfrequency', 'Stroma_epithelial_stem_glandfront_cellfrequency', 'NA_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'Macrophages_M1-like_glandfront_cellfrequency', 'NKT_intragland_cellfrequency', 'aSMA-br_epithelial_stem_glandfront_cellfrequency', 'Macrophages_M1-like_stromal_cellfrequency', 'Stroma_epithelial_stem_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",12
Fold_3,['Macrophages_M2-like_glandfront_cellfrequency'],1
Fold_4,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_5,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_6,"['NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_cellfrequency', 'NA_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",5
Fold_7,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_8,"['NA_intragland_cellfrequency', 'CD4_T_cells_FoxP3+_stromal_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'aSMA-br_glandular_epithelium_intragland_cellfrequency', 'Gland_mesenchymal_intragland_cellfrequency']",5
Fold_9,"['Gland_mesenchymal_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",3
Fold_10,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency']",4
Fold_11,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",2
Fold_12,[],0
Fold_13,"['Macrophages_M2-like_glandfront_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency']",2
Fold_14,"['NK_cells_CD56brCD16-CD9hi_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'NKT_intragland_cellfrequency', 'CD4_T_cells_FoxP3+_stromal_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",8
Fold_15,['Macrophages_M2-like_glandfront_cellfrequency'],1
Fold_16,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_17,"['NK_cells_CD56brCD16-CD9hi_intragland_cellfrequency', 'CD4_T_cells_HLA-DR+_glandfront_cellfrequency', 'aSMA-br_epithelial_stem_intragland_cellfrequency', 'NA_glandfront_cellfrequency', 'CD4_T_cells_FoxP3+_stromal_cellfrequency', 'aSMA-br_epithelial_stem_glandfront_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'CD8_T_cells_CD80_CD86+_stromal_cellfrequency', 'aSMA-br_mesenchymal_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_mesenchymal_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'NA_stromal_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",16
Fold_18,"['NA_intragland_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Gland_mesenchymal_glandfront_cellfrequency', 'Gland_mesenchymal_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",6
Fold_19,"['aSMA-br_fibroblast_stromal_cellfrequency', 'Neutrophils_intragland_cellfrequency', 'aSMA-br_glandular_epithelium_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",6
Fold_20,"['Stroma_epithelial_stem_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'Stroma_fibroblast_intragland_cellfrequency', 'NKT_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Stroma_epithelial_stem_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'aSMA-br_vascular_endothelium_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",9
Fold_21,"['Dendritic_Cells_CD86CD33dp_stromal_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",5
Fold_22,"['NK_cells_CD56brCD16-CD9hi_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_cellfrequency']",4
Fold_23,"['NA_intragland_cellfrequency', 'Stroma_fibroblast_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'aSMA-br_glandular_epithelium_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",6
Fold_24,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",3
Fold_25,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",4
Fold_26,['Macrophages_M2-like_glandfront_cellfrequency'],1
Fold_27,"['Dendritic_Cells_CD33+_stromal_cellfrequency', 'NA_intragland_cellfrequency', 'Gland_glandular_epithelium_stromal_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'aSMA-br_epithelial_stem_glandfront_cellfrequency', 'aSMA-br_mesenchymal_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency']",8
Fold_28,"['Macrophages_M1-like_glandfront_cellfrequency', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_cellfrequency', 'NA_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",6
Fold_29,"['Stroma_mesenchymal_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'CD4_T_cells_CD11b+_stromal_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",5
Fold_30,"['Macrophages_M1-like_glandfront_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency', 'NK_cells_CD56dimCD16+CD9hi_glandfront_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'CD8_T_cells_HLA-DR+_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency']",7
Fold_31,[],0
Fold_32,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_33,"['Macrophages_M2-like_glandfront_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_34,"['Stroma_mesenchymal_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_glandfront_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",6
Fold_35,"['Macrophages_M2-like_glandfront_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency']",2
Fold_36,['Macrophages_M2-like_glandfront_cellfrequency'],1
Fold_37,"['Macrophages_M2-like_glandfront_cellfrequency', 'NK_cells_CD56brCD16-CD9hi_stromal_cellfrequency']",2
Fold_38,"['Dendritic_Cells_CD86+_glandfront_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",4
Fold_39,['aSMA-br_fibroblast_stromal_cellfrequency'],1
Fold_40,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency']",3
Fold_41,"['NA_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",6
Fold_42,"['aSMA-br_fibroblast_stromal_cellfrequency', 'NA_intragland_cellfrequency']",2
Fold_43,"['Stroma_mesenchymal_intragland_cellfrequency', 'NA_intragland_cellfrequency', 'aSMA-br_glandular_epithelium_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",6
Fold_44,"['Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency']",3
Fold_45,"['Macrophages_M1-like_glandfront_cellfrequency', 'Stroma_mesenchymal_intragland_cellfrequency', 'Stroma_fibroblast_intragland_cellfrequency', 'aSMA-br_fibroblast_stromal_cellfrequency', 'Gland_vascular_endothelium_intragland_cellfrequency', 'Gland_fibroblast_intragland_cellfrequency', 'Macrophages_M2-like_glandfront_cellfrequency', 'Gland_mesenchymal_stromal_cellfrequency', 'Gland_glandular_epithelium_intragland_cellfrequency']",9
