,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.2733333333333333,0.09
artificial.2,0.0,0.0,0.0,0.0,0.05,0.02,0.15666666666666668,0.06333333333333334,0.6166666666666667,0.39666666666666667
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25666666666666665,0.08
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.32666666666666666,0.10333333333333333
artificial.5,0.0,0.0,0.006666666666666667,0.0,0.15666666666666668,0.07666666666666666,0.30666666666666664,0.17333333333333334,0.6466666666666666,0.4766666666666667
artificial.6,0.0,0.0,0.01,0.0,0.27,0.08,0.43,0.2833333333333333,0.7066666666666667,0.53
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.39666666666666667,0.16666666666666666
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.2966666666666667,0.07666666666666666
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.09666666666666666,0.03666666666666667,0.5366666666666666,0.33666666666666667
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.18333333333333332
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.38666666666666666,0.19
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.3,0.07
artificial.13,0.0,0.0,0.0,0.0,0.05,0.0033333333333333335,0.18,0.09,0.55,0.37666666666666665
artificial.14,0.0,0.0,0.0033333333333333335,0.0,0.05333333333333334,0.016666666666666666,0.12333333333333334,0.04666666666666667,0.5433333333333333,0.31
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16333333333333333,0.06
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.4666666666666667,0.23333333333333334
artificial.17,0.0,0.0,0.0,0.0,0.10666666666666667,0.03333333333333333,0.26666666666666666,0.13666666666666666,0.6433333333333333,0.47333333333333333
artificial.18,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.25,0.09333333333333334,0.7566666666666667,0.54
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.22333333333333333,0.056666666666666664
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.4866666666666667,0.22333333333333333
artificial.21,0.0,0.0,0.0,0.0,0.11333333333333333,0.03333333333333333,0.24333333333333335,0.12666666666666668,0.66,0.4533333333333333
artificial.22,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.18,0.056666666666666664,0.64,0.47
artificial.23,0.0,0.0,0.0,0.0,0.01,0.0,0.06666666666666667,0.013333333333333334,0.43,0.21333333333333335
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.26666666666666666,0.09666666666666666
artificial.25,0.0,0.0,0.03,0.0,0.13,0.07,0.12666666666666668,0.09,0.47,0.2733333333333333
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.20333333333333334,0.07333333333333333
artificial.27,0.0,0.0,0.0,0.0,0.03666666666666667,0.0033333333333333335,0.17,0.07333333333333333,0.5833333333333334,0.3466666666666667
artificial.28,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.2833333333333333,0.09333333333333334,0.8066666666666666,0.6333333333333333
artificial.29,0.0,0.0,0.013333333333333334,0.0,0.11666666666666667,0.043333333333333335,0.24,0.14,0.64,0.4533333333333333
artificial.30,0.0,0.0,0.07666666666666666,0.0,0.47333333333333333,0.26,0.5966666666666667,0.4666666666666667,0.8333333333333334,0.75
artificial.31,0.0,0.0,0.0,0.0,0.023333333333333334,0.0033333333333333335,0.06666666666666667,0.01,0.47,0.23666666666666666
