,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
IL246_Baso_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.25333333333333335,0.08333333333333333
IL246_Baso_151Eu_p38,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.056666666666666664,0.013333333333333334,0.4666666666666667,0.24333333333333335
IL246_Baso_155Gd_S6,0.0,0.0,0.0,0.0,0.12,0.03666666666666667,0.2733333333333333,0.17,0.6333333333333333,0.4266666666666667
IL246_Baso_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.01,0.4666666666666667,0.20666666666666667
IL246_Baso_166Er_NFkB,0.0,0.0,0.0033333333333333335,0.0,0.023333333333333334,0.006666666666666667,0.11666666666666667,0.03666666666666667,0.4766666666666667,0.32
IL246_Bcells_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.023333333333333334,0.0,0.4766666666666667,0.20333333333333334
IL246_Bcells_150Nd_STAT5,0.0,0.0,0.0,0.0,0.16666666666666666,0.04666666666666667,0.55,0.35,0.8233333333333334,0.6966666666666667
IL246_Bcells_151Eu_p38,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.03666666666666667,0.01,0.44333333333333336,0.21
IL246_Bcells_154Sm_STAT3,0.0,0.0,0.03,0.0,0.2866666666666667,0.14,0.43333333333333335,0.34,0.7866666666666666,0.6533333333333333
IL246_Bcells_155Gd_S6,0.0,0.0,0.01,0.0,0.38,0.2,0.5433333333333333,0.42,0.81,0.6866666666666666
IL246_Bcells_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335,0.0033333333333333335,0.55,0.27
IL246_Bcells_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.043333333333333335
IL246_Bcells_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.05333333333333334
IL246_Bcells_167Er_ERK,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.05333333333333334,0.006666666666666667,0.48333333333333334,0.2866666666666667
IL246_Bcells_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.4633333333333333,0.19666666666666666
IL246_CD4T_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.23,0.04
IL246_CD4T_150Nd_STAT5,0.0,0.0,0.0,0.0,0.08333333333333333,0.01,0.2833333333333333,0.12666666666666668,0.6533333333333333,0.52
IL246_CD4T_151Eu_p38,0.0,0.0,0.0,0.0,0.03,0.01,0.12666666666666668,0.04666666666666667,0.47,0.24333333333333335
IL246_CD4T_153Eu_STAT1,0.0,0.0,0.09333333333333334,0.0,0.4033333333333333,0.26,0.6,0.4533333333333333,0.85,0.7266666666666667
IL246_CD4T_154Sm_STAT3,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.03333333333333333,0.01,0.4266666666666667,0.15666666666666668
IL246_CD4T_159Tb_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17666666666666667,0.03666666666666667
IL246_CD4T_164Dy_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04666666666666667
IL246_CD4T_166Er_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.30333333333333334,0.13
IL246_CD4T_168Er_pSTAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03666666666666667
IL246_CD4Tcm_149Sm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.2833333333333333,0.056666666666666664
IL246_CD4Tcm_150Nd_STAT5,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.03,0.006666666666666667,0.43333333333333335,0.20666666666666667
IL246_CD4Tcm_151Eu_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.01,0.36,0.16
IL246_CD4Tcm_154Sm_STAT3,0.0,0.0,0.0,0.0,0.013333333333333334,0.0033333333333333335,0.09333333333333334,0.03333333333333333,0.5066666666666667,0.29
