,Feature Name
Feature n°1,CD4_T_cells_CD80_CD86+_stromal_GranzymeB
Feature n°2,Macrophages_M1_M2_stromal_GranzymeB
Feature n°3,aSMA-br_vascular_endothelium_stromal_GranzymeB
Feature n°4,NA_glandfront_Ki67
