,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.25,0.243,0.154,0.06,0.017,0.005,0.003,0.0,0.0,0.0,0.0
artificial.26,0.348,0.274,0.182,0.104,0.035,0.0,0.0,0.0,0.0,0.0
artificial.27,0.368,0.281,0.177,0.063,0.015,0.002,0.0,0.0,0.0,0.0
artificial.28,0.527,0.424,0.295,0.139,0.018,0.0,0.0,0.0,0.0,0.0
artificial.29,0.388,0.262,0.139,0.04,0.005,0.0,0.0,0.0,0.0,0.0
artificial.30,0.631,0.558,0.402,0.204,0.059,0.016,0.0,0.0,0.0,0.0
artificial.31,0.341,0.243,0.143,0.055,0.009,0.0,0.0,0.0,0.0,0.0
artificial.32,0.514,0.397,0.245,0.094,0.008,0.0,0.0,0.0,0.0,0.0
artificial.33,0.701,0.684,0.632,0.383,0.075,0.0,0.0,0.0,0.0,0.0
artificial.34,0.582,0.532,0.444,0.301,0.114,0.013,0.0,0.0,0.0,0.0
artificial.35,0.775,0.714,0.589,0.378,0.099,0.002,0.0,0.0,0.0,0.0
artificial.36,0.256,0.186,0.124,0.034,0.001,0.0,0.0,0.0,0.0,0.0
artificial.37,0.362,0.253,0.141,0.071,0.026,0.007,0.0,0.0,0.0,0.0
artificial.38,0.319,0.185,0.067,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.33,0.217,0.118,0.06,0.019,0.004,0.0,0.0,0.0,0.0
artificial.40,0.249,0.145,0.066,0.027,0.009,0.001,0.0,0.0,0.0,0.0
artificial.41,0.409,0.345,0.262,0.145,0.056,0.02,0.0,0.0,0.0,0.0
artificial.42,0.215,0.13,0.06,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.43,0.209,0.12,0.048,0.008,0.001,0.0,0.0,0.0,0.0,0.0
artificial.44,0.568,0.499,0.38,0.166,0.019,0.0,0.0,0.0,0.0,0.0
artificial.45,0.374,0.309,0.237,0.133,0.035,0.002,0.0,0.0,0.0,0.0
artificial.46,0.243,0.16,0.107,0.065,0.015,0.0,0.0,0.0,0.0,0.0
artificial.47,0.235,0.167,0.073,0.024,0.007,0.0,0.0,0.0,0.0,0.0
artificial.48,0.267,0.208,0.147,0.075,0.019,0.0,0.0,0.0,0.0,0.0
artificial.49,0.263,0.202,0.159,0.086,0.032,0.001,0.0,0.0,0.0,0.0
artificial.50,0.672,0.604,0.459,0.269,0.111,0.025,0.0,0.0,0.0,0.0
artificial.51,0.283,0.199,0.12,0.045,0.007,0.0,0.0,0.0,0.0,0.0
artificial.52,0.283,0.211,0.105,0.045,0.002,0.0,0.0,0.0,0.0,0.0
artificial.53,0.257,0.17,0.09,0.025,0.007,0.001,0.0,0.0,0.0,0.0
artificial.54,0.204,0.137,0.076,0.027,0.005,0.001,0.0,0.0,0.0,0.0
artificial.55,0.207,0.135,0.07,0.019,0.002,0.0,0.0,0.0,0.0,0.0
artificial.56,0.352,0.292,0.235,0.173,0.092,0.042,0.0,0.0,0.0,0.0
artificial.57,0.351,0.226,0.083,0.017,0.004,0.0,0.0,0.0,0.0,0.0
artificial.58,0.255,0.172,0.081,0.031,0.007,0.003,0.0,0.0,0.0,0.0
artificial.59,0.644,0.617,0.53,0.358,0.108,0.001,0.0,0.0,0.0,0.0
artificial.60,0.432,0.373,0.234,0.09,0.013,0.003,0.0,0.0,0.0,0.0
artificial.61,0.485,0.437,0.349,0.172,0.02,0.0,0.0,0.0,0.0,0.0
artificial.62,0.326,0.271,0.213,0.122,0.039,0.003,0.0,0.0,0.0,0.0
artificial.63,0.436,0.329,0.176,0.055,0.007,0.0,0.0,0.0,0.0,0.0
artificial.64,0.401,0.315,0.204,0.081,0.014,0.001,0.0,0.0,0.0,0.0
artificial.65,0.483,0.437,0.357,0.237,0.099,0.017,0.0,0.0,0.0,0.0
artificial.66,0.431,0.375,0.288,0.159,0.042,0.001,0.0,0.0,0.0,0.0
artificial.67,0.368,0.301,0.218,0.125,0.028,0.001,0.0,0.0,0.0,0.0
artificial.68,0.649,0.522,0.317,0.096,0.012,0.002,0.0,0.0,0.0,0.0
artificial.69,0.342,0.253,0.147,0.058,0.023,0.001,0.0,0.0,0.0,0.0
artificial.70,0.278,0.171,0.083,0.021,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.335,0.261,0.173,0.104,0.04,0.0,0.0,0.0,0.0,0.0
artificial.72,0.299,0.211,0.15,0.099,0.045,0.0,0.0,0.0,0.0,0.0
artificial.73,0.275,0.196,0.119,0.048,0.007,0.0,0.0,0.0,0.0,0.0
artificial.74,0.37,0.268,0.143,0.051,0.004,0.0,0.0,0.0,0.0,0.0
artificial.75,0.244,0.154,0.081,0.02,0.003,0.0,0.0,0.0,0.0,0.0
artificial.76,0.371,0.239,0.108,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.77,0.211,0.14,0.083,0.034,0.005,0.0,0.0,0.0,0.0,0.0
artificial.78,0.478,0.369,0.25,0.122,0.026,0.001,0.0,0.0,0.0,0.0
artificial.79,0.306,0.197,0.093,0.034,0.009,0.001,0.0,0.0,0.0,0.0
artificial.80,0.413,0.345,0.265,0.116,0.025,0.0,0.0,0.0,0.0,0.0
artificial.81,0.281,0.227,0.153,0.085,0.025,0.002,0.0,0.0,0.0,0.0
artificial.82,0.257,0.177,0.102,0.039,0.003,0.0,0.0,0.0,0.0,0.0
artificial.83,0.26,0.179,0.109,0.034,0.005,0.0,0.0,0.0,0.0,0.0
artificial.84,0.338,0.304,0.236,0.139,0.048,0.009,0.0,0.0,0.0,0.0
artificial.85,0.599,0.499,0.344,0.142,0.03,0.002,0.0,0.0,0.0,0.0
artificial.86,0.741,0.732,0.673,0.517,0.253,0.069,0.0,0.0,0.0,0.0
artificial.87,0.27,0.189,0.11,0.037,0.012,0.0,0.0,0.0,0.0,0.0
artificial.88,0.494,0.368,0.22,0.086,0.008,0.0,0.0,0.0,0.0,0.0
artificial.89,0.317,0.229,0.144,0.059,0.015,0.0,0.0,0.0,0.0,0.0
artificial.90,0.267,0.204,0.132,0.073,0.023,0.006,0.0,0.0,0.0,0.0
artificial.91,0.396,0.327,0.223,0.111,0.031,0.002,0.0,0.0,0.0,0.0
artificial.92,0.321,0.299,0.263,0.171,0.057,0.001,0.0,0.0,0.0,0.0
artificial.93,0.574,0.456,0.307,0.115,0.037,0.012,0.0,0.0,0.0,0.0
artificial.94,0.34,0.248,0.119,0.032,0.007,0.0,0.0,0.0,0.0,0.0
artificial.95,0.336,0.259,0.16,0.089,0.025,0.001,0.0,0.0,0.0,0.0
artificial.96,0.247,0.181,0.109,0.062,0.015,0.0,0.0,0.0,0.0,0.0
artificial.97,0.296,0.194,0.1,0.024,0.002,0.0,0.0,0.0,0.0,0.0
artificial.98,0.315,0.247,0.17,0.067,0.004,0.0,0.0,0.0,0.0,0.0
artificial.99,0.278,0.205,0.119,0.059,0.008,0.001,0.0,0.0,0.0,0.0
artificial.100,0.347,0.246,0.157,0.086,0.025,0.005,0.0,0.0,0.0,0.0
artificial.101,0.282,0.19,0.104,0.028,0.002,0.0,0.0,0.0,0.0,0.0
artificial.102,0.266,0.18,0.089,0.031,0.001,0.0,0.0,0.0,0.0,0.0
artificial.103,0.408,0.341,0.221,0.098,0.005,0.0,0.0,0.0,0.0,0.0
artificial.104,0.419,0.328,0.239,0.139,0.056,0.008,0.0,0.0,0.0,0.0
artificial.105,0.262,0.156,0.07,0.027,0.011,0.004,0.0,0.0,0.0,0.0
artificial.106,0.241,0.161,0.075,0.022,0.007,0.001,0.0,0.0,0.0,0.0
artificial.107,0.446,0.353,0.246,0.143,0.037,0.004,0.0,0.0,0.0,0.0
