,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.412,0.312,0.182,0.086,0.014,0.005,0.0,0.0,0.0,0.0
artificial.2,0.297,0.21,0.118,0.044,0.017,0.0,0.0,0.0,0.0,0.0
artificial.3,0.524,0.427,0.286,0.135,0.026,0.011,0.0,0.0,0.0,0.0
artificial.4,0.395,0.303,0.187,0.069,0.002,0.0,0.0,0.0,0.0,0.0
artificial.5,0.482,0.375,0.241,0.116,0.026,0.0,0.0,0.0,0.0,0.0
artificial.6,0.452,0.371,0.252,0.101,0.016,0.002,0.0,0.0,0.0,0.0
artificial.7,0.282,0.189,0.079,0.018,0.001,0.0,0.0,0.0,0.0,0.0
artificial.8,0.399,0.329,0.246,0.142,0.044,0.009,0.0,0.0,0.0,0.0
artificial.9,0.322,0.216,0.119,0.045,0.01,0.0,0.0,0.0,0.0,0.0
artificial.10,0.24,0.186,0.118,0.035,0.008,0.0,0.0,0.0,0.0,0.0
artificial.11,0.275,0.189,0.119,0.062,0.005,0.0,0.0,0.0,0.0,0.0
artificial.12,0.492,0.417,0.296,0.141,0.034,0.001,0.0,0.0,0.0,0.0
artificial.13,0.441,0.362,0.234,0.079,0.009,0.0,0.0,0.0,0.0,0.0
artificial.14,0.366,0.287,0.188,0.078,0.01,0.001,0.0,0.0,0.0,0.0
artificial.15,0.544,0.434,0.255,0.087,0.01,0.0,0.0,0.0,0.0,0.0
artificial.16,0.388,0.3,0.219,0.095,0.012,0.0,0.0,0.0,0.0,0.0
artificial.17,0.361,0.296,0.192,0.075,0.005,0.0,0.0,0.0,0.0,0.0
artificial.18,0.28,0.195,0.119,0.029,0.001,0.0,0.0,0.0,0.0,0.0
artificial.19,0.486,0.411,0.277,0.119,0.021,0.0,0.0,0.0,0.0,0.0
artificial.20,0.155,0.087,0.033,0.009,0.003,0.0,0.0,0.0,0.0,0.0
artificial.21,0.348,0.255,0.143,0.048,0.007,0.0,0.0,0.0,0.0,0.0
artificial.22,0.237,0.179,0.111,0.044,0.009,0.0,0.0,0.0,0.0,0.0
artificial.23,0.713,0.681,0.612,0.462,0.227,0.092,0.0,0.0,0.0,0.0
artificial.24,0.303,0.208,0.154,0.062,0.006,0.0,0.0,0.0,0.0,0.0
artificial.25,0.44,0.346,0.217,0.068,0.012,0.001,0.0,0.0,0.0,0.0
artificial.26,0.261,0.195,0.135,0.067,0.013,0.0,0.0,0.0,0.0,0.0
artificial.27,0.74,0.684,0.582,0.363,0.111,0.02,0.0,0.0,0.0,0.0
artificial.28,0.487,0.387,0.244,0.082,0.019,0.0,0.0,0.0,0.0,0.0
artificial.29,0.351,0.277,0.185,0.084,0.017,0.0,0.0,0.0,0.0,0.0
artificial.30,0.265,0.191,0.101,0.043,0.006,0.0,0.0,0.0,0.0,0.0
artificial.31,0.316,0.25,0.181,0.077,0.011,0.0,0.0,0.0,0.0,0.0
artificial.32,0.351,0.263,0.168,0.064,0.008,0.0,0.0,0.0,0.0,0.0
artificial.33,0.32,0.249,0.147,0.074,0.016,0.0,0.0,0.0,0.0,0.0
artificial.34,0.229,0.143,0.082,0.019,0.003,0.001,0.0,0.0,0.0,0.0
artificial.35,0.294,0.193,0.086,0.019,0.003,0.0,0.0,0.0,0.0,0.0
artificial.36,0.264,0.191,0.131,0.075,0.02,0.0,0.0,0.0,0.0,0.0
artificial.37,0.403,0.322,0.195,0.083,0.016,0.001,0.0,0.0,0.0,0.0
artificial.38,0.535,0.466,0.355,0.193,0.026,0.0,0.0,0.0,0.0,0.0
artificial.39,0.346,0.271,0.186,0.08,0.011,0.0,0.0,0.0,0.0,0.0
artificial.40,0.343,0.223,0.108,0.036,0.005,0.0,0.0,0.0,0.0,0.0
artificial.41,0.354,0.279,0.168,0.07,0.011,0.0,0.0,0.0,0.0,0.0
artificial.42,0.262,0.179,0.092,0.041,0.005,0.0,0.0,0.0,0.0,0.0
artificial.43,0.314,0.254,0.182,0.103,0.026,0.0,0.0,0.0,0.0,0.0
artificial.44,0.444,0.396,0.357,0.276,0.116,0.001,0.0,0.0,0.0,0.0
artificial.45,0.509,0.446,0.316,0.147,0.04,0.0,0.0,0.0,0.0,0.0
artificial.46,0.683,0.613,0.497,0.306,0.087,0.003,0.0,0.0,0.0,0.0
artificial.47,0.463,0.41,0.328,0.201,0.077,0.019,0.0,0.0,0.0,0.0
artificial.48,0.247,0.17,0.102,0.029,0.001,0.0,0.0,0.0,0.0,0.0
artificial.49,0.26,0.158,0.07,0.021,0.001,0.0,0.0,0.0,0.0,0.0
artificial.50,0.271,0.194,0.128,0.054,0.01,0.0,0.0,0.0,0.0,0.0
artificial.51,0.225,0.19,0.177,0.135,0.057,0.0,0.0,0.0,0.0,0.0
artificial.52,0.317,0.258,0.169,0.08,0.02,0.0,0.0,0.0,0.0,0.0
artificial.53,0.301,0.207,0.113,0.031,0.003,0.0,0.0,0.0,0.0,0.0
artificial.54,0.148,0.082,0.032,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.462,0.427,0.388,0.302,0.134,0.003,0.0,0.0,0.0,0.0
artificial.56,0.35,0.265,0.165,0.074,0.016,0.006,0.0,0.0,0.0,0.0
artificial.57,0.21,0.151,0.087,0.039,0.003,0.0,0.0,0.0,0.0,0.0
artificial.58,0.528,0.4,0.223,0.08,0.012,0.0,0.0,0.0,0.0,0.0
artificial.59,0.428,0.392,0.307,0.165,0.032,0.0,0.0,0.0,0.0,0.0
artificial.60,0.226,0.15,0.081,0.024,0.003,0.0,0.0,0.0,0.0,0.0
artificial.61,0.261,0.166,0.095,0.04,0.007,0.002,0.0,0.0,0.0,0.0
artificial.62,0.427,0.383,0.328,0.215,0.05,0.0,0.0,0.0,0.0,0.0
artificial.63,0.303,0.215,0.11,0.038,0.008,0.0,0.0,0.0,0.0,0.0
artificial.64,0.322,0.237,0.126,0.047,0.007,0.001,0.0,0.0,0.0,0.0
artificial.65,0.252,0.166,0.071,0.017,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.544,0.517,0.434,0.311,0.109,0.004,0.0,0.0,0.0,0.0
artificial.67,0.498,0.415,0.282,0.133,0.037,0.005,0.0,0.0,0.0,0.0
artificial.68,0.57,0.494,0.35,0.163,0.027,0.0,0.0,0.0,0.0,0.0
artificial.69,0.737,0.686,0.562,0.385,0.138,0.047,0.0,0.0,0.0,0.0
artificial.70,0.327,0.246,0.178,0.102,0.022,0.0,0.0,0.0,0.0,0.0
artificial.71,0.404,0.366,0.322,0.218,0.071,0.001,0.0,0.0,0.0,0.0
artificial.72,0.632,0.495,0.311,0.111,0.01,0.0,0.0,0.0,0.0,0.0
artificial.73,0.272,0.181,0.108,0.057,0.02,0.006,0.0,0.0,0.0,0.0
artificial.74,0.353,0.275,0.18,0.07,0.007,0.0,0.0,0.0,0.0,0.0
artificial.75,0.269,0.201,0.11,0.033,0.002,0.0,0.0,0.0,0.0,0.0
artificial.76,0.408,0.317,0.233,0.107,0.015,0.0,0.0,0.0,0.0,0.0
artificial.77,0.212,0.114,0.044,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.78,0.249,0.155,0.065,0.017,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.342,0.228,0.107,0.033,0.004,0.0,0.0,0.0,0.0,0.0
artificial.80,0.778,0.735,0.635,0.442,0.131,0.003,0.0,0.0,0.0,0.0
artificial.81,0.444,0.385,0.291,0.133,0.02,0.004,0.0,0.0,0.0,0.0
artificial.82,0.286,0.2,0.144,0.063,0.011,0.0,0.0,0.0,0.0,0.0
artificial.83,0.322,0.23,0.117,0.037,0.002,0.0,0.0,0.0,0.0,0.0
artificial.84,0.226,0.152,0.096,0.04,0.006,0.0,0.0,0.0,0.0,0.0
artificial.85,0.723,0.737,0.68,0.549,0.339,0.143,0.001,0.0,0.0,0.0
artificial.86,0.211,0.161,0.098,0.074,0.036,0.007,0.0,0.0,0.0,0.0
artificial.87,0.347,0.272,0.169,0.083,0.03,0.011,0.0,0.0,0.0,0.0
artificial.88,0.566,0.443,0.302,0.128,0.017,0.0,0.0,0.0,0.0,0.0
artificial.89,0.259,0.162,0.078,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.90,0.616,0.572,0.475,0.276,0.053,0.0,0.0,0.0,0.0,0.0
artificial.91,0.231,0.159,0.077,0.017,0.001,0.0,0.0,0.0,0.0,0.0
artificial.92,0.39,0.279,0.151,0.055,0.01,0.0,0.0,0.0,0.0,0.0
artificial.93,0.764,0.652,0.521,0.287,0.068,0.012,0.0,0.0,0.0,0.0
artificial.94,0.25,0.166,0.09,0.048,0.01,0.0,0.0,0.0,0.0,0.0
artificial.95,0.285,0.206,0.108,0.035,0.003,0.0,0.0,0.0,0.0,0.0
artificial.96,0.225,0.149,0.073,0.025,0.003,0.0,0.0,0.0,0.0,0.0
artificial.97,0.403,0.356,0.308,0.202,0.054,0.0,0.0,0.0,0.0,0.0
artificial.98,0.463,0.391,0.309,0.234,0.107,0.026,0.0,0.0,0.0,0.0
artificial.99,0.6,0.556,0.5,0.35,0.154,0.057,0.0,0.0,0.0,0.0
artificial.100,0.343,0.257,0.155,0.072,0.026,0.006,0.0,0.0,0.0,0.0
artificial.101,0.233,0.146,0.065,0.019,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.224,0.142,0.071,0.029,0.004,0.0,0.0,0.0,0.0,0.0
artificial.103,0.409,0.307,0.181,0.056,0.009,0.0,0.0,0.0,0.0,0.0
artificial.104,0.214,0.129,0.074,0.021,0.004,0.0,0.0,0.0,0.0,0.0
artificial.105,0.413,0.318,0.194,0.073,0.01,0.0,0.0,0.0,0.0,0.0
artificial.106,0.526,0.448,0.328,0.153,0.019,0.0,0.0,0.0,0.0,0.0
artificial.107,0.552,0.515,0.467,0.305,0.077,0.0,0.0,0.0,0.0,0.0
