,Feature Name
Feature n°1,LPS_Baso_151Eu_p38
Feature n°2,LPS_Baso_159Tb_MAPKAPK2
Feature n°3,LPS_CD56brightCD16negNK_149Sm_CREB
Feature n°4,LPS_CD56brightCD16negNK_164Dy_IkB
Feature n°5,LPS_DC_155Gd_S6
Feature n°6,LPS_ncMC_166Er_NFkB
Feature n°7,LPS_pDC_167Er_ERK
Feature n°8,LPS_Tregnaive_164Dy_IkB
