,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000588)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.31,0.119,0.102,0.098,0.09,0.042,0.002,0.0,0.0,0.0,0.0
artificial.32,0.034,0.029,0.021,0.02,0.007,0.002,0.0,0.0,0.0,0.0
artificial.33,0.022,0.019,0.02,0.012,0.015,0.018,0.01,0.0,0.0,0.0
artificial.34,0.018,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.016,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.017,0.012,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.026,0.021,0.013,0.008,0.003,0.0,0.0,0.0,0.0,0.0
artificial.38,0.116,0.09,0.073,0.026,0.004,0.0,0.0,0.0,0.0,0.0
artificial.39,0.305,0.292,0.284,0.242,0.152,0.05,0.005,0.0,0.0,0.0
artificial.40,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.012,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.026,0.023,0.013,0.009,0.006,0.002,0.0,0.0,0.0,0.0
artificial.43,0.088,0.069,0.046,0.018,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.035,0.025,0.022,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.45,0.01,0.006,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.004,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.023,0.018,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.026,0.018,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.01,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.102,0.091,0.078,0.073,0.047,0.004,0.0,0.0,0.0,0.0
artificial.52,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.043,0.042,0.029,0.014,0.001,0.0,0.0,0.0,0.0,0.0
artificial.54,0.012,0.009,0.006,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.093,0.074,0.052,0.032,0.009,0.0,0.0,0.0,0.0,0.0
artificial.56,0.033,0.031,0.029,0.014,0.007,0.0,0.0,0.0,0.0,0.0
artificial.57,0.021,0.014,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.019,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.073,0.058,0.043,0.024,0.003,0.0,0.0,0.0,0.0,0.0
artificial.60,0.023,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.005,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.19,0.183,0.178,0.164,0.097,0.001,0.0,0.0,0.0,0.0
artificial.63,0.12,0.1,0.074,0.053,0.017,0.0,0.0,0.0,0.0,0.0
artificial.64,0.255,0.245,0.233,0.182,0.067,0.001,0.0,0.0,0.0,0.0
artificial.65,0.013,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.125,0.118,0.09,0.043,0.007,0.0,0.0,0.0,0.0,0.0
artificial.67,0.199,0.167,0.116,0.069,0.018,0.0,0.0,0.0,0.0,0.0
artificial.68,0.029,0.022,0.007,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.69,0.013,0.008,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.017,0.013,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.1,0.068,0.035,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.72,0.015,0.014,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.73,0.008,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.012,0.012,0.005,0.003,0.003,0.001,0.0,0.0,0.0,0.0
artificial.76,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.78,0.169,0.156,0.127,0.072,0.025,0.001,0.0,0.0,0.0,0.0
artificial.79,0.007,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.80,0.019,0.014,0.009,0.004,0.002,0.002,0.0,0.0,0.0,0.0
artificial.81,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.066,0.067,0.056,0.031,0.003,0.0,0.0,0.0,0.0,0.0
artificial.83,0.028,0.024,0.018,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.84,0.09,0.065,0.045,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.85,0.13,0.104,0.064,0.022,0.001,0.0,0.0,0.0,0.0,0.0
artificial.86,0.11,0.084,0.046,0.017,0.002,0.0,0.0,0.0,0.0,0.0
artificial.87,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.88,0.012,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.89,0.019,0.017,0.011,0.011,0.003,0.0,0.0,0.0,0.0,0.0
artificial.90,0.039,0.025,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.011,0.006,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.92,0.024,0.02,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.07,0.056,0.05,0.035,0.032,0.004,0.0,0.0,0.0,0.0
artificial.94,0.016,0.011,0.009,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.95,0.092,0.078,0.071,0.061,0.048,0.015,0.0,0.0,0.0,0.0
artificial.96,0.122,0.098,0.068,0.022,0.001,0.0,0.0,0.0,0.0,0.0
artificial.97,0.03,0.022,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.046,0.035,0.019,0.009,0.003,0.0,0.0,0.0,0.0,0.0
artificial.100,0.02,0.011,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.055,0.048,0.033,0.014,0.002,0.002,0.001,0.0,0.0,0.0
artificial.102,0.015,0.011,0.009,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.103,0.013,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.006,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.015,0.013,0.009,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.106,0.078,0.057,0.036,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.107,0.03,0.023,0.013,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.108,0.04,0.026,0.007,0.002,0.0,0.001,0.0,0.0,0.0,0.0
artificial.109,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.007,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.046,0.035,0.021,0.013,0.003,0.0,0.0,0.0,0.0,0.0
artificial.113,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.076,0.06,0.037,0.013,0.001,0.0,0.0,0.0,0.0,0.0
artificial.115,0.01,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.125,0.113,0.085,0.039,0.001,0.0,0.0,0.0,0.0,0.0
artificial.117,0.017,0.015,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.007,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.012,0.008,0.005,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.120,0.029,0.017,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.007,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.012,0.008,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.04,0.029,0.02,0.008,0.002,0.0,0.0,0.0,0.0,0.0
artificial.124,0.035,0.026,0.013,0.008,0.002,0.0,0.0,0.0,0.0,0.0
artificial.125,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.033,0.024,0.018,0.017,0.014,0.001,0.0,0.0,0.0,0.0
artificial.127,0.008,0.005,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0
artificial.128,0.048,0.042,0.026,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.129,0.009,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.013,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.019,0.012,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.119,0.103,0.08,0.06,0.034,0.0,0.0,0.0,0.0,0.0
artificial.133,0.129,0.108,0.087,0.047,0.007,0.0,0.0,0.0,0.0,0.0
artificial.134,0.015,0.007,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.004,0.004,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.136,0.072,0.059,0.041,0.025,0.014,0.001,0.0,0.0,0.0,0.0
artificial.137,0.105,0.08,0.049,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.138,0.058,0.041,0.027,0.014,0.008,0.004,0.0,0.0,0.0,0.0
artificial.139,0.112,0.08,0.052,0.028,0.003,0.0,0.0,0.0,0.0,0.0
artificial.140,0.01,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.141,0.014,0.011,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.142,0.046,0.028,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.143,0.253,0.231,0.207,0.183,0.146,0.086,0.007,0.0,0.0,0.0
artificial.144,0.008,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.145,0.024,0.022,0.013,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.146,0.024,0.017,0.01,0.006,0.001,0.0,0.0,0.0,0.0,0.0
artificial.147,0.027,0.02,0.014,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.148,0.237,0.222,0.176,0.095,0.012,0.0,0.0,0.0,0.0,0.0
artificial.149,0.014,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.150,0.011,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.151,0.072,0.06,0.046,0.023,0.01,0.0,0.0,0.0,0.0,0.0
artificial.152,0.151,0.135,0.11,0.076,0.017,0.001,0.0,0.0,0.0,0.0
artificial.153,0.281,0.255,0.211,0.195,0.08,0.002,0.0,0.0,0.0,0.0
artificial.154,0.014,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.155,0.009,0.007,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.156,0.032,0.022,0.014,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.157,0.145,0.126,0.091,0.042,0.003,0.0,0.0,0.0,0.0,0.0
artificial.158,0.008,0.006,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.159,0.038,0.024,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.160,0.089,0.063,0.049,0.034,0.035,0.044,0.024,0.0,0.0,0.0
artificial.161,0.01,0.01,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.162,0.031,0.024,0.016,0.007,0.002,0.0,0.0,0.0,0.0,0.0
artificial.163,0.121,0.127,0.115,0.084,0.012,0.0,0.0,0.0,0.0,0.0
artificial.164,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.165,0.009,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.166,0.012,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.167,0.013,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.168,0.043,0.035,0.031,0.012,0.003,0.0,0.0,0.0,0.0,0.0
artificial.169,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.170,0.009,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.171,0.021,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.172,0.008,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.173,0.051,0.036,0.033,0.014,0.0,0.0,0.0,0.0,0.0,0.0
artificial.174,0.02,0.017,0.017,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.175,0.03,0.02,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.176,0.023,0.012,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.177,0.015,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.178,0.026,0.02,0.014,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.179,0.026,0.024,0.026,0.022,0.004,0.0,0.0,0.0,0.0,0.0
artificial.180,0.055,0.048,0.035,0.025,0.006,0.0,0.0,0.0,0.0,0.0
artificial.181,0.018,0.009,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.182,0.035,0.033,0.028,0.022,0.004,0.001,0.0,0.0,0.0,0.0
artificial.183,0.015,0.007,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.184,0.02,0.015,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.185,0.092,0.078,0.064,0.061,0.024,0.001,0.0,0.0,0.0,0.0
artificial.186,0.013,0.009,0.002,0.002,0.003,0.001,0.0,0.0,0.0,0.0
artificial.187,0.051,0.036,0.017,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.188,0.2,0.177,0.139,0.094,0.022,0.0,0.0,0.0,0.0,0.0
artificial.189,0.017,0.015,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.190,0.045,0.037,0.032,0.02,0.006,0.0,0.0,0.0,0.0,0.0
artificial.191,0.056,0.047,0.029,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.192,0.05,0.035,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.193,0.006,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.194,0.007,0.005,0.007,0.002,0.002,0.0,0.0,0.0,0.0,0.0
artificial.195,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.196,0.094,0.073,0.043,0.02,0.005,0.0,0.0,0.0,0.0,0.0
artificial.197,0.03,0.025,0.012,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.198,0.052,0.043,0.023,0.007,0.004,0.0,0.0,0.0,0.0,0.0
artificial.199,0.007,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.200,0.086,0.078,0.07,0.059,0.059,0.037,0.005,0.0,0.0,0.0
artificial.201,0.034,0.027,0.021,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.202,0.01,0.005,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.203,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.204,0.006,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.205,0.013,0.007,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.206,0.041,0.039,0.031,0.019,0.002,0.0,0.0,0.0,0.0,0.0
artificial.207,0.061,0.052,0.039,0.026,0.012,0.003,0.0,0.0,0.0,0.0
artificial.208,0.04,0.033,0.025,0.021,0.011,0.0,0.0,0.0,0.0,0.0
artificial.209,0.009,0.007,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.210,0.018,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.211,0.012,0.01,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.212,0.093,0.067,0.042,0.014,0.002,0.0,0.0,0.0,0.0,0.0
artificial.213,0.128,0.102,0.062,0.024,0.0,0.0,0.0,0.0,0.0,0.0
artificial.214,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.215,0.129,0.113,0.08,0.039,0.009,0.008,0.001,0.0,0.0,0.0
artificial.216,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.217,0.015,0.011,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.218,0.014,0.009,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.219,0.024,0.019,0.01,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.220,0.28,0.269,0.282,0.29,0.233,0.06,0.0,0.0,0.0,0.0
artificial.221,0.052,0.04,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.222,0.039,0.037,0.033,0.033,0.023,0.004,0.0,0.0,0.0,0.0
artificial.223,0.01,0.009,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.224,0.08,0.071,0.051,0.033,0.004,0.0,0.0,0.0,0.0,0.0
artificial.225,0.087,0.062,0.029,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.226,0.036,0.024,0.016,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.227,0.029,0.026,0.017,0.014,0.007,0.0,0.0,0.0,0.0,0.0
artificial.228,0.065,0.058,0.029,0.009,0.0,0.0,0.0,0.0,0.0,0.0
artificial.229,0.024,0.018,0.018,0.013,0.003,0.0,0.0,0.0,0.0,0.0
artificial.230,0.164,0.128,0.069,0.02,0.001,0.0,0.0,0.0,0.0,0.0
artificial.231,0.014,0.009,0.006,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.232,0.064,0.052,0.021,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.233,0.055,0.047,0.026,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.234,0.016,0.011,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.235,0.022,0.018,0.009,0.007,0.001,0.0,0.0,0.0,0.0,0.0
artificial.236,0.065,0.049,0.028,0.011,0.0,0.0,0.0,0.0,0.0,0.0
artificial.237,0.038,0.031,0.023,0.006,0.004,0.0,0.0,0.0,0.0,0.0
artificial.238,0.009,0.007,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.239,0.111,0.099,0.096,0.094,0.056,0.001,0.0,0.0,0.0,0.0
artificial.240,0.088,0.07,0.049,0.012,0.002,0.0,0.0,0.0,0.0,0.0
artificial.241,0.06,0.049,0.041,0.03,0.017,0.013,0.002,0.0,0.0,0.0
artificial.242,0.019,0.012,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.243,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.244,0.024,0.014,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.245,0.044,0.034,0.023,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.246,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.247,0.038,0.028,0.016,0.005,0.001,0.0,0.0,0.0,0.0,0.0
artificial.248,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.249,0.109,0.099,0.079,0.061,0.028,0.012,0.0,0.0,0.0,0.0
artificial.250,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.251,0.006,0.005,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.0
artificial.252,0.013,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.253,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.254,0.02,0.018,0.01,0.003,0.001,0.0,0.0,0.0,0.0,0.0
artificial.255,0.109,0.086,0.054,0.012,0.0,0.0,0.0,0.0,0.0,0.0
artificial.256,0.224,0.203,0.176,0.11,0.013,0.0,0.0,0.0,0.0,0.0
artificial.257,0.046,0.03,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.258,0.004,0.003,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.0
artificial.259,0.036,0.033,0.022,0.009,0.002,0.0,0.0,0.0,0.0,0.0
artificial.260,0.022,0.02,0.012,0.009,0.004,0.0,0.0,0.0,0.0,0.0
artificial.261,0.031,0.018,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.262,0.055,0.042,0.022,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.263,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.264,0.01,0.003,0.005,0.004,0.001,0.001,0.0,0.0,0.0,0.0
artificial.265,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.266,0.006,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.267,0.01,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.268,0.035,0.038,0.025,0.019,0.012,0.001,0.0,0.0,0.0,0.0
artificial.269,0.036,0.025,0.013,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.270,0.271,0.24,0.188,0.103,0.029,0.004,0.0,0.0,0.0,0.0
artificial.271,0.152,0.132,0.104,0.066,0.033,0.007,0.0,0.0,0.0,0.0
artificial.272,0.017,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.273,0.01,0.007,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0
artificial.274,0.015,0.013,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0
artificial.275,0.008,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.276,0.065,0.058,0.046,0.041,0.028,0.019,0.0,0.0,0.0,0.0
artificial.277,0.044,0.034,0.018,0.004,0.002,0.0,0.0,0.0,0.0,0.0
artificial.278,0.006,0.004,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.279,0.015,0.009,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.280,0.039,0.032,0.019,0.013,0.0,0.0,0.0,0.0,0.0,0.0
artificial.281,0.045,0.031,0.015,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.282,0.032,0.034,0.025,0.011,0.008,0.006,0.001,0.0,0.0,0.0
artificial.283,0.02,0.015,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.284,0.082,0.056,0.041,0.01,0.0,0.0,0.0,0.0,0.0,0.0
artificial.285,0.086,0.071,0.043,0.015,0.0,0.0,0.0,0.0,0.0,0.0
artificial.286,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.287,0.075,0.071,0.061,0.035,0.006,0.0,0.0,0.0,0.0,0.0
artificial.288,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.289,0.239,0.214,0.199,0.156,0.044,0.001,0.0,0.0,0.0,0.0
artificial.290,0.134,0.129,0.108,0.074,0.043,0.015,0.0,0.0,0.0,0.0
artificial.291,0.05,0.035,0.02,0.007,0.004,0.002,0.0,0.0,0.0,0.0
artificial.292,0.011,0.008,0.006,0.004,0.001,0.0,0.0,0.0,0.0,0.0
artificial.293,0.01,0.005,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0
artificial.294,0.017,0.014,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
artificial.295,0.04,0.028,0.015,0.002,0.0,0.0,0.0,0.0,0.0,0.0
