,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
artificial.20,0.0,0.0,0.137,0.001,0.421,0.246,0.612,0.443,0.897,0.798
artificial.21,0.0,0.0,0.0,0.0,0.007,0.002,0.058,0.019,0.478,0.258
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.019
artificial.23,0.0,0.0,0.009,0.0,0.098,0.041,0.143,0.088,0.469,0.261
artificial.24,0.0,0.0,0.0,0.0,0.022,0.002,0.113,0.039,0.582,0.344
artificial.25,0.0,0.0,0.001,0.0,0.092,0.022,0.229,0.123,0.657,0.455
artificial.26,0.0,0.0,0.034,0.001,0.319,0.175,0.482,0.348,0.807,0.67
artificial.27,0.0,0.0,0.0,0.0,0.003,0.0,0.079,0.019,0.529,0.31
artificial.28,0.0,0.0,0.0,0.0,0.003,0.0,0.015,0.002,0.343,0.108
artificial.29,0.0,0.0,0.004,0.0,0.048,0.015,0.212,0.069,0.724,0.498
artificial.30,0.0,0.0,0.003,0.0,0.02,0.003,0.064,0.015,0.458,0.224
artificial.31,0.0,0.0,0.005,0.0,0.349,0.174,0.607,0.437,0.86,0.754
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.268,0.07
artificial.33,0.0,0.0,0.0,0.0,0.009,0.001,0.069,0.015,0.463,0.252
artificial.34,0.0,0.0,0.0,0.0,0.035,0.006,0.189,0.076,0.714,0.536
artificial.35,0.0,0.0,0.0,0.0,0.008,0.005,0.065,0.011,0.528,0.277
artificial.36,0.0,0.0,0.012,0.0,0.175,0.071,0.449,0.257,0.832,0.704
artificial.37,0.0,0.0,0.0,0.0,0.027,0.008,0.143,0.051,0.604,0.382
artificial.38,0.0,0.0,0.0,0.0,0.003,0.0,0.067,0.023,0.522,0.29
artificial.39,0.0,0.0,0.0,0.0,0.028,0.005,0.215,0.079,0.738,0.537
artificial.40,0.0,0.0,0.0,0.0,0.08,0.024,0.221,0.12,0.633,0.415
artificial.41,0.0,0.0,0.001,0.0,0.059,0.011,0.22,0.097,0.658,0.452
artificial.42,0.0,0.0,0.071,0.005,0.252,0.086,0.421,0.229,0.769,0.605
artificial.43,0.0,0.0,0.0,0.0,0.004,0.0,0.054,0.014,0.434,0.224
artificial.44,0.0,0.0,0.01,0.0,0.214,0.121,0.334,0.23,0.705,0.526
artificial.45,0.0,0.0,0.0,0.0,0.011,0.003,0.071,0.016,0.454,0.237
artificial.46,0.0,0.0,0.0,0.0,0.002,0.001,0.044,0.009,0.448,0.194
artificial.47,0.0,0.0,0.008,0.0,0.059,0.015,0.179,0.07,0.633,0.408
artificial.48,0.0,0.0,0.308,0.018,0.59,0.409,0.645,0.531,0.804,0.696
artificial.49,0.0,0.0,0.0,0.0,0.061,0.009,0.344,0.165,0.817,0.661
artificial.50,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.001,0.244,0.069
artificial.51,0.0,0.0,0.0,0.0,0.005,0.001,0.018,0.004,0.429,0.158
artificial.52,0.0,0.0,0.001,0.0,0.041,0.013,0.115,0.047,0.626,0.376
artificial.53,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.004,0.487,0.224
artificial.54,0.0,0.0,0.0,0.0,0.015,0.002,0.092,0.031,0.548,0.313
artificial.55,0.0,0.0,0.006,0.0,0.112,0.042,0.293,0.151,0.735,0.557
artificial.56,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.327,0.103
artificial.57,0.0,0.0,0.002,0.0,0.093,0.028,0.256,0.132,0.728,0.549
artificial.58,0.0,0.0,0.0,0.0,0.019,0.005,0.049,0.019,0.477,0.221
artificial.59,0.0,0.0,0.008,0.001,0.156,0.032,0.354,0.183,0.791,0.593
artificial.60,0.0,0.0,0.001,0.0,0.052,0.01,0.246,0.1,0.709,0.497
artificial.61,0.0,0.0,0.001,0.0,0.046,0.009,0.109,0.049,0.456,0.259
artificial.62,0.0,0.0,0.002,0.0,0.072,0.02,0.22,0.107,0.632,0.406
artificial.63,0.0,0.0,0.002,0.0,0.007,0.001,0.086,0.015,0.534,0.283
artificial.64,0.0,0.0,0.0,0.0,0.005,0.002,0.036,0.011,0.435,0.181
artificial.65,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.002,0.253,0.064
artificial.66,0.0,0.0,0.0,0.0,0.007,0.0,0.019,0.002,0.345,0.137
artificial.67,0.0,0.0,0.0,0.0,0.009,0.001,0.078,0.031,0.457,0.205
artificial.68,0.0,0.0,0.0,0.0,0.007,0.0,0.027,0.005,0.31,0.099
artificial.69,0.0,0.0,0.0,0.0,0.009,0.0,0.11,0.022,0.621,0.384
artificial.70,0.0,0.0,0.0,0.0,0.044,0.011,0.209,0.065,0.791,0.551
artificial.71,0.0,0.0,0.005,0.0,0.061,0.02,0.142,0.068,0.559,0.317
artificial.72,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.21,0.059
artificial.73,0.0,0.0,0.0,0.0,0.038,0.014,0.195,0.06,0.695,0.487
artificial.74,0.0,0.0,0.019,0.0,0.246,0.13,0.379,0.254,0.689,0.521
artificial.75,0.0,0.0,0.003,0.0,0.004,0.001,0.026,0.007,0.408,0.174
artificial.76,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.004,0.59,0.334
artificial.77,0.0,0.0,0.0,0.0,0.001,0.0,0.02,0.004,0.408,0.156
artificial.78,0.0,0.0,0.001,0.0,0.004,0.0,0.009,0.002,0.218,0.057
artificial.79,0.0,0.0,0.0,0.0,0.018,0.004,0.148,0.051,0.667,0.437
artificial.80,0.0,0.0,0.0,0.0,0.018,0.006,0.042,0.018,0.341,0.14
artificial.81,0.0,0.0,0.0,0.0,0.001,0.0,0.036,0.01,0.403,0.171
artificial.82,0.0,0.0,0.012,0.0,0.055,0.008,0.126,0.046,0.53,0.302
artificial.83,0.0,0.0,0.0,0.0,0.001,0.0,0.024,0.009,0.411,0.173
artificial.84,0.0,0.0,0.0,0.0,0.003,0.0,0.027,0.002,0.389,0.162
artificial.85,0.0,0.0,0.033,0.004,0.41,0.27,0.621,0.456,0.89,0.803
artificial.86,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.156,0.034
artificial.87,0.0,0.0,0.0,0.0,0.041,0.012,0.16,0.074,0.615,0.396
artificial.88,0.0,0.0,0.0,0.0,0.004,0.0,0.035,0.01,0.362,0.141
artificial.89,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.325,0.119
artificial.90,0.0,0.0,0.004,0.001,0.074,0.027,0.184,0.088,0.604,0.387
artificial.91,0.0,0.0,0.001,0.0,0.005,0.002,0.019,0.004,0.349,0.13
artificial.92,0.0,0.0,0.001,0.0,0.118,0.041,0.27,0.144,0.682,0.496
artificial.93,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.273,0.071
artificial.94,0.0,0.0,0.0,0.0,0.008,0.003,0.014,0.008,0.264,0.072
artificial.95,0.0,0.0,0.0,0.0,0.005,0.001,0.113,0.027,0.619,0.371
artificial.96,0.0,0.0,0.04,0.0,0.222,0.098,0.529,0.294,0.901,0.784
artificial.97,0.0,0.0,0.0,0.0,0.023,0.001,0.221,0.078,0.727,0.525
artificial.98,0.0,0.0,0.0,0.0,0.04,0.008,0.106,0.042,0.455,0.232
artificial.99,0.0,0.0,0.0,0.0,0.049,0.015,0.16,0.069,0.618,0.402
artificial.100,0.0,0.0,0.0,0.0,0.001,0.0,0.022,0.004,0.463,0.188
artificial.101,0.0,0.0,0.0,0.0,0.031,0.004,0.199,0.074,0.669,0.475
artificial.102,0.0,0.0,0.0,0.0,0.023,0.003,0.134,0.042,0.612,0.364
artificial.103,0.0,0.0,0.0,0.0,0.074,0.024,0.255,0.116,0.747,0.553
artificial.104,0.0,0.0,0.0,0.0,0.002,0.0,0.027,0.003,0.328,0.122
artificial.105,0.0,0.0,0.056,0.0,0.452,0.247,0.642,0.474,0.898,0.819
artificial.106,0.0,0.0,0.0,0.0,0.037,0.006,0.136,0.055,0.586,0.366
artificial.107,0.0,0.0,0.0,0.0,0.026,0.007,0.078,0.034,0.524,0.269
artificial.108,0.0,0.0,0.0,0.0,0.008,0.001,0.074,0.018,0.481,0.259
artificial.109,0.0,0.0,0.0,0.0,0.043,0.013,0.217,0.096,0.668,0.452
artificial.110,0.0,0.0,0.014,0.0,0.051,0.019,0.111,0.05,0.512,0.285
artificial.111,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.157,0.03
artificial.112,0.0,0.0,0.0,0.0,0.001,0.0,0.019,0.004,0.436,0.181
artificial.113,0.0,0.0,0.0,0.0,0.015,0.001,0.154,0.039,0.619,0.402
artificial.114,0.0,0.0,0.042,0.005,0.114,0.033,0.406,0.156,0.872,0.746
artificial.115,0.0,0.0,0.008,0.001,0.085,0.037,0.156,0.083,0.53,0.31
artificial.116,0.0,0.0,0.0,0.0,0.008,0.001,0.091,0.022,0.577,0.333
artificial.117,0.0,0.0,0.003,0.0,0.02,0.005,0.031,0.015,0.375,0.135
artificial.118,0.0,0.0,0.032,0.0,0.305,0.169,0.501,0.347,0.83,0.688
artificial.119,0.0,0.0,0.002,0.0,0.021,0.006,0.081,0.028,0.476,0.258
artificial.120,0.0,0.0,0.017,0.0,0.067,0.028,0.187,0.085,0.623,0.397
artificial.121,0.0,0.0,0.0,0.0,0.005,0.0,0.1,0.017,0.696,0.448
artificial.122,0.0,0.0,0.0,0.0,0.003,0.001,0.049,0.017,0.447,0.188
artificial.123,0.0,0.0,0.0,0.0,0.001,0.0,0.028,0.004,0.492,0.238
artificial.124,0.0,0.0,0.001,0.0,0.001,0.001,0.006,0.001,0.267,0.075
artificial.125,0.0,0.0,0.0,0.0,0.002,0.0,0.003,0.002,0.257,0.072
artificial.126,0.0,0.0,0.0,0.0,0.001,0.0,0.023,0.004,0.401,0.168
artificial.127,0.0,0.0,0.0,0.0,0.016,0.001,0.123,0.041,0.561,0.326
artificial.128,0.0,0.0,0.0,0.0,0.007,0.003,0.106,0.029,0.577,0.357
artificial.129,0.0,0.0,0.002,0.0,0.027,0.01,0.123,0.04,0.559,0.322
artificial.130,0.0,0.0,0.006,0.0,0.359,0.191,0.669,0.503,0.874,0.811
artificial.131,0.0,0.0,0.002,0.0,0.008,0.003,0.032,0.012,0.337,0.154
artificial.132,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.356,0.131
artificial.133,0.0,0.0,0.0,0.0,0.005,0.0,0.079,0.012,0.658,0.411
artificial.134,0.0,0.0,0.006,0.0,0.24,0.096,0.361,0.175,0.684,0.496
artificial.135,0.0,0.0,0.12,0.0,0.415,0.25,0.588,0.409,0.854,0.728
artificial.136,0.0,0.0,0.0,0.0,0.012,0.002,0.061,0.025,0.452,0.219
artificial.137,0.0,0.0,0.013,0.0,0.047,0.018,0.16,0.066,0.642,0.421
artificial.138,0.0,0.0,0.001,0.0,0.011,0.001,0.046,0.012,0.35,0.149
artificial.139,0.0,0.0,0.0,0.0,0.017,0.005,0.105,0.038,0.561,0.318
artificial.140,0.0,0.0,0.001,0.0,0.092,0.031,0.313,0.148,0.762,0.602
artificial.141,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.261,0.067
artificial.142,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.252,0.058
artificial.143,0.0,0.0,0.0,0.0,0.011,0.0,0.088,0.021,0.581,0.337
artificial.144,0.0,0.0,0.002,0.0,0.002,0.001,0.053,0.004,0.542,0.293
artificial.145,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.207,0.039
artificial.146,0.0,0.0,0.024,0.001,0.25,0.157,0.38,0.275,0.704,0.527
artificial.147,0.0,0.0,0.0,0.0,0.084,0.032,0.231,0.112,0.649,0.453
artificial.148,0.0,0.0,0.047,0.002,0.15,0.07,0.284,0.145,0.64,0.449
artificial.149,0.0,0.0,0.008,0.0,0.156,0.047,0.371,0.222,0.788,0.62
artificial.150,0.0,0.0,0.07,0.003,0.211,0.081,0.394,0.216,0.774,0.598
artificial.151,0.0,0.0,0.0,0.0,0.009,0.001,0.115,0.024,0.596,0.364
artificial.152,0.0,0.0,0.042,0.001,0.086,0.036,0.112,0.061,0.465,0.238
artificial.153,0.0,0.0,0.001,0.0,0.047,0.017,0.223,0.083,0.736,0.52
artificial.154,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.004,0.392,0.154
artificial.155,0.0,0.0,0.0,0.0,0.002,0.001,0.011,0.003,0.295,0.105
artificial.156,0.0,0.0,0.0,0.0,0.004,0.0,0.085,0.014,0.612,0.344
artificial.157,0.0,0.0,0.0,0.0,0.023,0.003,0.098,0.026,0.526,0.294
artificial.158,0.0,0.0,0.0,0.0,0.001,0.0,0.017,0.002,0.402,0.177
artificial.159,0.0,0.0,0.0,0.0,0.005,0.003,0.011,0.004,0.308,0.086
artificial.160,0.0,0.0,0.002,0.001,0.015,0.003,0.066,0.017,0.504,0.248
artificial.161,0.0,0.0,0.003,0.0,0.003,0.001,0.004,0.002,0.235,0.067
artificial.162,0.0,0.0,0.061,0.001,0.19,0.085,0.313,0.189,0.63,0.454
artificial.163,0.0,0.0,0.0,0.0,0.005,0.001,0.023,0.005,0.314,0.12
artificial.164,0.0,0.0,0.004,0.001,0.036,0.008,0.117,0.041,0.522,0.293
artificial.165,0.0,0.0,0.003,0.0,0.077,0.017,0.225,0.096,0.634,0.406
artificial.166,0.0,0.0,0.0,0.0,0.008,0.0,0.081,0.026,0.544,0.314
artificial.167,0.0,0.0,0.011,0.0,0.093,0.036,0.244,0.115,0.717,0.53
artificial.168,0.0,0.0,0.0,0.0,0.075,0.012,0.326,0.141,0.848,0.667
artificial.169,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.25,0.06
artificial.170,0.0,0.0,0.0,0.0,0.014,0.004,0.112,0.036,0.624,0.397
artificial.171,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.005,0.337,0.134
artificial.172,0.0,0.0,0.0,0.0,0.011,0.002,0.062,0.026,0.474,0.226
artificial.173,0.0,0.0,0.0,0.0,0.006,0.0,0.054,0.01,0.454,0.231
artificial.174,0.0,0.0,0.0,0.0,0.006,0.0,0.027,0.006,0.367,0.118
artificial.175,0.0,0.0,0.041,0.0,0.415,0.212,0.509,0.353,0.747,0.599
artificial.176,0.0,0.0,0.0,0.0,0.003,0.0,0.022,0.006,0.335,0.137
artificial.177,0.0,0.0,0.0,0.0,0.046,0.012,0.169,0.07,0.597,0.394
artificial.178,0.0,0.0,0.0,0.0,0.013,0.003,0.057,0.02,0.461,0.21
artificial.179,0.0,0.0,0.127,0.003,0.512,0.304,0.651,0.503,0.87,0.78
artificial.180,0.0,0.0,0.0,0.0,0.008,0.001,0.143,0.047,0.651,0.444
artificial.181,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.26,0.072
artificial.182,0.0,0.0,0.0,0.0,0.002,0.0,0.025,0.005,0.492,0.229
artificial.183,0.0,0.0,0.007,0.0,0.093,0.036,0.29,0.135,0.752,0.58
artificial.184,0.0,0.0,0.0,0.0,0.006,0.0,0.158,0.043,0.713,0.501
artificial.185,0.0,0.0,0.028,0.001,0.238,0.117,0.417,0.274,0.789,0.599
artificial.186,0.0,0.0,0.01,0.0,0.069,0.028,0.183,0.091,0.641,0.41
artificial.187,0.0,0.0,0.079,0.0,0.363,0.198,0.618,0.413,0.899,0.814
artificial.188,0.0,0.0,0.001,0.0,0.032,0.01,0.095,0.034,0.582,0.341
artificial.189,0.0,0.0,0.0,0.0,0.019,0.001,0.054,0.015,0.379,0.181
artificial.190,0.0,0.0,0.0,0.0,0.003,0.001,0.029,0.002,0.491,0.223
artificial.191,0.0,0.0,0.018,0.0,0.067,0.024,0.328,0.125,0.856,0.689
artificial.192,0.0,0.0,0.0,0.0,0.025,0.003,0.131,0.039,0.577,0.316
artificial.193,0.0,0.0,0.001,0.0,0.018,0.003,0.074,0.025,0.533,0.293
artificial.194,0.0,0.0,0.0,0.0,0.006,0.003,0.05,0.013,0.462,0.231
artificial.195,0.0,0.0,0.0,0.0,0.01,0.0,0.072,0.019,0.538,0.282
artificial.196,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.178,0.032
artificial.197,0.0,0.0,0.034,0.0,0.115,0.041,0.219,0.116,0.605,0.4
artificial.198,0.0,0.0,0.003,0.0,0.07,0.021,0.253,0.13,0.672,0.492
artificial.199,0.0,0.0,0.006,0.0,0.014,0.004,0.04,0.009,0.535,0.21
artificial.200,0.0,0.0,0.0,0.0,0.058,0.011,0.29,0.133,0.726,0.536
artificial.201,0.0,0.0,0.001,0.0,0.133,0.066,0.316,0.173,0.676,0.476
artificial.202,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.001,0.497,0.249
artificial.203,0.0,0.0,0.0,0.0,0.005,0.0,0.048,0.013,0.554,0.241
artificial.204,0.0,0.0,0.001,0.0,0.009,0.001,0.03,0.006,0.365,0.134
artificial.205,0.0,0.0,0.0,0.0,0.054,0.014,0.218,0.092,0.704,0.478
artificial.206,0.0,0.0,0.004,0.0,0.065,0.024,0.121,0.069,0.452,0.242
artificial.207,0.0,0.0,0.026,0.005,0.018,0.006,0.041,0.013,0.398,0.158
artificial.208,0.0,0.0,0.176,0.004,0.622,0.406,0.82,0.671,0.962,0.902
artificial.209,0.0,0.0,0.0,0.0,0.008,0.0,0.114,0.03,0.583,0.334
artificial.210,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.007,0.521,0.25
artificial.211,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.341,0.121
artificial.212,0.0,0.0,0.0,0.0,0.056,0.012,0.193,0.093,0.686,0.444
artificial.213,0.0,0.0,0.008,0.0,0.144,0.065,0.324,0.189,0.713,0.523
artificial.214,0.0,0.0,0.001,0.0,0.03,0.003,0.129,0.04,0.578,0.352
artificial.215,0.0,0.0,0.0,0.0,0.008,0.0,0.155,0.036,0.606,0.394
artificial.216,0.0,0.0,0.0,0.0,0.029,0.006,0.147,0.053,0.602,0.365
artificial.217,0.0,0.0,0.006,0.001,0.055,0.019,0.09,0.049,0.436,0.211
artificial.218,0.0,0.0,0.0,0.0,0.064,0.011,0.285,0.109,0.746,0.575
artificial.219,0.0,0.0,0.084,0.004,0.299,0.106,0.548,0.36,0.858,0.732
artificial.220,0.0,0.0,0.0,0.0,0.006,0.0,0.1,0.019,0.746,0.482
artificial.221,0.0,0.0,0.025,0.0,0.38,0.207,0.604,0.443,0.85,0.741
artificial.222,0.0,0.0,0.035,0.0,0.301,0.155,0.397,0.277,0.723,0.545
artificial.223,0.0,0.0,0.0,0.0,0.029,0.003,0.12,0.046,0.58,0.353
artificial.224,0.0,0.0,0.008,0.0,0.159,0.062,0.505,0.28,0.893,0.786
artificial.225,0.0,0.0,0.0,0.0,0.07,0.012,0.235,0.097,0.643,0.446
artificial.226,0.0,0.0,0.001,0.0,0.045,0.015,0.12,0.05,0.537,0.313
artificial.227,0.0,0.0,0.0,0.0,0.004,0.0,0.06,0.008,0.64,0.353
artificial.228,0.0,0.0,0.0,0.0,0.005,0.0,0.083,0.009,0.736,0.418
artificial.229,0.0,0.0,0.001,0.0,0.001,0.0,0.007,0.002,0.236,0.07
artificial.230,0.0,0.0,0.074,0.001,0.35,0.151,0.524,0.329,0.781,0.638
artificial.231,0.0,0.0,0.001,0.0,0.004,0.001,0.014,0.001,0.303,0.101
artificial.232,0.0,0.0,0.0,0.0,0.004,0.001,0.022,0.003,0.344,0.122
artificial.233,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.225,0.048
artificial.234,0.0,0.0,0.065,0.002,0.256,0.158,0.306,0.212,0.672,0.453
artificial.235,0.0,0.0,0.001,0.0,0.012,0.001,0.062,0.015,0.538,0.284
