,{'alpha': np.float64(1.0)},{'alpha': np.float64(1.6681005372000586)},{'alpha': np.float64(2.7825594022071245)},{'alpha': np.float64(4.641588833612778)},{'alpha': np.float64(7.742636826811269)},{'alpha': np.float64(12.91549665014884)},{'alpha': np.float64(21.544346900318832)},{'alpha': np.float64(35.93813663804626)},{'alpha': np.float64(59.94842503189409)},{'alpha': np.float64(100.0)}
artificial.1,0.09,0.05,0.012,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.2,0.374,0.302,0.183,0.105,0.034,0.001,0.0,0.0,0.0,0.0
artificial.3,0.1,0.048,0.022,0.009,0.003,0.0,0.0,0.0,0.0,0.0
artificial.4,0.257,0.201,0.115,0.06,0.024,0.008,0.0,0.0,0.0,0.0
artificial.5,0.104,0.057,0.032,0.012,0.002,0.0,0.0,0.0,0.0,0.0
artificial.6,0.12,0.06,0.01,0.002,0.001,0.0,0.0,0.0,0.0,0.0
artificial.7,0.145,0.077,0.03,0.005,0.002,0.0,0.0,0.0,0.0,0.0
artificial.8,0.287,0.193,0.103,0.025,0.002,0.0,0.0,0.0,0.0,0.0
artificial.9,0.127,0.063,0.024,0.003,0.002,0.001,0.0,0.0,0.0,0.0
artificial.10,0.334,0.217,0.087,0.004,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.429,0.363,0.272,0.151,0.047,0.001,0.0,0.0,0.0,0.0
artificial.12,0.306,0.234,0.126,0.03,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.397,0.312,0.182,0.035,0.001,0.0,0.0,0.0,0.0,0.0
artificial.14,0.164,0.105,0.044,0.01,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.14,0.082,0.032,0.009,0.001,0.0,0.0,0.0,0.0,0.0
artificial.16,0.157,0.121,0.045,0.012,0.002,0.0,0.0,0.0,0.0,0.0
artificial.17,0.191,0.137,0.095,0.066,0.027,0.003,0.0,0.0,0.0,0.0
artificial.18,0.34,0.292,0.221,0.131,0.057,0.002,0.0,0.0,0.0,0.0
artificial.19,0.282,0.214,0.122,0.038,0.001,0.0,0.0,0.0,0.0,0.0
artificial.20,0.084,0.049,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.122,0.065,0.029,0.008,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.305,0.23,0.153,0.076,0.032,0.012,0.0,0.0,0.0,0.0
artificial.23,0.374,0.345,0.273,0.192,0.136,0.023,0.0,0.0,0.0,0.0
artificial.24,0.082,0.042,0.021,0.001,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.196,0.122,0.05,0.007,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.526,0.475,0.358,0.111,0.005,0.0,0.0,0.0,0.0,0.0
artificial.27,0.222,0.203,0.176,0.151,0.092,0.005,0.0,0.0,0.0,0.0
artificial.28,0.278,0.185,0.081,0.006,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.151,0.098,0.048,0.014,0.004,0.0,0.0,0.0,0.0,0.0
artificial.30,0.142,0.071,0.031,0.008,0.001,0.001,0.0,0.0,0.0,0.0
artificial.31,0.169,0.099,0.041,0.009,0.003,0.0,0.0,0.0,0.0,0.0
artificial.32,0.081,0.047,0.018,0.004,0.002,0.0,0.0,0.0,0.0,0.0
