,Fold selected features,Fold nb of features
Fold 44,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_glandfront_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Dendritic_Cells_CD33+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance']",9
Fold 45,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_HLA-DR+_stromal_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_HLA-DR+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance']",13
Fold 46,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",5
Fold 47,[],0
Fold 48,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Dendritic_Cells_CD33+_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity']",7
Fold 49,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 50,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD11b+_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",5
Fold 51,['CD4_T_cells_FoxP3+_glandfront_celldistance'],1
Fold 52,"['CD8_T_cells_CD11b+_glandfront_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 53,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 54,"['CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold 55,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",4
Fold 56,"['CD8_T_cells_HLA-DR+_glandfront_area', 'Stroma_fibroblast_stromal_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",7
Fold 57,"['CD4_T_cells_CD80_CD86+_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold 58,"['Stroma_fibroblast_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",4
Fold 59,"['Macrophages_M1-like_stromal_area', 'Macrophages_M2-like_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_stromal_area', 'Gland_vascular_endothelium_glandfront_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'Gland_mesenchymal_intragland_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",9
Fold 60,[],0
Fold 61,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_area', 'NA_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_CD80_CD86+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance']",12
Fold 62,"['CD4_T_cells_CD80_CD86+_stromal_area', 'aSMA-br_mesenchymal_stromal_area']",2
Fold 63,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Stroma_vascular_endothelium_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity']",3
Fold 64,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 65,"['CD4_T_cells_CD11b+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 66,"['CD8_T_cells_HLA-DR+_glandfront_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",5
Fold 67,['CD4_T_cells_FoxP3+_glandfront_celldistance'],1
Fold 68,"['CD8_T_cells_HLA-DR+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'NA_stromal_area']",5
Fold 69,"['CD8_T_cells_HLA-DR+_glandfront_area', 'Stroma_fibroblast_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",4
Fold 70,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area']",2
Fold 71,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity']",4
Fold 72,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_glandfront_area', 'aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance']",5
Fold 73,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold 74,"['Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 75,"['CD4_T_cells_HLA-DR+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",5
Fold 76,['CD4_T_cells_CD80_CD86+_stromal_area'],1
Fold 77,"['CD4_T_cells_CD80_CD86+_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",4
Fold 78,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",8
Fold 79,"['CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 80,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_glandfront_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'Neutrophils_glandfront_area', 'Neutrophils_stromal_area', 'NKT_glandfront_area', 'aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance', 'NK_cells_CD56dimCD16+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance']",17
Fold 81,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",3
Fold 82,"['Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",4
Fold 83,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity']",3
Fold 84,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance']",3
Fold 85,"['CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 86,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_glandfront_area', 'CD4_T_cells_CD11b+_stromal_area', 'CD8_T_cells_CD11b+_glandfront_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Macrophages_M1_M2_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_CD80_CD86+_glandfront_eccentricity', 'CD8_T_cells_CD11b+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",14
Fold 87,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M2-like_glandfront_area', 'Neutrophils_stromal_area', 'aSMA-br_vascular_endothelium_glandfront_area', 'Gland_glandular_epithelium_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'Gland_fibroblast_intragland_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_HLA-DR+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance']",11
Fold 88,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'Macrophages_M1_M2_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'Gland_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance']",13
Fold 89,"['Dendritic_Cells_CD33+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 90,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Gland_glandular_epithelium_glandfront_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_HLA-DR+_glandfront_celldistance']",4
Fold 91,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Stroma_vascular_endothelium_stromal_area', 'Stroma_fibroblast_stromal_area', 'Macrophages_M1_M2_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity']",5
Fold 92,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1-like_glandfront_area', 'aSMA-br_mesenchymal_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",5
Fold 93,"['CD4_T_cells_FoxP3+_glandfront_area', 'CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_CD11b+_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1_M2_stromal_area', 'Macrophages_MDSC_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'NK_cells_CD56brCD16-TIM3hi_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",11
Fold 94,['CD4_T_cells_FoxP3+_glandfront_celldistance'],1
Fold 95,['CD4_T_cells_FoxP3+_glandfront_celldistance'],1
Fold 96,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_celldistance']",2
Fold 97,"['CD4_T_cells_CD80_CD86+_stromal_area', 'NK_cells_CD56brCD16-NKG2AhiTIM3hi_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Macrophages_M1-like_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'Gland_mesenchymal_stromal_area', 'NA_stromal_area', 'CD4_T_cells_FoxP3+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_stromal_eccentricity', 'Dendritic_Cells_CD209CD86dp_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'Dendritic_Cells_CD209CD86dp_glandfront_celldistance']",12
Fold 98,"['CD4_T_cells_CD80_CD86+_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD4_T_cells_HLA-DR+_glandfront_celldistance']",4
Fold 99,"['CD4_T_cells_CD80_CD86+_stromal_area', 'Macrophages_M1-like_glandfront_area', 'Neutrophils_stromal_area', 'aSMA-br_mesenchymal_stromal_area', 'NA_stromal_area', 'CD8_T_cells_HLA-DR+_glandfront_eccentricity', 'CD4_T_cells_FoxP3+_glandfront_celldistance', 'CD8_T_cells_HLA-DR+_glandfront_celldistance']",8
