,Feature Name
Feature n°1,TRIO
Feature n°2,MVK
Feature n°3,CDK10
Feature n°4,MAGI2
Feature n°5,MIRLET7D
Feature n°6,RNA5SP387
Feature n°7,MT-TH
Feature n°8,MT-TE
Feature n°9,HNRNPA3P6
Feature n°10,RPS26P31
Feature n°11,RPL34P34
Feature n°12,YWHAQP5
Feature n°13,RPL23AP7
Feature n°14,GAPDHP60
